region	tags	indicator	Всего / 3	Из графы 3 прошли за последние три года: / повышение квалифика-ции и (или) профессио-нальную перепод-готовку / 4	Из графы 3 прошли за последние три года: / из них: / по профилю педагогиче-ской деятельнос-ти / 5	Из графы 3 прошли за последние три года: / из них: / по использова-нию информа-ционных и коммуника-ционных технологий / 6	Из графы 3 прошли за последние три года: / из них: / в форме стажировки / 7	Из графы 3 прошли за последние три года: / в том числе (из гр. 7) в ведущих российских и зарубежных университе- тах и научных центрах / 8	Из графы 3 прошли за последние три года: / из них (из гр. 8) в зарубежных университе-тах и научных центрах / 9	Из граф 4-8 прошли в предыдущем учебном году: / повышение квалифика- ции и (или) профессио-нальную перепод-готовку (из гр. 4) / 10	Из граф 4-8 прошли в предыдущем учебном году: / из них: / по профилю педагогиче- ской деятельнос-ти (из гр. 5) / 11	Из граф 4-8 прошли в предыдущем учебном году: / из них: / по использова-нию информа-ционных и коммуника-ционных технологий (из гр. 6) / 12	Из граф 4-8 прошли в предыдущем учебном году: / из них: / в форме стажировки (из гр. 7) / 13	Из граф 4-8 прошли в предыдущем учебном году: / в том числе (из гр. 8) в ведущих российских и зарубежных университе- тах и научных центрах / 14	Из граф 4-8 прошли в предыдущем учебном году: / из них (из гр. 9) в зарубежных университе-тах и научных центрах / 15
Липецкая область	персонал; Государственные, Муниципальные	специалисты высшего уровня квалификации:  разработчики и аналитики программного обеспечения  и приложений / 23	6.0	3.0	0.0	3.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0
Липецкая область	персонал; Государственные, Муниципальные	специалисты по базам данных и сетям / 24	12.0	6.0	1.0	5.0	0.0	0.0	0.0	3.0	1.0	2.0	0.0	0.0	0.0
Липецкая область	персонал; Государственные, Муниципальные	специалисты среднего уровня квалификации:  специалисты-техники по эксплуатации ИКТ и по  поддержке пользователей ИКТ / 28	3.0	2.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0
Липецкая область	персонал; Государственные, Муниципальные	специалисты-техники по телекоммуникациям и  радиовещанию / 29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Липецкая область	персонал; Государственные, Муниципальные	старшие преподаватели / 14	159.0	157.0	124.0	152.0	0.0	0.0	0.0	96.0	34.0	79.0	0.0	0.0	0.0
Липецкая область	персонал; Государственные, Муниципальные	техники-электроники / 30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Липецкая область	персонал; Частные	Инженерно-технический персонал / 19	3.0	2.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
Липецкая область	персонал; Частные	Научные работники / 18	3.0	3.0	3.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Липецкая область	персонал; Частные	Педагогические работники - всего (сумма строк 07,17): / 06	47.0	47.0	39.0	47.0	17.0	0.0	0.0	30.0	14.0	24.0	8.0	0.0	0.0
Липецкая область	персонал; Частные	Руководящий персонал - всего / 01	10.0	10.0	7.0	8.0	4.0	0.0	0.0	4.0	2.0	2.0	1.0	0.0	0.0
Липецкая область	персонал; Частные	Специалисты по информационным и коммуникационным технологиям – всего (сумма строк 22 - 31) / 21	3.0	3.0	1.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Липецкая область	персонал; Частные	Учебно-вспомогательный персонал / 20	11.0	11.0	2.0	8.0	1.0	0.0	0.0	9.0	0.0	8.0	1.0	0.0	0.0
Липецкая область	персонал; Частные	ассистенты / 16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Липецкая область	персонал; Частные	в том числе:  руководители служб и подразделений в  сфере информационно-коммуникационных  технологий / 22	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Липецкая область	персонал; Частные	в том числе: деканы факультетов / 09	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Липецкая область	персонал; Частные	в том числе: профессорско-преподавательский  состав - всего: / 07	47.0	47.0	39.0	47.0	17.0	0.0	0.0	30.0	14.0	24.0	8.0	0.0	0.0
Липецкая область	персонал; Частные	графические и мультимедийные дизайнеры / 27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Липецкая область	персонал; Частные	директор филиала / 05	3.0	3.0	3.0	3.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0
Липецкая область	персонал; Частные	директора институтов / 11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Липецкая область	персонал; Частные	доценты / 13	30.0	30.0	22.0	30.0	11.0	0.0	0.0	21.0	9.0	16.0	5.0	0.0	0.0
Липецкая область	персонал; Частные	заведующие кафедрами / 10	8.0	8.0	8.0	8.0	4.0	0.0	0.0	4.0	1.0	4.0	2.0	0.0	0.0
Липецкая область	персонал; Частные	из них:  ректор / 02	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
Липецкая область	персонал; Частные	из них: профессорско-преподавательский состав, осуществляющий  образовательную деятельность по образовательным программам высшего образования - программам бакалавриата,  специалитета, магистратуры (сумма строк 09-16) / 08	47.0	47.0	39.0	47.0	17.0	0.0	0.0	30.0	14.0	24.0	8.0	0.0	0.0
Липецкая область	персонал; Частные	инженеры по телекоммуникациям / 26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Липецкая область	персонал; Частные	инженеры-электроники / 25	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Липецкая область	персонал; Частные	иные педагогические работники / 17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Липецкая область	персонал; Частные	квалифицированные рабочие:  монтажники и ремонтники электронного и  телекоммуникационного оборудования / 31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Липецкая область	персонал; Частные	президент / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Липецкая область	персонал; Частные	преподаватели / 15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Липецкая область	персонал; Частные	проректоры / 04	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Липецкая область	персонал; Частные	профессора / 12	2.0	2.0	2.0	2.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
Липецкая область	персонал; Частные	специалисты высшего уровня квалификации:  разработчики и аналитики программного обеспечения  и приложений / 23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Липецкая область	персонал; Частные	специалисты по базам данных и сетям / 24	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Липецкая область	персонал; Частные	специалисты среднего уровня квалификации:  специалисты-техники по эксплуатации ИКТ и по  поддержке пользователей ИКТ / 28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Липецкая область	персонал; Частные	специалисты-техники по телекоммуникациям и  радиовещанию / 29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Липецкая область	персонал; Частные	старшие преподаватели / 14	6.0	6.0	6.0	6.0	1.0	0.0	0.0	4.0	4.0	3.0	1.0	0.0	0.0
Липецкая область	персонал; Частные	техники-электроники / 30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Магаданская область	персонал; Государственные, Муниципальные	Инженерно-технический персонал / 19	5.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Магаданская область	персонал; Государственные, Муниципальные	Научные работники / 18	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Магаданская область	персонал; Государственные, Муниципальные	Педагогические работники - всего (сумма строк 07,17): / 06	98.0	98.0	85.0	87.0	0.0	0.0	0.0	90.0	32.0	6.0	0.0	0.0	0.0
Магаданская область	персонал; Государственные, Муниципальные	Руководящий персонал - всего / 01	35.0	14.0	9.0	4.0	0.0	0.0	0.0	5.0	2.0	1.0	0.0	0.0	0.0
Магаданская область	персонал; Государственные, Муниципальные	Специалисты по информационным и коммуникационным технологиям – всего (сумма строк 22 - 31) / 21	9.0	5.0	1.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Магаданская область	персонал; Государственные, Муниципальные	Учебно-вспомогательный персонал / 20	34.0	14.0	3.0	3.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
Магаданская область	персонал; Государственные, Муниципальные	ассистенты / 16	3.0	3.0	3.0	3.0	0.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0
Магаданская область	персонал; Государственные, Муниципальные	в том числе:  руководители служб и подразделений в  сфере информационно-коммуникационных  технологий / 22	4.0	3.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Магаданская область	персонал; Государственные, Муниципальные	в том числе: деканы факультетов / 09	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
Магаданская область	персонал; Государственные, Муниципальные	в том числе: профессорско-преподавательский  состав - всего: / 07	98.0	98.0	85.0	87.0	0.0	0.0	0.0	90.0	32.0	6.0	0.0	0.0	0.0
Магаданская область	персонал; Государственные, Муниципальные	графические и мультимедийные дизайнеры / 27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
