region	tags	indicator	Всего, человек / 3	Из них (из гр.3) имеют образование / высшее / 4	Из них (из гр.3) имеют образование / Из гр.4 имеют: / ученую степень / доктора наук / 5	Из них (из гр.3) имеют образование / Из гр.4 имеют: / ученую степень / кандидата наук / 6	Из них (из гр.3) имеют образование / Из гр.4 имеют: / ученую степень / PhD / 7	Из них (из гр.3) имеют образование / Из гр.4 имеют: / ученое звание / профессора / 8	Из них (из гр.3) имеют образование / Из гр.4 имеют: / ученое звание / доцента / 9	Из них (из гр.3) имеют образование / среднее профес-сиональное образование по программам подготовки специалистов среднего звена / 10	Из них (из гр.3) имеют образование / среднее профес-сиональное образование по программам подготовки квалифици- рованных рабочих (служащих) / 11	Из гр.3 женщины / 12	численность работников в пересчете на полную занятость, единиц / 13
Алтайский край	персонал; Государственные, Муниципальные	Из общей численности ППС (строки 04 гр.3) педагогические работники, преподающие дисциплины иностранного языка, физической культуры и военной подготовки, которые не определяют направленность (профиль) образовательной программы / 33	31.0										
Алтайский край	персонал; Государственные, Муниципальные	Из общей численности работников (стр. 01) специалисты по информационным и коммуникационным технологиям – всего (сумма строк 22 - 31) / 21	8.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	3.6
Алтайский край	персонал; Государственные, Муниципальные	Из строки 05 численность работников предприятий и организаций, привлеченных к образовательной деятельности по реализации образовательных программ высшего образования- программ бакалавриата, программ специалитета, программ магистратуры- всего / 32	135.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	персонал; Государственные, Муниципальные	Численность работников - всего (сумма строк 02, 03, 15-20) / 01	742.0	720.0	79.0	310.0	1.0	27.0	114.0	10.0	2.0	331.0	267.0
Алтайский край	персонал; Государственные, Муниципальные	административно-хозяйственный персонал / 17	14.0	13.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	8.0	6.8
Алтайский край	персонал; Государственные, Муниципальные	ассистенты / 13	35.0	35.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	12.0	10.9
Алтайский край	персонал; Государственные, Муниципальные	в том числе:  деканы факультетов / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	персонал; Государственные, Муниципальные	в том числе:  руководители служб и подразделений в сфере  информационно-коммуникационных технологий / 22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	персонал; Государственные, Муниципальные	в том числе:  руководящий персонал - всего / 02	4.0	4.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0
Алтайский край	персонал; Государственные, Муниципальные	в том числе: профессорско-преподавательский состав - всего / 04	499.0	499.0	60.0	274.0	0.0	21.0	98.0	0.0	0.0	236.0	185.6
Алтайский край	персонал; Государственные, Муниципальные	графические и мультимедийные дизайнеры / 27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	персонал; Государственные, Муниципальные	директора институтов / 08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	персонал; Государственные, Муниципальные	доценты / 10	248.0	248.0	1.0	199.0	0.0	0.0	70.0	0.0	0.0	128.0	97.6
Алтайский край	персонал; Государственные, Муниципальные	заведующие кафедрами / 07	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.5
Алтайский край	персонал; Государственные, Муниципальные	из них: профессорско-преподавательский состав, осуществляющий  образовательную деятельность по образовательным программам  высшего образования - программам бакалавриата, специалитета,  магистратуры (сумма строк 06-13) / 05	430.0	430.0	47.0	218.0	0.0	16.0	94.0	0.0	0.0	210.0	156.2
Алтайский край	персонал; Государственные, Муниципальные	инженерно-технический персонал / 16	91.0	82.0	1.0	3.0	0.0	1.0	2.0	2.0	1.0	21.0	17.9
Алтайский край	персонал; Государственные, Муниципальные	инженеры по телекоммуникациям / 26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	персонал; Государственные, Муниципальные	инженеры-электроники / 25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	персонал; Государственные, Муниципальные	иные педагогические работники / 14	10.0	9.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	6.0	5.8
Алтайский край	персонал; Государственные, Муниципальные	квалифицированные рабочие:  монтажники и ремонтники электронного и  телекоммуникационного оборудования / 31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	персонал; Государственные, Муниципальные	научные работники / 15	65.0	65.0	18.0	29.0	1.0	5.0	13.0	0.0	0.0	27.0	24.2
Алтайский край	персонал; Государственные, Муниципальные	обслуживающий персонал / 20	14.0	6.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	8.0	6.3
Алтайский край	персонал; Государственные, Муниципальные	педагогические работники - всего (сумма строк 04,14): / 03	509.0	508.0	60.0	274.0	0.0	21.0	98.0	1.0	0.0	242.0	191.4
Алтайский край	персонал; Государственные, Муниципальные	преподаватели / 12	13.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	4.1
Алтайский край	персонал; Государственные, Муниципальные	производственный персонал / 18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	персонал; Государственные, Муниципальные	профессора / 09	48.0	48.0	45.0	2.0	0.0	15.0	24.0	0.0	0.0	11.0	16.5
Алтайский край	персонал; Государственные, Муниципальные	специалисты высшего уровня квалификации:  разработчики и аналитики программного обеспечения  и приложений / 23	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3
Алтайский край	персонал; Государственные, Муниципальные	специалисты по базам данных и сетям / 24	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3
Алтайский край	персонал; Государственные, Муниципальные	специалисты среднего уровня квалификации: специалисты-техники по эксплуатации ИКТ и по поддержке пользователей ИКТ / 28	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
Алтайский край	персонал; Государственные, Муниципальные	специалисты-техники по телекоммуникациям и  радиовещанию / 29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	персонал; Государственные, Муниципальные	старшие преподаватели / 11	85.0	85.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	50.0	26.6
Алтайский край	персонал; Государственные, Муниципальные	техники-электроники / 30	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
Алтайский край	персонал; Государственные, Муниципальные	учебно-вспомогательный персонал / 19	45.0	42.0	0.0	2.0	0.0	0.0	1.0	3.0	0.0	24.0	18.4
Алтайский край	персонал; Частные	Из общей численности ППС (строки 04 гр.3) педагогические работники, преподающие дисциплины иностранного языка, физической культуры и военной подготовки, которые не определяют направленность (профиль) образовательной программы / 33	0.0										
Алтайский край	персонал; Частные	Из общей численности работников (стр. 01) специалисты по информационным и коммуникационным технологиям – всего (сумма строк 22 - 31) / 21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	персонал; Частные	Из строки 05 численность работников предприятий и организаций, привлеченных к образовательной деятельности по реализации образовательных программ высшего образования- программ бакалавриата, программ специалитета, программ магистратуры- всего / 32	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	персонал; Частные	Численность работников - всего (сумма строк 02, 03, 15-20) / 01	39.0	38.0	5.0	21.0	0.0	0.0	19.0	0.0	1.0	15.0	33.3
Алтайский край	персонал; Частные	административно-хозяйственный персонал / 17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	персонал; Частные	ассистенты / 13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	персонал; Частные	в том числе:  деканы факультетов / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	персонал; Частные	в том числе:  руководители служб и подразделений в сфере  информационно-коммуникационных технологий / 22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	персонал; Частные	в том числе:  руководящий персонал - всего / 02	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Алтайский край	персонал; Частные	в том числе: профессорско-преподавательский состав - всего / 04	35.0	35.0	4.0	20.0	0.0	0.0	18.0	0.0	0.0	14.0	29.8
Алтайский край	персонал; Частные	графические и мультимедийные дизайнеры / 27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	персонал; Частные	директора институтов / 08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	персонал; Частные	доценты / 10	13.0	13.0	0.0	13.0	0.0	0.0	12.0	0.0	0.0	6.0	10.0
Алтайский край	персонал; Частные	заведующие кафедрами / 07	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
Алтайский край	персонал; Частные	из них: профессорско-преподавательский состав, осуществляющий  образовательную деятельность по образовательным программам  высшего образования - программам бакалавриата, специалитета,  магистратуры (сумма строк 06-13) / 05	35.0	35.0	4.0	20.0	0.0	0.0	18.0	0.0	0.0	14.0	29.8
Алтайский край	персонал; Частные	инженерно-технический персонал / 16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	персонал; Частные	инженеры по телекоммуникациям / 26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	персонал; Частные	инженеры-электроники / 25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	персонал; Частные	иные педагогические работники / 14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	персонал; Частные	квалифицированные рабочие:  монтажники и ремонтники электронного и  телекоммуникационного оборудования / 31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	персонал; Частные	научные работники / 15	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
Алтайский край	персонал; Частные	обслуживающий персонал / 20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
Алтайский край	персонал; Частные	педагогические работники - всего (сумма строк 04,14): / 03	35.0	35.0	4.0	20.0	0.0	0.0	18.0	0.0	0.0	14.0	29.8
Алтайский край	персонал; Частные	преподаватели / 12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	персонал; Частные	производственный персонал / 18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	персонал; Частные	профессора / 09	3.0	3.0	3.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	3.0
Алтайский край	персонал; Частные	специалисты высшего уровня квалификации:  разработчики и аналитики программного обеспечения  и приложений / 23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	персонал; Частные	специалисты по базам данных и сетям / 24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	персонал; Частные	специалисты среднего уровня квалификации: специалисты-техники по эксплуатации ИКТ и по поддержке пользователей ИКТ / 28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	персонал; Частные	специалисты-техники по телекоммуникациям и  радиовещанию / 29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	персонал; Частные	старшие преподаватели / 11	18.0	18.0	0.0	7.0	0.0	0.0	2.0	0.0	0.0	7.0	15.8
Алтайский край	персонал; Частные	техники-электроники / 30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	персонал; Частные	учебно-вспомогательный персонал / 19	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.5
Амурская область	персонал; Государственные, Муниципальные	Из общей численности ППС (строки 04 гр.3) педагогические работники, преподающие дисциплины иностранного языка, физической культуры и военной подготовки, которые не определяют направленность (профиль) образовательной программы / 33	0.0										
Амурская область	персонал; Государственные, Муниципальные	Из общей численности работников (стр. 01) специалисты по информационным и коммуникационным технологиям – всего (сумма строк 22 - 31) / 21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	персонал; Государственные, Муниципальные	Из строки 05 численность работников предприятий и организаций, привлеченных к образовательной деятельности по реализации образовательных программ высшего образования- программ бакалавриата, программ специалитета, программ магистратуры- всего / 32	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	персонал; Государственные, Муниципальные	Численность работников - всего (сумма строк 02, 03, 15-20) / 01	137.0	129.0	18.0	49.0	0.0	13.0	13.0	3.0	2.0	70.0	65.0
Амурская область	персонал; Государственные, Муниципальные	административно-хозяйственный персонал / 17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	персонал; Государственные, Муниципальные	ассистенты / 13	15.0	15.0	0.0	14.0	0.0	0.0	1.0	0.0	0.0	9.0	8.0
Амурская область	персонал; Государственные, Муниципальные	в том числе:  деканы факультетов / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	персонал; Государственные, Муниципальные	в том числе:  руководители служб и подразделений в сфере  информационно-коммуникационных технологий / 22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	персонал; Государственные, Муниципальные	в том числе:  руководящий персонал - всего / 02	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.5
Амурская область	персонал; Государственные, Муниципальные	в том числе: профессорско-преподавательский состав - всего / 04	71.0	71.0	12.0	40.0	0.0	7.0	11.0	0.0	0.0	40.0	36.9
Амурская область	персонал; Государственные, Муниципальные	графические и мультимедийные дизайнеры / 27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	персонал; Государственные, Муниципальные	директора институтов / 08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	персонал; Государственные, Муниципальные	доценты / 10	22.0	22.0	1.0	19.0	0.0	0.0	5.0	0.0	0.0	15.0	11.7
Амурская область	персонал; Государственные, Муниципальные	заведующие кафедрами / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	персонал; Государственные, Муниципальные	из них: профессорско-преподавательский состав, осуществляющий  образовательную деятельность по образовательным программам  высшего образования - программам бакалавриата, специалитета,  магистратуры (сумма строк 06-13) / 05	64.0	64.0	11.0	34.0	0.0	6.0	11.0	0.0	0.0	39.0	33.6
Амурская область	персонал; Государственные, Муниципальные	инженерно-технический персонал / 16	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0
Амурская область	персонал; Государственные, Муниципальные	инженеры по телекоммуникациям / 26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	персонал; Государственные, Муниципальные	инженеры-электроники / 25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	персонал; Государственные, Муниципальные	иные педагогические работники / 14	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2.4
Амурская область	персонал; Государственные, Муниципальные	квалифицированные рабочие:  монтажники и ремонтники электронного и  телекоммуникационного оборудования / 31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	персонал; Государственные, Муниципальные	научные работники / 15	25.0	25.0	6.0	8.0	0.0	6.0	2.0	0.0	0.0	4.0	9.1
Амурская область	персонал; Государственные, Муниципальные	обслуживающий персонал / 20	5.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	3.0	2.5
Амурская область	персонал; Государственные, Муниципальные	педагогические работники - всего (сумма строк 04,14): / 03	75.0	75.0	12.0	40.0	0.0	7.0	11.0	0.0	0.0	43.0	39.3
Амурская область	персонал; Государственные, Муниципальные	преподаватели / 12	9.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	5.7
Амурская область	персонал; Государственные, Муниципальные	производственный персонал / 18	15.0	13.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	9.0	5.8
Амурская область	персонал; Государственные, Муниципальные	профессора / 09	11.0	11.0	10.0	1.0	0.0	6.0	5.0	0.0	0.0	5.0	4.4
Амурская область	персонал; Государственные, Муниципальные	специалисты высшего уровня квалификации:  разработчики и аналитики программного обеспечения  и приложений / 23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	персонал; Государственные, Муниципальные	специалисты по базам данных и сетям / 24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	персонал; Государственные, Муниципальные	специалисты среднего уровня квалификации: специалисты-техники по эксплуатации ИКТ и по поддержке пользователей ИКТ / 28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	персонал; Государственные, Муниципальные	специалисты-техники по телекоммуникациям и  радиовещанию / 29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	персонал; Государственные, Муниципальные	старшие преподаватели / 11	7.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	3.8
Амурская область	персонал; Государственные, Муниципальные	техники-электроники / 30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	персонал; Государственные, Муниципальные	учебно-вспомогательный персонал / 19	14.0	11.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	8.0	6.8
Архангельская область	персонал; Государственные, Муниципальные	Из общей численности ППС (строки 04 гр.3) педагогические работники, преподающие дисциплины иностранного языка, физической культуры и военной подготовки, которые не определяют направленность (профиль) образовательной программы / 33	4.0										
Архангельская область	персонал; Государственные, Муниципальные	Из общей численности работников (стр. 01) специалисты по информационным и коммуникационным технологиям – всего (сумма строк 22 - 31) / 21	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Архангельская область	персонал; Государственные, Муниципальные	Из строки 05 численность работников предприятий и организаций, привлеченных к образовательной деятельности по реализации образовательных программ высшего образования- программ бакалавриата, программ специалитета, программ магистратуры- всего / 32	176.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Государственные, Муниципальные	Численность работников - всего (сумма строк 02, 03, 15-20) / 01	326.0	285.0	30.0	137.0	1.0	15.0	43.0	27.0	13.0	168.0	105.8
Архангельская область	персонал; Государственные, Муниципальные	административно-хозяйственный персонал / 17	6.0	6.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	4.0	3.0
Архангельская область	персонал; Государственные, Муниципальные	ассистенты / 13	40.0	40.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	23.0	14.1
Архангельская область	персонал; Государственные, Муниципальные	в том числе:  деканы факультетов / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Государственные, Муниципальные	в том числе:  руководители служб и подразделений в сфере  информационно-коммуникационных технологий / 22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Государственные, Муниципальные	в том числе:  руководящий персонал - всего / 02	3.0	3.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.5
Архангельская область	персонал; Государственные, Муниципальные	в том числе: профессорско-преподавательский состав - всего / 04	199.0	199.0	22.0	119.0	0.0	10.0	36.0	0.0	0.0	94.0	59.9
Архангельская область	персонал; Государственные, Муниципальные	графические и мультимедийные дизайнеры / 27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Государственные, Муниципальные	директора институтов / 08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Государственные, Муниципальные	доценты / 10	107.0	107.0	3.0	94.0	0.0	0.0	30.0	0.0	0.0	49.0	32.3
Архангельская область	персонал; Государственные, Муниципальные	заведующие кафедрами / 07	3.0	3.0	1.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0	1.3
Архангельская область	персонал; Государственные, Муниципальные	из них: профессорско-преподавательский состав, осуществляющий  образовательную деятельность по образовательным программам  высшего образования - программам бакалавриата, специалитета,  магистратуры (сумма строк 06-13) / 05	199.0	199.0	22.0	119.0	0.0	10.0	36.0	0.0	0.0	94.0	59.9
Архангельская область	персонал; Государственные, Муниципальные	инженерно-технический персонал / 16	7.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
Архангельская область	персонал; Государственные, Муниципальные	инженеры по телекоммуникациям / 26	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5
Архангельская область	персонал; Государственные, Муниципальные	инженеры-электроники / 25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Государственные, Муниципальные	иные педагогические работники / 14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Государственные, Муниципальные	квалифицированные рабочие:  монтажники и ремонтники электронного и  телекоммуникационного оборудования / 31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Государственные, Муниципальные	научные работники / 15	48.0	48.0	8.0	15.0	0.0	5.0	6.0	0.0	0.0	25.0	13.5
Архангельская область	персонал; Государственные, Муниципальные	обслуживающий персонал / 20	25.0	3.0	0.0	0.0	0.0	0.0	0.0	9.0	13.0	22.0	10.3
Архангельская область	персонал; Государственные, Муниципальные	педагогические работники - всего (сумма строк 04,14): / 03	199.0	199.0	22.0	119.0	0.0	10.0	36.0	0.0	0.0	94.0	59.9
Архангельская область	персонал; Государственные, Муниципальные	преподаватели / 12	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3
Архангельская область	персонал; Государственные, Муниципальные	производственный персонал / 18	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.5
Архангельская область	персонал; Государственные, Муниципальные	профессора / 09	19.0	19.0	18.0	1.0	0.0	9.0	5.0	0.0	0.0	9.0	5.4
Архангельская область	персонал; Государственные, Муниципальные	специалисты высшего уровня квалификации:  разработчики и аналитики программного обеспечения  и приложений / 23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Государственные, Муниципальные	специалисты по базам данных и сетям / 24	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5
Архангельская область	персонал; Государственные, Муниципальные	специалисты среднего уровня квалификации: специалисты-техники по эксплуатации ИКТ и по поддержке пользователей ИКТ / 28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Государственные, Муниципальные	специалисты-техники по телекоммуникациям и  радиовещанию / 29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Государственные, Муниципальные	старшие преподаватели / 11	29.0	29.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	13.0	6.5
Архангельская область	персонал; Государственные, Муниципальные	техники-электроники / 30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Государственные, Муниципальные	учебно-вспомогательный персонал / 19	37.0	19.0	0.0	1.0	0.0	0.0	1.0	17.0	0.0	23.0	14.1
Архангельская область	персонал; Частные	Из общей численности работников (стр. 01) специалисты по информационным и коммуникационным технологиям – всего (сумма строк 22 - 31) / 21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Частные	Из строки 05 численность работников предприятий и организаций, привлеченных к образовательной деятельности по реализации образовательных программ высшего образования- программ бакалавриата, программ специалитета, программ магистратуры- всего / 32	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Частные	Численность работников - всего (сумма строк 02, 03, 15-20) / 01	17.0	17.0	1.0	12.0	0.0	1.0	6.0	0.0	0.0	4.0	13.1
Архангельская область	персонал; Частные	административно-хозяйственный персонал / 17	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
Архангельская область	персонал; Частные	ассистенты / 13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Частные	в том числе:  деканы факультетов / 06	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.3
Архангельская область	персонал; Частные	в том числе:  руководители служб и подразделений в сфере  информационно-коммуникационных технологий / 22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Частные	в том числе:  руководящий персонал - всего / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Частные	в том числе: профессорско-преподавательский состав - всего / 04	15.0	15.0	1.0	12.0	0.0	1.0	6.0	0.0	0.0	4.0	11.1
Архангельская область	персонал; Частные	графические и мультимедийные дизайнеры / 27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Частные	директора институтов / 08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Частные	доценты / 10	11.0	11.0	0.0	11.0	0.0	0.0	6.0	0.0	0.0	2.0	9.0
Архангельская область	персонал; Частные	заведующие кафедрами / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Частные	из них: профессорско-преподавательский состав, осуществляющий  образовательную деятельность по образовательным программам  высшего образования - программам бакалавриата, специалитета,  магистратуры (сумма строк 06-13) / 05	15.0	15.0	1.0	12.0	0.0	1.0	6.0	0.0	0.0	4.0	11.1
Архангельская область	персонал; Частные	инженерно-технический персонал / 16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Частные	инженеры по телекоммуникациям / 26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Частные	инженеры-электроники / 25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Частные	иные педагогические работники / 14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Частные	квалифицированные рабочие:  монтажники и ремонтники электронного и  телекоммуникационного оборудования / 31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Частные	научные работники / 15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Частные	обслуживающий персонал / 20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
