region	tags	indicator	Код: да - 1, нет - 2 / 3
Республика Карелия	персонал; Государственные, Муниципальные	Лицензия на осуществление образовательной деятельности / 01	4.0
Республика Карелия	персонал; Государственные, Муниципальные	Профессиональные союзы работников / 12	2.0
Республика Карелия	персонал; Государственные, Муниципальные	Профессиональные союзы студентов / 11	2.0
Республика Карелия	персонал; Государственные, Муниципальные	Свидетельство о государственной аккредитации образовательной деятельности / 02	4.0
Республика Карелия	персонал; Государственные, Муниципальные	Студенческие советы / 10	4.0
Республика Карелия	персонал; Государственные, Муниципальные	в том числе: общее собрание (конференция) работников и  обучающихся образовательной организации / 04	3.0
Республика Карелия	персонал; Государственные, Муниципальные	другие / 09	1.0
Республика Карелия	персонал; Государственные, Муниципальные	из строки 03 – с участием общественности (работодателей) / 13	2.0
Республика Карелия	персонал; Государственные, Муниципальные	наблюдательный совет / 08	0.0
Республика Карелия	персонал; Государственные, Муниципальные	попечительский совет / 06	1.0
Республика Карелия	персонал; Государственные, Муниципальные	управляющий совет / 07	0.0
Республика Карелия	персонал; Государственные, Муниципальные	ученый совет / 05	4.0
Республика Коми	персонал; Государственные, Муниципальные	Коллегиальные органы управления / 03	6.0
Республика Коми	персонал; Государственные, Муниципальные	Лицензия на осуществление образовательной деятельности / 01	6.0
Республика Коми	персонал; Государственные, Муниципальные	Профессиональные союзы работников / 12	5.0
Республика Коми	персонал; Государственные, Муниципальные	Профессиональные союзы студентов / 11	5.0
Республика Коми	персонал; Государственные, Муниципальные	Свидетельство о государственной аккредитации образовательной деятельности / 02	6.0
Республика Коми	персонал; Государственные, Муниципальные	Студенческие советы / 10	6.0
Республика Коми	персонал; Государственные, Муниципальные	в том числе: общее собрание (конференция) работников и  обучающихся образовательной организации / 04	6.0
Республика Коми	персонал; Государственные, Муниципальные	другие / 09	5.0
Республика Коми	персонал; Государственные, Муниципальные	из строки 03 – с участием общественности (работодателей) / 13	3.0
Республика Коми	персонал; Государственные, Муниципальные	наблюдательный совет / 08	1.0
Республика Коми	персонал; Государственные, Муниципальные	попечительский совет / 06	2.0
Республика Коми	персонал; Государственные, Муниципальные	управляющий совет / 07	0.0
Республика Коми	персонал; Государственные, Муниципальные	ученый совет / 05	6.0
Республика Крым	персонал; Государственные, Муниципальные	Коллегиальные органы управления / 03	9.0
Республика Крым	персонал; Государственные, Муниципальные	Лицензия на осуществление образовательной деятельности / 01	10.0
Республика Крым	персонал; Государственные, Муниципальные	Профессиональные союзы работников / 12	8.0
Республика Крым	персонал; Государственные, Муниципальные	Профессиональные союзы студентов / 11	6.0
Республика Крым	персонал; Государственные, Муниципальные	Свидетельство о государственной аккредитации образовательной деятельности / 02	10.0
Республика Крым	персонал; Государственные, Муниципальные	Студенческие советы / 10	9.0
Республика Крым	персонал; Государственные, Муниципальные	в том числе: общее собрание (конференция) работников и  обучающихся образовательной организации / 04	8.0
Республика Крым	персонал; Государственные, Муниципальные	другие / 09	5.0
Республика Крым	персонал; Государственные, Муниципальные	из строки 03 – с участием общественности (работодателей) / 13	5.0
Республика Крым	персонал; Государственные, Муниципальные	наблюдательный совет / 08	1.0
Республика Крым	персонал; Государственные, Муниципальные	попечительский совет / 06	2.0
Республика Крым	персонал; Государственные, Муниципальные	управляющий совет / 07	0.0
Республика Крым	персонал; Государственные, Муниципальные	ученый совет / 05	7.0
Республика Крым	персонал; Частные	Коллегиальные органы управления / 03	1.0
Республика Крым	персонал; Частные	Лицензия на осуществление образовательной деятельности / 01	2.0
Республика Крым	персонал; Частные	Профессиональные союзы работников / 12	0.0
Республика Крым	персонал; Частные	Профессиональные союзы студентов / 11	0.0
Республика Крым	персонал; Частные	Свидетельство о государственной аккредитации образовательной деятельности / 02	1.0
Республика Крым	персонал; Частные	Студенческие советы / 10	2.0
Республика Крым	персонал; Частные	в том числе: общее собрание (конференция) работников и  обучающихся образовательной организации / 04	2.0
Республика Крым	персонал; Частные	другие / 09	1.0
Республика Крым	персонал; Частные	из строки 03 – с участием общественности (работодателей) / 13	0.0
Республика Крым	персонал; Частные	наблюдательный совет / 08	0.0
Республика Крым	персонал; Частные	попечительский совет / 06	1.0
Республика Крым	персонал; Частные	управляющий совет / 07	0.0
Республика Крым	персонал; Частные	ученый совет / 05	2.0
Республика Марий Эл	персонал; Государственные, Муниципальные	Коллегиальные органы управления / 03	2.0
Республика Марий Эл	персонал; Государственные, Муниципальные	Лицензия на осуществление образовательной деятельности / 01	2.0
Республика Марий Эл	персонал; Государственные, Муниципальные	Профессиональные союзы работников / 12	2.0
Республика Марий Эл	персонал; Государственные, Муниципальные	Профессиональные союзы студентов / 11	2.0
Республика Марий Эл	персонал; Государственные, Муниципальные	Свидетельство о государственной аккредитации образовательной деятельности / 02	2.0
Республика Марий Эл	персонал; Государственные, Муниципальные	Студенческие советы / 10	2.0
Республика Марий Эл	персонал; Государственные, Муниципальные	в том числе: общее собрание (конференция) работников и  обучающихся образовательной организации / 04	2.0
Республика Марий Эл	персонал; Государственные, Муниципальные	другие / 09	0.0
Республика Марий Эл	персонал; Государственные, Муниципальные	из строки 03 – с участием общественности (работодателей) / 13	1.0
Республика Марий Эл	персонал; Государственные, Муниципальные	наблюдательный совет / 08	0.0
Республика Марий Эл	персонал; Государственные, Муниципальные	попечительский совет / 06	1.0
Республика Марий Эл	персонал; Государственные, Муниципальные	управляющий совет / 07	0.0
Республика Марий Эл	персонал; Государственные, Муниципальные	ученый совет / 05	2.0
Республика Марий Эл	персонал; Частные	Коллегиальные органы управления / 03	1.0
Республика Марий Эл	персонал; Частные	Лицензия на осуществление образовательной деятельности / 01	1.0
Республика Марий Эл	персонал; Частные	Профессиональные союзы работников / 12	0.0
Республика Марий Эл	персонал; Частные	Профессиональные союзы студентов / 11	0.0
Республика Марий Эл	персонал; Частные	Свидетельство о государственной аккредитации образовательной деятельности / 02	1.0
Республика Марий Эл	персонал; Частные	Студенческие советы / 10	1.0
Республика Марий Эл	персонал; Частные	в том числе: общее собрание (конференция) работников и  обучающихся образовательной организации / 04	1.0
Республика Марий Эл	персонал; Частные	другие / 09	0.0
Республика Марий Эл	персонал; Частные	из строки 03 – с участием общественности (работодателей) / 13	0.0
Республика Марий Эл	персонал; Частные	наблюдательный совет / 08	0.0
Республика Марий Эл	персонал; Частные	попечительский совет / 06	0.0
Республика Марий Эл	персонал; Частные	управляющий совет / 07	0.0
Республика Марий Эл	персонал; Частные	ученый совет / 05	1.0
Республика Мордовия	персонал; Государственные, Муниципальные	Коллегиальные органы управления / 03	4.0
Республика Мордовия	персонал; Государственные, Муниципальные	Лицензия на осуществление образовательной деятельности / 01	4.0
Республика Мордовия	персонал; Государственные, Муниципальные	Профессиональные союзы работников / 12	4.0
Республика Мордовия	персонал; Государственные, Муниципальные	Профессиональные союзы студентов / 11	3.0
Республика Мордовия	персонал; Государственные, Муниципальные	Свидетельство о государственной аккредитации образовательной деятельности / 02	4.0
Республика Мордовия	персонал; Государственные, Муниципальные	Студенческие советы / 10	4.0
Республика Мордовия	персонал; Государственные, Муниципальные	в том числе: общее собрание (конференция) работников и  обучающихся образовательной организации / 04	4.0
Республика Мордовия	персонал; Государственные, Муниципальные	другие / 09	2.0
Республика Мордовия	персонал; Государственные, Муниципальные	из строки 03 – с участием общественности (работодателей) / 13	4.0
Республика Мордовия	персонал; Государственные, Муниципальные	наблюдательный совет / 08	0.0
Республика Мордовия	персонал; Государственные, Муниципальные	попечительский совет / 06	1.0
Республика Мордовия	персонал; Государственные, Муниципальные	управляющий совет / 07	0.0
Республика Мордовия	персонал; Государственные, Муниципальные	ученый совет / 05	4.0
Республика Мордовия	персонал; Частные	Коллегиальные органы управления / 03	1.0
Республика Мордовия	персонал; Частные	Лицензия на осуществление образовательной деятельности / 01	1.0
Республика Мордовия	персонал; Частные	Профессиональные союзы работников / 12	1.0
Республика Мордовия	персонал; Частные	Профессиональные союзы студентов / 11	1.0
Республика Мордовия	персонал; Частные	Свидетельство о государственной аккредитации образовательной деятельности / 02	1.0
Республика Мордовия	персонал; Частные	Студенческие советы / 10	1.0
Республика Мордовия	персонал; Частные	в том числе: общее собрание (конференция) работников и  обучающихся образовательной организации / 04	1.0
Республика Мордовия	персонал; Частные	другие / 09	0.0
Республика Мордовия	персонал; Частные	из строки 03 – с участием общественности (работодателей) / 13	0.0
Республика Мордовия	персонал; Частные	наблюдательный совет / 08	0.0
Республика Мордовия	персонал; Частные	попечительский совет / 06	0.0
Республика Мордовия	персонал; Частные	управляющий совет / 07	0.0
Республика Мордовия	персонал; Частные	ученый совет / 05	1.0
Республика Саха (Якутия)	персонал; Государственные, Муниципальные	Коллегиальные органы управления / 03	8.0
Республика Саха (Якутия)	персонал; Государственные, Муниципальные	Лицензия на осуществление образовательной деятельности / 01	8.0
Республика Саха (Якутия)	персонал; Государственные, Муниципальные	Профессиональные союзы работников / 12	8.0
Республика Саха (Якутия)	персонал; Государственные, Муниципальные	Профессиональные союзы студентов / 11	6.0
Республика Саха (Якутия)	персонал; Государственные, Муниципальные	Свидетельство о государственной аккредитации образовательной деятельности / 02	8.0
Республика Саха (Якутия)	персонал; Государственные, Муниципальные	Студенческие советы / 10	8.0
Республика Саха (Якутия)	персонал; Государственные, Муниципальные	в том числе: общее собрание (конференция) работников и  обучающихся образовательной организации / 04	9.0
Республика Саха (Якутия)	персонал; Государственные, Муниципальные	другие / 09	4.0
Республика Саха (Якутия)	персонал; Государственные, Муниципальные	из строки 03 – с участием общественности (работодателей) / 13	6.0
Республика Саха (Якутия)	персонал; Государственные, Муниципальные	наблюдательный совет / 08	1.0
Республика Саха (Якутия)	персонал; Государственные, Муниципальные	попечительский совет / 06	4.0
Республика Саха (Якутия)	персонал; Государственные, Муниципальные	управляющий совет / 07	1.0
Республика Саха (Якутия)	персонал; Государственные, Муниципальные	ученый совет / 05	7.0
Республика Саха (Якутия)	персонал; Частные	Коллегиальные органы управления / 03	2.0
Республика Саха (Якутия)	персонал; Частные	Лицензия на осуществление образовательной деятельности / 01	4.0
Республика Саха (Якутия)	персонал; Частные	Профессиональные союзы работников / 12	0.0
Республика Саха (Якутия)	персонал; Частные	Профессиональные союзы студентов / 11	0.0
Республика Саха (Якутия)	персонал; Частные	Свидетельство о государственной аккредитации образовательной деятельности / 02	0.0
Республика Саха (Якутия)	персонал; Частные	Студенческие советы / 10	3.0
Республика Саха (Якутия)	персонал; Частные	в том числе: общее собрание (конференция) работников и  обучающихся образовательной организации / 04	1.0
Республика Саха (Якутия)	персонал; Частные	другие / 09	0.0
Республика Саха (Якутия)	персонал; Частные	из строки 03 – с участием общественности (работодателей) / 13	0.0
Республика Саха (Якутия)	персонал; Частные	наблюдательный совет / 08	0.0
Республика Саха (Якутия)	персонал; Частные	попечительский совет / 06	0.0
Республика Саха (Якутия)	персонал; Частные	управляющий совет / 07	0.0
Республика Саха (Якутия)	персонал; Частные	ученый совет / 05	2.0
Республика Северная Осетия - Алания	персонал; Государственные, Муниципальные	Коллегиальные органы управления / 03	5.0
Республика Северная Осетия - Алания	персонал; Государственные, Муниципальные	Лицензия на осуществление образовательной деятельности / 01	6.0
Республика Северная Осетия - Алания	персонал; Государственные, Муниципальные	Профессиональные союзы работников / 12	6.0
Республика Северная Осетия - Алания	персонал; Государственные, Муниципальные	Профессиональные союзы студентов / 11	5.0
Республика Северная Осетия - Алания	персонал; Государственные, Муниципальные	Свидетельство о государственной аккредитации образовательной деятельности / 02	6.0
Республика Северная Осетия - Алания	персонал; Государственные, Муниципальные	Студенческие советы / 10	6.0
Республика Северная Осетия - Алания	персонал; Государственные, Муниципальные	в том числе: общее собрание (конференция) работников и  обучающихся образовательной организации / 04	5.0
Республика Северная Осетия - Алания	персонал; Государственные, Муниципальные	другие / 09	0.0
Республика Северная Осетия - Алания	персонал; Государственные, Муниципальные	из строки 03 – с участием общественности (работодателей) / 13	3.0
Республика Северная Осетия - Алания	персонал; Государственные, Муниципальные	наблюдательный совет / 08	0.0
Республика Северная Осетия - Алания	персонал; Государственные, Муниципальные	попечительский совет / 06	4.0
Республика Северная Осетия - Алания	персонал; Государственные, Муниципальные	управляющий совет / 07	0.0
Республика Северная Осетия - Алания	персонал; Государственные, Муниципальные	ученый совет / 05	6.0
Республика Северная Осетия - Алания	персонал; Частные	Коллегиальные органы управления / 03	1.0
Республика Северная Осетия - Алания	персонал; Частные	Лицензия на осуществление образовательной деятельности / 01	1.0
Республика Северная Осетия - Алания	персонал; Частные	Профессиональные союзы работников / 12	0.0
Республика Северная Осетия - Алания	персонал; Частные	Профессиональные союзы студентов / 11	0.0
Республика Северная Осетия - Алания	персонал; Частные	Свидетельство о государственной аккредитации образовательной деятельности / 02	1.0
Республика Северная Осетия - Алания	персонал; Частные	Студенческие советы / 10	1.0
Республика Северная Осетия - Алания	персонал; Частные	в том числе: общее собрание (конференция) работников и  обучающихся образовательной организации / 04	1.0
Республика Северная Осетия - Алания	персонал; Частные	другие / 09	0.0
Республика Северная Осетия - Алания	персонал; Частные	из строки 03 – с участием общественности (работодателей) / 13	0.0
Республика Северная Осетия - Алания	персонал; Частные	наблюдательный совет / 08	0.0
Республика Северная Осетия - Алания	персонал; Частные	попечительский совет / 06	0.0
Республика Северная Осетия - Алания	персонал; Частные	управляющий совет / 07	0.0
Республика Северная Осетия - Алания	персонал; Частные	ученый совет / 05	1.0
Республика Татарстан	персонал; Государственные, Муниципальные	Коллегиальные органы управления / 03	25.0
Республика Татарстан	персонал; Государственные, Муниципальные	Лицензия на осуществление образовательной деятельности / 01	25.0
Республика Татарстан	персонал; Государственные, Муниципальные	Профессиональные союзы работников / 12	16.0
Республика Татарстан	персонал; Государственные, Муниципальные	Профессиональные союзы студентов / 11	13.0
Республика Татарстан	персонал; Государственные, Муниципальные	Свидетельство о государственной аккредитации образовательной деятельности / 02	25.0
Республика Татарстан	персонал; Государственные, Муниципальные	Студенческие советы / 10	25.0
Республика Татарстан	персонал; Государственные, Муниципальные	в том числе: общее собрание (конференция) работников и  обучающихся образовательной организации / 04	23.0
Республика Татарстан	персонал; Государственные, Муниципальные	другие / 09	11.0
Республика Татарстан	персонал; Государственные, Муниципальные	из строки 03 – с участием общественности (работодателей) / 13	15.0
Республика Татарстан	персонал; Государственные, Муниципальные	наблюдательный совет / 08	3.0
Республика Татарстан	персонал; Государственные, Муниципальные	попечительский совет / 06	17.0
Республика Татарстан	персонал; Государственные, Муниципальные	управляющий совет / 07	0.0
Республика Татарстан	персонал; Государственные, Муниципальные	ученый совет / 05	22.0
Республика Татарстан	персонал; Частные	Коллегиальные органы управления / 03	17.0
Республика Татарстан	персонал; Частные	Лицензия на осуществление образовательной деятельности / 01	19.0
Республика Татарстан	персонал; Частные	Профессиональные союзы работников / 12	1.0
Республика Татарстан	персонал; Частные	Профессиональные союзы студентов / 11	0.0
Республика Татарстан	персонал; Частные	Свидетельство о государственной аккредитации образовательной деятельности / 02	11.0
Республика Татарстан	персонал; Частные	Студенческие советы / 10	16.0
Республика Татарстан	персонал; Частные	в том числе: общее собрание (конференция) работников и  обучающихся образовательной организации / 04	12.0
Республика Татарстан	персонал; Частные	другие / 09	10.0
Республика Татарстан	персонал; Частные	из строки 03 – с участием общественности (работодателей) / 13	9.0
Республика Татарстан	персонал; Частные	наблюдательный совет / 08	1.0
Республика Татарстан	персонал; Частные	попечительский совет / 06	2.0
Республика Татарстан	персонал; Частные	управляющий совет / 07	2.0
Республика Татарстан	персонал; Частные	ученый совет / 05	15.0
Республика Тыва	персонал; Государственные, Муниципальные	Коллегиальные органы управления / 03	1.0
Республика Тыва	персонал; Государственные, Муниципальные	Лицензия на осуществление образовательной деятельности / 01	1.0
Республика Тыва	персонал; Государственные, Муниципальные	Профессиональные союзы работников / 12	1.0
Республика Тыва	персонал; Государственные, Муниципальные	Профессиональные союзы студентов / 11	1.0
Республика Тыва	персонал; Государственные, Муниципальные	Свидетельство о государственной аккредитации образовательной деятельности / 02	1.0
Республика Тыва	персонал; Государственные, Муниципальные	Студенческие советы / 10	1.0
Республика Тыва	персонал; Государственные, Муниципальные	в том числе: общее собрание (конференция) работников и  обучающихся образовательной организации / 04	1.0
Республика Тыва	персонал; Государственные, Муниципальные	другие / 09	1.0
Республика Тыва	персонал; Государственные, Муниципальные	из строки 03 – с участием общественности (работодателей) / 13	1.0
Республика Тыва	персонал; Государственные, Муниципальные	наблюдательный совет / 08	0.0
Республика Тыва	персонал; Государственные, Муниципальные	попечительский совет / 06	1.0
Республика Тыва	персонал; Государственные, Муниципальные	управляющий совет / 07	0.0
Республика Тыва	персонал; Государственные, Муниципальные	ученый совет / 05	1.0
Республика Хакасия	персонал; Государственные, Муниципальные	Коллегиальные органы управления / 03	3.0
Республика Хакасия	персонал; Государственные, Муниципальные	Лицензия на осуществление образовательной деятельности / 01	3.0
Республика Хакасия	персонал; Государственные, Муниципальные	Профессиональные союзы работников / 12	2.0
Республика Хакасия	персонал; Государственные, Муниципальные	Профессиональные союзы студентов / 11	2.0
Республика Хакасия	персонал; Государственные, Муниципальные	Свидетельство о государственной аккредитации образовательной деятельности / 02	3.0
Республика Хакасия	персонал; Государственные, Муниципальные	Студенческие советы / 10	3.0
Республика Хакасия	персонал; Государственные, Муниципальные	в том числе: общее собрание (конференция) работников и  обучающихся образовательной организации / 04	2.0
Республика Хакасия	персонал; Государственные, Муниципальные	другие / 09	1.0
Республика Хакасия	персонал; Государственные, Муниципальные	из строки 03 – с участием общественности (работодателей) / 13	1.0
Республика Хакасия	персонал; Государственные, Муниципальные	наблюдательный совет / 08	0.0
Республика Хакасия	персонал; Государственные, Муниципальные	попечительский совет / 06	0.0
Республика Хакасия	персонал; Государственные, Муниципальные	управляющий совет / 07	0.0
Республика Хакасия	персонал; Государственные, Муниципальные	ученый совет / 05	3.0
Российская Федерация	Всего	Коллегиальные органы управления / 03	1156.0
Российская Федерация	Всего	Лицензия на осуществление образовательной деятельности / 01	1225.0
Российская Федерация	Всего	Профессиональные союзы работников / 12	707.0
Российская Федерация	Всего	Профессиональные союзы студентов / 11	560.0
Российская Федерация	Всего	Свидетельство о государственной аккредитации образовательной деятельности / 02	1087.0
Российская Федерация	Всего	Студенческие советы / 10	1154.0
Российская Федерация	Всего	в том числе: общее собрание (конференция) работников и  обучающихся образовательной организации / 04	974.0
Российская Федерация	Всего	другие / 09	418.0
Российская Федерация	Всего	из строки 03 – с участием общественности (работодателей) / 13	632.0
Российская Федерация	Всего	наблюдательный совет / 08	99.0
Российская Федерация	Всего	попечительский совет / 06	415.0
Российская Федерация	Всего	управляющий совет / 07	47.0
Российская Федерация	Всего	ученый совет / 05	1073.0
Российская Федерация	Всего; персонал	Коллегиальные органы управления / 03	1156.0
Российская Федерация	Всего; персонал	Лицензия на осуществление образовательной деятельности / 01	1225.0
Российская Федерация	Всего; персонал	Профессиональные союзы работников / 12	707.0
Российская Федерация	Всего; персонал	Профессиональные союзы студентов / 11	560.0
Российская Федерация	Всего; персонал	Свидетельство о государственной аккредитации образовательной деятельности / 02	1087.0
Российская Федерация	Всего; персонал	Студенческие советы / 10	1154.0
Российская Федерация	Всего; персонал	в том числе: общее собрание (конференция) работников и  обучающихся образовательной организации / 04	974.0
Российская Федерация	Всего; персонал	другие / 09	418.0
Российская Федерация	Всего; персонал	из строки 03 – с участием общественности (работодателей) / 13	632.0
Российская Федерация	Всего; персонал	наблюдательный совет / 08	99.0
Российская Федерация	Всего; персонал	попечительский совет / 06	415.0
Российская Федерация	Всего; персонал	управляющий совет / 07	47.0
Российская Федерация	Всего; персонал	ученый совет / 05	1073.0
Российская Федерация	Государственные, Муниципальные	Коллегиальные органы управления / 03	877.0
Российская Федерация	Государственные, Муниципальные	Лицензия на осуществление образовательной деятельности / 01	905.0
Российская Федерация	Государственные, Муниципальные	Профессиональные союзы работников / 12	673.0
Российская Федерация	Государственные, Муниципальные	Профессиональные союзы студентов / 11	546.0
Российская Федерация	Государственные, Муниципальные	Свидетельство о государственной аккредитации образовательной деятельности / 02	885.0
Российская Федерация	Государственные, Муниципальные	Студенческие советы / 10	870.0
Российская Федерация	Государственные, Муниципальные	в том числе: общее собрание (конференция) работников и  обучающихся образовательной организации / 04	765.0
Российская Федерация	Государственные, Муниципальные	другие / 09	298.0
Российская Федерация	Государственные, Муниципальные	из строки 03 – с участием общественности (работодателей) / 13	505.0
Российская Федерация	Государственные, Муниципальные	наблюдательный совет / 08	83.0
Российская Федерация	Государственные, Муниципальные	попечительский совет / 06	365.0
Российская Федерация	Государственные, Муниципальные	управляющий совет / 07	24.0
Российская Федерация	Государственные, Муниципальные	ученый совет / 05	821.0
Российская Федерация	Частные	Коллегиальные органы управления / 03	279.0
Российская Федерация	Частные	Лицензия на осуществление образовательной деятельности / 01	320.0
Российская Федерация	Частные	Профессиональные союзы работников / 12	34.0
Российская Федерация	Частные	Профессиональные союзы студентов / 11	14.0
Российская Федерация	Частные	Свидетельство о государственной аккредитации образовательной деятельности / 02	202.0
Российская Федерация	Частные	Студенческие советы / 10	284.0
Российская Федерация	Частные	в том числе: общее собрание (конференция) работников и  обучающихся образовательной организации / 04	209.0
Российская Федерация	Частные	другие / 09	120.0
Российская Федерация	Частные	из строки 03 – с участием общественности (работодателей) / 13	127.0
Российская Федерация	Частные	наблюдательный совет / 08	16.0
Российская Федерация	Частные	попечительский совет / 06	50.0
Российская Федерация	Частные	управляющий совет / 07	23.0
Российская Федерация	Частные	ученый совет / 05	252.0
Российская Федерация	персонал; Государственные, Муниципальные	Коллегиальные органы управления / 03	877.0
