region	tags	indicator	Численность иностранных работников без внешних совместителей и работающих по договорам гражданско-правового характера, человек / 3	из них граждане: / государств-участников СНГ / 4	из них граждане: / стран Европейского Союза и США / 5	Численность иностранных работников, работающих на условиях внешнего совместитель- ства, человек / 6	из них граждане: / государств-участников СНГ / 7	из них граждане: / стран Европейского Союза и США / 8	Численность иностранных работников, в пересчете на полную занятость, единиц / без внешних совместителей и работающих по договорам гражданско-правового характера / 9	Численность иностранных работников, в пересчете на полную занятость, единиц / внешние совместители / 10
Краснодарский край	персонал; Частные	Инженерно-технический персонал / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	персонал; Частные	Научные работники / 03	5.0	2.0	3.0	2.0	2.0	0.0	4.5	1.0
Краснодарский край	персонал; Частные	Профессорско-преподавательский состав / 01	1.0	1.0	0.0	0.0	0.0	0.0	0.5	0.0
Краснодарский край	персонал; Частные	Учебно-вспомогательный персонал / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	персонал; Частные	Численность иностранных специалистов, осуществляющих образовательную деятельность по реализации образовательных программ высшего образования (программ бакалавриата, специалитета, магистратуры) по договорам гражданско-правового характера - всего / 06	0.0							
Краснодарский край	персонал; Частные	из них граждане: государств-участников СНГ / 07	0.0							
Краснодарский край	персонал; Частные	из них осуществляющие образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, программам специалитета, программам магистратуры / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Краснодарский край	персонал; Частные	стран Европейского союза и США / 08	0.0							
Красноярский край	персонал; Государственные, Муниципальные	Инженерно-технический персонал / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Красноярский край	персонал; Государственные, Муниципальные	Научные работники / 03	6.0	1.0	0.0	0.0	0.0	0.0	6.0	0.0
Красноярский край	персонал; Государственные, Муниципальные	Профессорско-преподавательский состав / 01	23.0	3.0	8.0	6.0	5.0	1.0	23.0	5.3
Красноярский край	персонал; Государственные, Муниципальные	Учебно-вспомогательный персонал / 05	6.0	5.0	0.0	0.0	0.0	0.0	6.0	0.0
Красноярский край	персонал; Государственные, Муниципальные	из них осуществляющие образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, программам специалитета, программам магистратуры / 02	23.0	3.0	8.0	6.0	5.0	1.0	23.0	5.3
Курганская область	персонал; Частные	Инженерно-технический персонал / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курганская область	персонал; Частные	Научные работники / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курганская область	персонал; Частные	Профессорско-преподавательский состав / 01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курганская область	персонал; Частные	Учебно-вспомогательный персонал / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курганская область	персонал; Частные	Численность иностранных специалистов, осуществляющих образовательную деятельность по реализации образовательных программ высшего образования (программ бакалавриата, специалитета, магистратуры) по договорам гражданско-правового характера - всего / 06	0.0							
Курганская область	персонал; Частные	из них граждане: государств-участников СНГ / 07	0.0							
Курганская область	персонал; Частные	из них осуществляющие образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, программам специалитета, программам магистратуры / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курганская область	персонал; Частные	стран Европейского союза и США / 08	0.0							
Курская область	персонал; Государственные, Муниципальные	Инженерно-технический персонал / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	персонал; Государственные, Муниципальные	Научные работники / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	персонал; Государственные, Муниципальные	Профессорско-преподавательский состав / 01	11.0	4.0	0.0	0.0	0.0	0.0	9.5	0.0
Курская область	персонал; Государственные, Муниципальные	Учебно-вспомогательный персонал / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	персонал; Государственные, Муниципальные	Численность иностранных специалистов, осуществляющих образовательную деятельность по реализации образовательных программ высшего образования (программ бакалавриата, специалитета, магистратуры) по договорам гражданско-правового характера - всего / 06	1.0							
Курская область	персонал; Государственные, Муниципальные	из них граждане: государств-участников СНГ / 07	1.0							
Курская область	персонал; Государственные, Муниципальные	из них осуществляющие образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, программам специалитета, программам магистратуры / 02	11.0	4.0	0.0	0.0	0.0	0.0	9.5	0.0
Курская область	персонал; Государственные, Муниципальные	стран Европейского союза и США / 08	0.0							
Курская область	персонал; Частные	Инженерно-технический персонал / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	персонал; Частные	Научные работники / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	персонал; Частные	Профессорско-преподавательский состав / 01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	персонал; Частные	Учебно-вспомогательный персонал / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	персонал; Частные	Численность иностранных специалистов, осуществляющих образовательную деятельность по реализации образовательных программ высшего образования (программ бакалавриата, специалитета, магистратуры) по договорам гражданско-правового характера - всего / 06	0.0							
Курская область	персонал; Частные	из них граждане: государств-участников СНГ / 07	0.0							
Курская область	персонал; Частные	из них осуществляющие образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, программам специалитета, программам магистратуры / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	персонал; Частные	стран Европейского союза и США / 08	0.0							
Ленинградская область	персонал; Государственные, Муниципальные	Инженерно-технический персонал / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ленинградская область	персонал; Государственные, Муниципальные	Научные работники / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ленинградская область	персонал; Государственные, Муниципальные	Профессорско-преподавательский состав / 01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ленинградская область	персонал; Государственные, Муниципальные	Учебно-вспомогательный персонал / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ленинградская область	персонал; Государственные, Муниципальные	Численность иностранных специалистов, осуществляющих образовательную деятельность по реализации образовательных программ высшего образования (программ бакалавриата, специалитета, магистратуры) по договорам гражданско-правового характера - всего / 06	0.0							
Ленинградская область	персонал; Государственные, Муниципальные	из них граждане: государств-участников СНГ / 07	0.0							
Ленинградская область	персонал; Государственные, Муниципальные	из них осуществляющие образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, программам специалитета, программам магистратуры / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ленинградская область	персонал; Государственные, Муниципальные	стран Европейского союза и США / 08	0.0							
Липецкая область	персонал; Государственные, Муниципальные	Инженерно-технический персонал / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Липецкая область	персонал; Государственные, Муниципальные	Научные работники / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Липецкая область	персонал; Государственные, Муниципальные	Профессорско-преподавательский состав / 01	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
Липецкая область	персонал; Государственные, Муниципальные	Учебно-вспомогательный персонал / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Липецкая область	персонал; Государственные, Муниципальные	Численность иностранных специалистов, осуществляющих образовательную деятельность по реализации образовательных программ высшего образования (программ бакалавриата, специалитета, магистратуры) по договорам гражданско-правового характера - всего / 06	0.0							
Липецкая область	персонал; Государственные, Муниципальные	из них граждане: государств-участников СНГ / 07	0.0							
Липецкая область	персонал; Государственные, Муниципальные	из них осуществляющие образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, программам специалитета, программам магистратуры / 02	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
Липецкая область	персонал; Государственные, Муниципальные	стран Европейского союза и США / 08	0.0							
Магаданская область	персонал; Государственные, Муниципальные	Инженерно-технический персонал / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Магаданская область	персонал; Государственные, Муниципальные	Научные работники / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Магаданская область	персонал; Государственные, Муниципальные	Профессорско-преподавательский состав / 01	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
Магаданская область	персонал; Государственные, Муниципальные	Учебно-вспомогательный персонал / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Магаданская область	персонал; Государственные, Муниципальные	Численность иностранных специалистов, осуществляющих образовательную деятельность по реализации образовательных программ высшего образования (программ бакалавриата, специалитета, магистратуры) по договорам гражданско-правового характера - всего / 06	1.0							
Магаданская область	персонал; Государственные, Муниципальные	из них граждане: государств-участников СНГ / 07	1.0							
Магаданская область	персонал; Государственные, Муниципальные	из них осуществляющие образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, программам специалитета, программам магистратуры / 02	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
Магаданская область	персонал; Государственные, Муниципальные	стран Европейского союза и США / 08	0.0							
Московская область	персонал; Государственные, Муниципальные	Инженерно-технический персонал / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Московская область	персонал; Государственные, Муниципальные	Научные работники / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Московская область	персонал; Государственные, Муниципальные	Профессорско-преподавательский состав / 01	17.0	6.0	2.0	4.0	4.0	0.0	12.5	1.4
Московская область	персонал; Государственные, Муниципальные	Учебно-вспомогательный персонал / 05	4.0	2.0	0.0	0.0	0.0	0.0	4.0	0.0
Московская область	персонал; Государственные, Муниципальные	Численность иностранных специалистов, осуществляющих образовательную деятельность по реализации образовательных программ высшего образования (программ бакалавриата, специалитета, магистратуры) по договорам гражданско-правового характера - всего / 06	2.0							
Московская область	персонал; Государственные, Муниципальные	из них граждане: государств-участников СНГ / 07	1.0							
Московская область	персонал; Государственные, Муниципальные	из них осуществляющие образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, программам специалитета, программам магистратуры / 02	17.0	6.0	2.0	4.0	4.0	0.0	12.5	1.4
Московская область	персонал; Государственные, Муниципальные	стран Европейского союза и США / 08	1.0							
Московская область	персонал; Частные	Инженерно-технический персонал / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Московская область	персонал; Частные	Научные работники / 03	1.0	1.0	0.0	0.0	0.0	0.0	0.5	0.0
Московская область	персонал; Частные	Профессорско-преподавательский состав / 01	3.0	2.0	1.0	0.0	0.0	0.0	2.1	0.0
Московская область	персонал; Частные	Учебно-вспомогательный персонал / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Московская область	персонал; Частные	Численность иностранных специалистов, осуществляющих образовательную деятельность по реализации образовательных программ высшего образования (программ бакалавриата, специалитета, магистратуры) по договорам гражданско-правового характера - всего / 06	0.0							
Московская область	персонал; Частные	из них граждане: государств-участников СНГ / 07	0.0							
Московская область	персонал; Частные	из них осуществляющие образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, программам специалитета, программам магистратуры / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Московская область	персонал; Частные	стран Европейского союза и США / 08	0.0							
Мурманская область	персонал; Государственные, Муниципальные	Инженерно-технический персонал / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	персонал; Государственные, Муниципальные	Научные работники / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	персонал; Государственные, Муниципальные	Профессорско-преподавательский состав / 01	1.0	0.0	0.0	2.0	2.0	0.0	1.0	0.6
Мурманская область	персонал; Государственные, Муниципальные	Учебно-вспомогательный персонал / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	персонал; Государственные, Муниципальные	из них осуществляющие образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, программам специалитета, программам магистратуры / 02	1.0	0.0	0.0	2.0	2.0	0.0	1.0	0.6
Нижегородская область	персонал; Государственные, Муниципальные	Инженерно-технический персонал / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Нижегородская область	персонал; Государственные, Муниципальные	Научные работники / 03	6.0	1.0	2.0	6.0	2.0	3.0	3.5	2.5
Нижегородская область	персонал; Государственные, Муниципальные	Профессорско-преподавательский состав / 01	24.0	4.0	5.0	2.0	2.0	0.0	11.7	1.0
Нижегородская область	персонал; Государственные, Муниципальные	Учебно-вспомогательный персонал / 05	1.0	0.0	0.0	1.0	1.0	0.0	0.5	0.5
Нижегородская область	персонал; Государственные, Муниципальные	Численность иностранных специалистов, осуществляющих образовательную деятельность по реализации образовательных программ высшего образования (программ бакалавриата, специалитета, магистратуры) по договорам гражданско-правового характера - всего / 06	10.0							
Нижегородская область	персонал; Государственные, Муниципальные	из них граждане: государств-участников СНГ / 07	2.0							
Нижегородская область	персонал; Государственные, Муниципальные	из них осуществляющие образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, программам специалитета, программам магистратуры / 02	24.0	4.0	5.0	2.0	2.0	0.0	11.7	1.0
Нижегородская область	персонал; Государственные, Муниципальные	стран Европейского союза и США / 08	5.0							
Новгородская область	персонал; Государственные, Муниципальные	Инженерно-технический персонал / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Новгородская область	персонал; Государственные, Муниципальные	Научные работники / 03	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.5
Новгородская область	персонал; Государственные, Муниципальные	Профессорско-преподавательский состав / 01	0.0	0.0	0.0	2.0	1.0	1.0	0.0	1.0
Новгородская область	персонал; Государственные, Муниципальные	Учебно-вспомогательный персонал / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Новгородская область	персонал; Государственные, Муниципальные	из них осуществляющие образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, программам специалитета, программам магистратуры / 02	0.0	0.0	0.0	2.0	1.0	1.0	0.0	1.0
Новосибирская область	персонал; Государственные, Муниципальные	Инженерно-технический персонал / 04	14.0	9.0	0.0	4.0	3.0	0.0	6.4	0.7
Новосибирская область	персонал; Государственные, Муниципальные	Научные работники / 03	7.0	6.0	1.0	2.0	2.0	0.0	3.5	0.2
Новосибирская область	персонал; Государственные, Муниципальные	Профессорско-преподавательский состав / 01	35.0	13.0	3.0	13.0	9.0	2.0	16.3	3.4
Новосибирская область	персонал; Государственные, Муниципальные	Учебно-вспомогательный персонал / 05	10.0	9.0	1.0	1.0	1.0	0.0	5.7	0.3
Новосибирская область	персонал; Государственные, Муниципальные	Численность иностранных специалистов, осуществляющих образовательную деятельность по реализации образовательных программ высшего образования (программ бакалавриата, специалитета, магистратуры) по договорам гражданско-правового характера - всего / 06	4.0							
Новосибирская область	персонал; Государственные, Муниципальные	из них граждане: государств-участников СНГ / 07	2.0							
Новосибирская область	персонал; Государственные, Муниципальные	из них осуществляющие образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, программам специалитета, программам магистратуры / 02	23.0	10.0	2.0	12.0	8.0	2.0	12.3	3.0
Новосибирская область	персонал; Государственные, Муниципальные	стран Европейского союза и США / 08	0.0							
Омская область	персонал; Государственные, Муниципальные	Инженерно-технический персонал / 04	4.0	4.0	0.0	0.0	0.0	0.0	4.0	0.0
Омская область	персонал; Государственные, Муниципальные	Научные работники / 03	4.0	4.0	0.0	0.0	0.0	0.0	1.5	0.0
Омская область	персонал; Государственные, Муниципальные	Профессорско-преподавательский состав / 01	3.0	2.0	0.0	1.0	0.0	1.0	2.4	0.5
Омская область	персонал; Государственные, Муниципальные	Учебно-вспомогательный персонал / 05	4.0	4.0	0.0	0.0	0.0	0.0	4.0	0.0
Омская область	персонал; Государственные, Муниципальные	Численность иностранных специалистов, осуществляющих образовательную деятельность по реализации образовательных программ высшего образования (программ бакалавриата, специалитета, магистратуры) по договорам гражданско-правового характера - всего / 06	3.0							
Омская область	персонал; Государственные, Муниципальные	из них граждане: государств-участников СНГ / 07	3.0							
Омская область	персонал; Государственные, Муниципальные	из них осуществляющие образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, программам специалитета, программам магистратуры / 02	3.0	2.0	0.0	1.0	0.0	1.0	2.4	0.5
Омская область	персонал; Государственные, Муниципальные	стран Европейского союза и США / 08	0.0							
Омская область	персонал; Частные	Инженерно-технический персонал / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Омская область	персонал; Частные	Научные работники / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Омская область	персонал; Частные	Профессорско-преподавательский состав / 01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Омская область	персонал; Частные	Учебно-вспомогательный персонал / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Омская область	персонал; Частные	Численность иностранных специалистов, осуществляющих образовательную деятельность по реализации образовательных программ высшего образования (программ бакалавриата, специалитета, магистратуры) по договорам гражданско-правового характера - всего / 06	0.0							
Омская область	персонал; Частные	из них граждане: государств-участников СНГ / 07	0.0							
Омская область	персонал; Частные	из них осуществляющие образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, программам специалитета, программам магистратуры / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Омская область	персонал; Частные	стран Европейского союза и США / 08	0.0							
Оренбургская область	персонал; Государственные, Муниципальные	Инженерно-технический персонал / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Оренбургская область	персонал; Государственные, Муниципальные	Научные работники / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Оренбургская область	персонал; Государственные, Муниципальные	Профессорско-преподавательский состав / 01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Оренбургская область	персонал; Государственные, Муниципальные	Учебно-вспомогательный персонал / 05	3.0	3.0	0.0	0.0	0.0	0.0	3.0	0.0
Оренбургская область	персонал; Государственные, Муниципальные	Численность иностранных специалистов, осуществляющих образовательную деятельность по реализации образовательных программ высшего образования (программ бакалавриата, специалитета, магистратуры) по договорам гражданско-правового характера - всего / 06	0.0							
Оренбургская область	персонал; Государственные, Муниципальные	из них граждане: государств-участников СНГ / 07	0.0							
Оренбургская область	персонал; Государственные, Муниципальные	из них осуществляющие образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, программам специалитета, программам магистратуры / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Оренбургская область	персонал; Государственные, Муниципальные	стран Европейского союза и США / 08	0.0							
Орловская область	персонал; Государственные, Муниципальные	Инженерно-технический персонал / 04	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
Орловская область	персонал; Государственные, Муниципальные	Научные работники / 03	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.1
Орловская область	персонал; Государственные, Муниципальные	Профессорско-преподавательский состав / 01	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.3
Орловская область	персонал; Государственные, Муниципальные	Учебно-вспомогательный персонал / 05	1.0	1.0	0.0	0.0	0.0	0.0	0.5	0.0
Орловская область	персонал; Государственные, Муниципальные	Численность иностранных специалистов, осуществляющих образовательную деятельность по реализации образовательных программ высшего образования (программ бакалавриата, специалитета, магистратуры) по договорам гражданско-правового характера - всего / 06	0.0							
Орловская область	персонал; Государственные, Муниципальные	из них граждане: государств-участников СНГ / 07	0.0							
Орловская область	персонал; Государственные, Муниципальные	из них осуществляющие образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, программам специалитета, программам магистратуры / 02	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.3
Орловская область	персонал; Государственные, Муниципальные	стран Европейского союза и США / 08	0.0							
Пензенская область	персонал; Государственные, Муниципальные	Инженерно-технический персонал / 04	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
Пензенская область	персонал; Государственные, Муниципальные	Научные работники / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пензенская область	персонал; Государственные, Муниципальные	Профессорско-преподавательский состав / 01	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0
Пензенская область	персонал; Государственные, Муниципальные	Учебно-вспомогательный персонал / 05	2.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0
Пензенская область	персонал; Государственные, Муниципальные	Численность иностранных специалистов, осуществляющих образовательную деятельность по реализации образовательных программ высшего образования (программ бакалавриата, специалитета, магистратуры) по договорам гражданско-правового характера - всего / 06	0.0							
Пензенская область	персонал; Государственные, Муниципальные	из них граждане: государств-участников СНГ / 07	0.0							
Пензенская область	персонал; Государственные, Муниципальные	из них осуществляющие образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, программам специалитета, программам магистратуры / 02	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0
Пензенская область	персонал; Государственные, Муниципальные	стран Европейского союза и США / 08	0.0							
Пермский край	персонал; Государственные, Муниципальные	Инженерно-технический персонал / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пермский край	персонал; Государственные, Муниципальные	Научные работники / 03	12.0	5.0	1.0	1.0	1.0	0.0	4.2	1.0
Пермский край	персонал; Государственные, Муниципальные	Профессорско-преподавательский состав / 01	10.0	3.0	2.0	2.0	0.0	1.0	6.9	1.5
Пермский край	персонал; Государственные, Муниципальные	Учебно-вспомогательный персонал / 05	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
Пермский край	персонал; Государственные, Муниципальные	Численность иностранных специалистов, осуществляющих образовательную деятельность по реализации образовательных программ высшего образования (программ бакалавриата, специалитета, магистратуры) по договорам гражданско-правового характера - всего / 06	2.0							
Пермский край	персонал; Государственные, Муниципальные	из них граждане: государств-участников СНГ / 07	0.0							
Пермский край	персонал; Государственные, Муниципальные	из них осуществляющие образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, программам специалитета, программам магистратуры / 02	10.0	3.0	2.0	2.0	0.0	1.0	6.9	1.5
Пермский край	персонал; Государственные, Муниципальные	стран Европейского союза и США / 08	1.0							
Пермский край	персонал; Частные	Инженерно-технический персонал / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пермский край	персонал; Частные	Научные работники / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пермский край	персонал; Частные	Профессорско-преподавательский состав / 01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пермский край	персонал; Частные	Учебно-вспомогательный персонал / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пермский край	персонал; Частные	Численность иностранных специалистов, осуществляющих образовательную деятельность по реализации образовательных программ высшего образования (программ бакалавриата, специалитета, магистратуры) по договорам гражданско-правового характера - всего / 06	0.0							
Пермский край	персонал; Частные	из них граждане: государств-участников СНГ / 07	0.0							
Пермский край	персонал; Частные	из них осуществляющие образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, программам специалитета, программам магистратуры / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пермский край	персонал; Частные	стран Европейского союза и США / 08	0.0							
Приморский край	персонал; Государственные, Муниципальные	Инженерно-технический персонал / 04	1.0	1.0	0.0	0.0	0.0	0.0	0.8	0.0
Приморский край	персонал; Государственные, Муниципальные	Научные работники / 03	6.0	0.0	2.0	0.0	0.0	0.0	4.1	0.0
Приморский край	персонал; Государственные, Муниципальные	Профессорско-преподавательский состав / 01	8.0	1.0	0.0	0.0	0.0	0.0	6.8	0.0
Приморский край	персонал; Государственные, Муниципальные	Учебно-вспомогательный персонал / 05	1.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0
Приморский край	персонал; Государственные, Муниципальные	Численность иностранных специалистов, осуществляющих образовательную деятельность по реализации образовательных программ высшего образования (программ бакалавриата, специалитета, магистратуры) по договорам гражданско-правового характера - всего / 06	0.0							
Приморский край	персонал; Государственные, Муниципальные	из них граждане: государств-участников СНГ / 07	0.0							
Приморский край	персонал; Государственные, Муниципальные	из них осуществляющие образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, программам специалитета, программам магистратуры / 02	8.0	1.0	0.0	0.0	0.0	0.0	6.8	0.0
