region	tags	indicator	Численность иностранных работников без внешних совместителей и работающих по договорам гражданско-правового характера, человек / 3	из них граждане: / государств-участников СНГ / 4	из них граждане: / стран Европейского Союза и США / 5	Численность иностранных работников, работающих на условиях внешнего совместитель- ства, человек / 6	из них граждане: / государств-участников СНГ / 7	из них граждане: / стран Европейского Союза и США / 8	Численность иностранных работников, в пересчете на полную занятость, единиц / без внешних совместителей и работающих по договорам гражданско-правового характера / 9	Численность иностранных работников, в пересчете на полную занятость, единиц / внешние совместители / 10
Республика Башкортостан	персонал; Частные	из них осуществляющие образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, программам специалитета, программам магистратуры / 02	2.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0
Республика Башкортостан	персонал; Частные	стран Европейского союза и США / 08	0.0							
Республика Бурятия	персонал; Государственные, Муниципальные	Инженерно-технический персонал / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Бурятия	персонал; Государственные, Муниципальные	Научные работники / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Бурятия	персонал; Государственные, Муниципальные	Профессорско-преподавательский состав / 01	8.0	1.0	0.0	0.0	0.0	0.0	2.8	0.0
Республика Бурятия	персонал; Государственные, Муниципальные	Учебно-вспомогательный персонал / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Бурятия	персонал; Государственные, Муниципальные	Численность иностранных специалистов, осуществляющих образовательную деятельность по реализации образовательных программ высшего образования (программ бакалавриата, специалитета, магистратуры) по договорам гражданско-правового характера - всего / 06	0.0							
Республика Бурятия	персонал; Государственные, Муниципальные	из них граждане: государств-участников СНГ / 07	0.0							
Республика Бурятия	персонал; Государственные, Муниципальные	из них осуществляющие образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, программам специалитета, программам магистратуры / 02	8.0	1.0	0.0	0.0	0.0	0.0	2.8	0.0
Республика Бурятия	персонал; Государственные, Муниципальные	стран Европейского союза и США / 08	0.0							
Республика Дагестан	персонал; Государственные, Муниципальные	Инженерно-технический персонал / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	персонал; Государственные, Муниципальные	Научные работники / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	персонал; Государственные, Муниципальные	Профессорско-преподавательский состав / 01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	персонал; Государственные, Муниципальные	Учебно-вспомогательный персонал / 05	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Республика Дагестан	персонал; Государственные, Муниципальные	Численность иностранных специалистов, осуществляющих образовательную деятельность по реализации образовательных программ высшего образования (программ бакалавриата, специалитета, магистратуры) по договорам гражданско-правового характера - всего / 06	0.0							
Республика Дагестан	персонал; Государственные, Муниципальные	из них граждане: государств-участников СНГ / 07	0.0							
Республика Дагестан	персонал; Государственные, Муниципальные	из них осуществляющие образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, программам специалитета, программам магистратуры / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	персонал; Государственные, Муниципальные	стран Европейского союза и США / 08	0.0							
Республика Дагестан	персонал; Частные	Инженерно-технический персонал / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	персонал; Частные	Научные работники / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	персонал; Частные	Профессорско-преподавательский состав / 01	2.0	0.0	0.0	0.0	0.0	0.0	0.6	0.0
Республика Дагестан	персонал; Частные	Учебно-вспомогательный персонал / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	персонал; Частные	Численность иностранных специалистов, осуществляющих образовательную деятельность по реализации образовательных программ высшего образования (программ бакалавриата, специалитета, магистратуры) по договорам гражданско-правового характера - всего / 06	2.0							
Республика Дагестан	персонал; Частные	из них граждане: государств-участников СНГ / 07	0.0							
Республика Дагестан	персонал; Частные	из них осуществляющие образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, программам специалитета, программам магистратуры / 02	2.0	0.0	0.0	0.0	0.0	0.0	0.6	0.0
Республика Дагестан	персонал; Частные	стран Европейского союза и США / 08	0.0							
Республика Ингушетия	персонал; Государственные, Муниципальные	Инженерно-технический персонал / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Ингушетия	персонал; Государственные, Муниципальные	Научные работники / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Ингушетия	персонал; Государственные, Муниципальные	Профессорско-преподавательский состав / 01	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.5
Республика Ингушетия	персонал; Государственные, Муниципальные	Учебно-вспомогательный персонал / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Ингушетия	персонал; Государственные, Муниципальные	из них осуществляющие образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, программам специалитета, программам магистратуры / 02	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.5
Республика Калмыкия	персонал; Государственные, Муниципальные	Инженерно-технический персонал / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Калмыкия	персонал; Государственные, Муниципальные	Научные работники / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Калмыкия	персонал; Государственные, Муниципальные	Профессорско-преподавательский состав / 01	1.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0
Республика Калмыкия	персонал; Государственные, Муниципальные	Учебно-вспомогательный персонал / 05	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
Республика Калмыкия	персонал; Государственные, Муниципальные	из них осуществляющие образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, программам специалитета, программам магистратуры / 02	1.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0
Республика Карелия	персонал; Государственные, Муниципальные	Инженерно-технический персонал / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Карелия	персонал; Государственные, Муниципальные	Научные работники / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Карелия	персонал; Государственные, Муниципальные	Профессорско-преподавательский состав / 01	3.0	0.0	2.0	2.0	1.0	1.0	1.1	0.5
Республика Карелия	персонал; Государственные, Муниципальные	Учебно-вспомогательный персонал / 05	1.0	1.0	0.0	0.0	0.0	0.0	0.7	0.0
Республика Карелия	персонал; Государственные, Муниципальные	Численность иностранных специалистов, осуществляющих образовательную деятельность по реализации образовательных программ высшего образования (программ бакалавриата, специалитета, магистратуры) по договорам гражданско-правового характера - всего / 06	2.0							
Республика Карелия	персонал; Государственные, Муниципальные	из них граждане: государств-участников СНГ / 07	1.0							
Республика Карелия	персонал; Государственные, Муниципальные	из них осуществляющие образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, программам специалитета, программам магистратуры / 02	3.0	0.0	2.0	2.0	1.0	1.0	1.1	0.5
Республика Карелия	персонал; Государственные, Муниципальные	стран Европейского союза и США / 08	1.0							
Республика Коми	персонал; Государственные, Муниципальные	Инженерно-технический персонал / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Коми	персонал; Государственные, Муниципальные	Научные работники / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Коми	персонал; Государственные, Муниципальные	Профессорско-преподавательский состав / 01	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
Республика Коми	персонал; Государственные, Муниципальные	Учебно-вспомогательный персонал / 05	10.0	9.0	1.0	0.0	0.0	0.0	10.0	0.0
Республика Коми	персонал; Государственные, Муниципальные	Численность иностранных специалистов, осуществляющих образовательную деятельность по реализации образовательных программ высшего образования (программ бакалавриата, специалитета, магистратуры) по договорам гражданско-правового характера - всего / 06	0.0							
Республика Коми	персонал; Государственные, Муниципальные	из них граждане: государств-участников СНГ / 07	0.0							
Республика Коми	персонал; Государственные, Муниципальные	из них осуществляющие образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, программам специалитета, программам магистратуры / 02	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
Республика Коми	персонал; Государственные, Муниципальные	стран Европейского союза и США / 08	0.0							
Республика Крым	персонал; Государственные, Муниципальные	Инженерно-технический персонал / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Крым	персонал; Государственные, Муниципальные	Научные работники / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Крым	персонал; Государственные, Муниципальные	Профессорско-преподавательский состав / 01	5.0	4.0	1.0	0.0	0.0	0.0	4.8	0.0
Республика Крым	персонал; Государственные, Муниципальные	Учебно-вспомогательный персонал / 05	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
Республика Крым	персонал; Государственные, Муниципальные	Численность иностранных специалистов, осуществляющих образовательную деятельность по реализации образовательных программ высшего образования (программ бакалавриата, специалитета, магистратуры) по договорам гражданско-правового характера - всего / 06	4.0							
Республика Крым	персонал; Государственные, Муниципальные	из них граждане: государств-участников СНГ / 07	3.0							
Республика Крым	персонал; Государственные, Муниципальные	из них осуществляющие образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, программам специалитета, программам магистратуры / 02	5.0	4.0	1.0	0.0	0.0	0.0	4.8	0.0
Республика Крым	персонал; Государственные, Муниципальные	стран Европейского союза и США / 08	1.0							
Республика Крым	персонал; Частные	Инженерно-технический персонал / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Крым	персонал; Частные	Научные работники / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Крым	персонал; Частные	Профессорско-преподавательский состав / 01	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
Республика Крым	персонал; Частные	Учебно-вспомогательный персонал / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Крым	персонал; Частные	Численность иностранных специалистов, осуществляющих образовательную деятельность по реализации образовательных программ высшего образования (программ бакалавриата, специалитета, магистратуры) по договорам гражданско-правового характера - всего / 06	0.0							
Республика Крым	персонал; Частные	из них граждане: государств-участников СНГ / 07	0.0							
Республика Крым	персонал; Частные	из них осуществляющие образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, программам специалитета, программам магистратуры / 02	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
Республика Крым	персонал; Частные	стран Европейского союза и США / 08	0.0							
Республика Марий Эл	персонал; Государственные, Муниципальные	Инженерно-технический персонал / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	персонал; Государственные, Муниципальные	Научные работники / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	персонал; Государственные, Муниципальные	Профессорско-преподавательский состав / 01	1.0	1.0	0.0	1.0	1.0	0.0	0.1	0.4
Республика Марий Эл	персонал; Государственные, Муниципальные	Учебно-вспомогательный персонал / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	персонал; Государственные, Муниципальные	Численность иностранных специалистов, осуществляющих образовательную деятельность по реализации образовательных программ высшего образования (программ бакалавриата, специалитета, магистратуры) по договорам гражданско-правового характера - всего / 06	0.0							
Республика Марий Эл	персонал; Государственные, Муниципальные	из них граждане: государств-участников СНГ / 07	0.0							
Республика Марий Эл	персонал; Государственные, Муниципальные	из них осуществляющие образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, программам специалитета, программам магистратуры / 02	1.0	1.0	0.0	0.0	0.0	0.0	0.1	0.0
Республика Марий Эл	персонал; Государственные, Муниципальные	стран Европейского союза и США / 08	0.0							
Республика Марий Эл	персонал; Частные	Инженерно-технический персонал / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	персонал; Частные	Научные работники / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	персонал; Частные	Профессорско-преподавательский состав / 01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	персонал; Частные	Учебно-вспомогательный персонал / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	персонал; Частные	Численность иностранных специалистов, осуществляющих образовательную деятельность по реализации образовательных программ высшего образования (программ бакалавриата, специалитета, магистратуры) по договорам гражданско-правового характера - всего / 06	0.0							
Республика Марий Эл	персонал; Частные	из них граждане: государств-участников СНГ / 07	0.0							
Республика Марий Эл	персонал; Частные	из них осуществляющие образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, программам специалитета, программам магистратуры / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	персонал; Частные	стран Европейского союза и США / 08	0.0							
Республика Мордовия	персонал; Государственные, Муниципальные	Инженерно-технический персонал / 04	1.0	1.0	0.0	0.0	0.0	0.0	0.8	0.0
Республика Мордовия	персонал; Государственные, Муниципальные	Научные работники / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Мордовия	персонал; Государственные, Муниципальные	Профессорско-преподавательский состав / 01	6.0	1.0	5.0	1.0	1.0	0.0	4.4	0.1
Республика Мордовия	персонал; Государственные, Муниципальные	Учебно-вспомогательный персонал / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Мордовия	персонал; Государственные, Муниципальные	Численность иностранных специалистов, осуществляющих образовательную деятельность по реализации образовательных программ высшего образования (программ бакалавриата, специалитета, магистратуры) по договорам гражданско-правового характера - всего / 06	0.0							
Республика Мордовия	персонал; Государственные, Муниципальные	из них граждане: государств-участников СНГ / 07	0.0							
Республика Мордовия	персонал; Государственные, Муниципальные	из них осуществляющие образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, программам специалитета, программам магистратуры / 02	6.0	1.0	5.0	1.0	1.0	0.0	4.4	0.1
Республика Мордовия	персонал; Государственные, Муниципальные	стран Европейского союза и США / 08	0.0							
Республика Саха (Якутия)	персонал; Государственные, Муниципальные	Инженерно-технический персонал / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Саха (Якутия)	персонал; Государственные, Муниципальные	Научные работники / 03	4.0	0.0	4.0	0.0	0.0	0.0	1.2	0.0
Республика Саха (Якутия)	персонал; Государственные, Муниципальные	Профессорско-преподавательский состав / 01	12.0	1.0	11.0	0.0	0.0	0.0	5.3	0.0
Республика Саха (Якутия)	персонал; Государственные, Муниципальные	Учебно-вспомогательный персонал / 05	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
Республика Саха (Якутия)	персонал; Государственные, Муниципальные	Численность иностранных специалистов, осуществляющих образовательную деятельность по реализации образовательных программ высшего образования (программ бакалавриата, специалитета, магистратуры) по договорам гражданско-правового характера - всего / 06	30.0							
Республика Саха (Якутия)	персонал; Государственные, Муниципальные	из них граждане: государств-участников СНГ / 07	7.0							
Республика Саха (Якутия)	персонал; Государственные, Муниципальные	из них осуществляющие образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, программам специалитета, программам магистратуры / 02	12.0	1.0	11.0	0.0	0.0	0.0	5.3	0.0
Республика Саха (Якутия)	персонал; Государственные, Муниципальные	стран Европейского союза и США / 08	23.0							
Республика Северная Осетия - Алания	персонал; Государственные, Муниципальные	Инженерно-технический персонал / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	персонал; Государственные, Муниципальные	Научные работники / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	персонал; Государственные, Муниципальные	Профессорско-преподавательский состав / 01	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.3
Республика Северная Осетия - Алания	персонал; Государственные, Муниципальные	Учебно-вспомогательный персонал / 05	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Республика Северная Осетия - Алания	персонал; Государственные, Муниципальные	Численность иностранных специалистов, осуществляющих образовательную деятельность по реализации образовательных программ высшего образования (программ бакалавриата, специалитета, магистратуры) по договорам гражданско-правового характера - всего / 06	0.0							
Республика Северная Осетия - Алания	персонал; Государственные, Муниципальные	из них граждане: государств-участников СНГ / 07	0.0							
Республика Северная Осетия - Алания	персонал; Государственные, Муниципальные	из них осуществляющие образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, программам специалитета, программам магистратуры / 02	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.3
Республика Северная Осетия - Алания	персонал; Государственные, Муниципальные	стран Европейского союза и США / 08	0.0							
Республика Татарстан	персонал; Государственные, Муниципальные	Инженерно-технический персонал / 04	38.0	15.0	2.0	2.0	1.0	0.0	25.8	0.6
Республика Татарстан	персонал; Государственные, Муниципальные	Научные работники / 03	23.0	4.0	3.0	40.0	9.0	10.0	18.4	13.4
Республика Татарстан	персонал; Государственные, Муниципальные	Профессорско-преподавательский состав / 01	39.0	11.0	6.0	12.0	4.0	5.0	31.0	3.7
Республика Татарстан	персонал; Государственные, Муниципальные	Учебно-вспомогательный персонал / 05	32.0	22.0	1.0	1.0	0.0	0.0	26.1	1.0
Республика Татарстан	персонал; Государственные, Муниципальные	Численность иностранных специалистов, осуществляющих образовательную деятельность по реализации образовательных программ высшего образования (программ бакалавриата, специалитета, магистратуры) по договорам гражданско-правового характера - всего / 06	18.0							
Республика Татарстан	персонал; Государственные, Муниципальные	из них граждане: государств-участников СНГ / 07	10.0							
Республика Татарстан	персонал; Государственные, Муниципальные	из них осуществляющие образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, программам специалитета, программам магистратуры / 02	37.0	9.0	6.0	12.0	4.0	5.0	29.7	3.7
Республика Татарстан	персонал; Государственные, Муниципальные	стран Европейского союза и США / 08	4.0							
Республика Татарстан	персонал; Частные	Инженерно-технический персонал / 04	18.0	7.0	0.0	0.0	0.0	0.0	13.8	0.0
Республика Татарстан	персонал; Частные	Научные работники / 03	2.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0
Республика Татарстан	персонал; Частные	Профессорско-преподавательский состав / 01	28.0	3.0	4.0	10.0	2.0	0.0	18.8	3.5
Республика Татарстан	персонал; Частные	Учебно-вспомогательный персонал / 05	2.0	2.0	0.0	1.0	1.0	0.0	2.0	0.5
Республика Татарстан	персонал; Частные	Численность иностранных специалистов, осуществляющих образовательную деятельность по реализации образовательных программ высшего образования (программ бакалавриата, специалитета, магистратуры) по договорам гражданско-правового характера - всего / 06	22.0							
Республика Татарстан	персонал; Частные	из них граждане: государств-участников СНГ / 07	1.0							
Республика Татарстан	персонал; Частные	из них осуществляющие образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, программам специалитета, программам магистратуры / 02	28.0	3.0	4.0	10.0	2.0	0.0	18.8	3.5
Республика Татарстан	персонал; Частные	стран Европейского союза и США / 08	12.0							
Республика Тыва	персонал; Государственные, Муниципальные	Инженерно-технический персонал / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Тыва	персонал; Государственные, Муниципальные	Научные работники / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Тыва	персонал; Государственные, Муниципальные	Профессорско-преподавательский состав / 01	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Республика Тыва	персонал; Государственные, Муниципальные	Учебно-вспомогательный персонал / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Тыва	персонал; Государственные, Муниципальные	из них осуществляющие образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, программам специалитета, программам магистратуры / 02	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Российская Федерация	Всего	Инженерно-технический персонал / 04	559.0	378.0	15.0	43.0	30.0	4.0	334.0	20.1
Российская Федерация	Всего	Научные работники / 03	572.0	193.0	101.0	222.0	74.0	69.0	439.8	96.2
Российская Федерация	Всего	Профессорско-преподавательский состав / 01	1695.0	655.0	316.0	375.0	166.0	75.0	1172.6	165.9
Российская Федерация	Всего	Учебно-вспомогательный персонал / 05	537.0	397.0	21.0	39.0	27.0	5.0	402.1	18.6
Российская Федерация	Всего	Численность иностранных специалистов, осуществляющих образовательную деятельность по реализации образовательных программ высшего образования (программ бакалавриата, специалитета, магистратуры) по договорам гражданско-правового характера - всего / 06	1131.0							
Российская Федерация	Всего	из них граждане: государств-участников СНГ / 07	319.0							
Российская Федерация	Всего	из них осуществляющие образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, программам специалитета, программам магистратуры / 02	1652.0	641.0	308.0	359.0	159.0	70.0	1142.0	161.0
Российская Федерация	Всего	стран Европейского союза и США / 08	176.0							
Российская Федерация	Всего; персонал	Инженерно-технический персонал / 04	559.0	378.0	15.0	43.0	30.0	4.0	334.0	20.1
Российская Федерация	Всего; персонал	Научные работники / 03	572.0	193.0	101.0	222.0	74.0	69.0	439.8	96.2
Российская Федерация	Всего; персонал	Профессорско-преподавательский состав / 01	1695.0	655.0	316.0	375.0	166.0	75.0	1172.6	165.9
Российская Федерация	Всего; персонал	Учебно-вспомогательный персонал / 05	537.0	397.0	21.0	39.0	27.0	5.0	402.1	18.6
Российская Федерация	Всего; персонал	Численность иностранных специалистов, осуществляющих образовательную деятельность по реализации образовательных программ высшего образования (программ бакалавриата, специалитета, магистратуры) по договорам гражданско-правового характера - всего / 06	1131.0							
Российская Федерация	Всего; персонал	из них граждане: государств-участников СНГ / 07	319.0							
Российская Федерация	Всего; персонал	из них осуществляющие образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, программам специалитета, программам магистратуры / 02	1652.0	641.0	308.0	359.0	159.0	70.0	1142.0	161.0
Российская Федерация	Всего; персонал	стран Европейского союза и США / 08	176.0							
Российская Федерация	Государственные, Муниципальные	Инженерно-технический персонал / 04	528.0	362.0	13.0	43.0	30.0	4.0	308.3	20.1
Российская Федерация	Государственные, Муниципальные	Научные работники / 03	510.0	174.0	95.0	219.0	71.0	69.0	397.6	94.9
Российская Федерация	Государственные, Муниципальные	Профессорско-преподавательский состав / 01	1600.0	631.0	280.0	350.0	156.0	68.0	1095.9	155.9
Российская Федерация	Государственные, Муниципальные	Учебно-вспомогательный персонал / 05	519.0	379.0	21.0	37.0	25.0	5.0	384.6	17.1
Российская Федерация	Государственные, Муниципальные	Численность иностранных специалистов, осуществляющих образовательную деятельность по реализации образовательных программ высшего образования (программ бакалавриата, специалитета, магистратуры) по договорам гражданско-правового характера - всего / 06	1091.0							
Российская Федерация	Государственные, Муниципальные	из них граждане: государств-участников СНГ / 07	312.0							
Российская Федерация	Государственные, Муниципальные	из них осуществляющие образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, программам специалитета, программам магистратуры / 02	1561.0	620.0	273.0	338.0	151.0	65.0	1067.9	152.4
Российская Федерация	Государственные, Муниципальные	стран Европейского союза и США / 08	155.0							
Российская Федерация	Частные	Инженерно-технический персонал / 04	31.0	16.0	2.0	0.0	0.0	0.0	25.7	0.0
Российская Федерация	Частные	Научные работники / 03	62.0	19.0	6.0	3.0	3.0	0.0	42.2	1.3
Российская Федерация	Частные	Профессорско-преподавательский состав / 01	95.0	24.0	36.0	25.0	10.0	7.0	76.7	10.0
Российская Федерация	Частные	Учебно-вспомогательный персонал / 05	18.0	18.0	0.0	2.0	2.0	0.0	17.5	1.5
Российская Федерация	Частные	Численность иностранных специалистов, осуществляющих образовательную деятельность по реализации образовательных программ высшего образования (программ бакалавриата, специалитета, магистратуры) по договорам гражданско-правового характера - всего / 06	40.0							
Российская Федерация	Частные	из них граждане: государств-участников СНГ / 07	7.0							
Российская Федерация	Частные	из них осуществляющие образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, программам специалитета, программам магистратуры / 02	91.0	21.0	35.0	21.0	8.0	5.0	74.1	8.6
Российская Федерация	Частные	стран Европейского союза и США / 08	21.0							
Российская Федерация	персонал; Государственные, Муниципальные	Инженерно-технический персонал / 04	528.0	362.0	13.0	43.0	30.0	4.0	308.3	20.1
Российская Федерация	персонал; Государственные, Муниципальные	Научные работники / 03	510.0	174.0	95.0	219.0	71.0	69.0	397.6	94.9
Российская Федерация	персонал; Государственные, Муниципальные	Профессорско-преподавательский состав / 01	1600.0	631.0	280.0	350.0	156.0	68.0	1095.9	155.9
Российская Федерация	персонал; Государственные, Муниципальные	Учебно-вспомогательный персонал / 05	519.0	379.0	21.0	37.0	25.0	5.0	384.6	17.1
Российская Федерация	персонал; Государственные, Муниципальные	Численность иностранных специалистов, осуществляющих образовательную деятельность по реализации образовательных программ высшего образования (программ бакалавриата, специалитета, магистратуры) по договорам гражданско-правового характера - всего / 06	1091.0							
