region	tags	indicator	Всего (сумма гр.4, 6, 8, 10, 12, 14, 16, 18, 20, 22) / 3	Число полных лет по состоянию на 1 января следующего года / моложе 25 лет / всего / 4	Число полных лет по состоянию на 1 января следующего года / моложе 25 лет / из них жен-щины / 5	Число полных лет по состоянию на 1 января следующего года / 25 - 29 / всего / 6	Число полных лет по состоянию на 1 января следующего года / 25 - 29 / из них жен-щины / 7	Число полных лет по состоянию на 1 января следующего года / 30 - 34 / всего / 8	Число полных лет по состоянию на 1 января следующего года / 30 - 34 / из них жен-щины / 9	Число полных лет по состоянию на 1 января следующего года / 35 - 39 / всего / 10	Число полных лет по состоянию на 1 января следующего года / 35 - 39 / из них жен-щины / 11	Число полных лет по состоянию на 1 января следующего года / 40 - 44 / всего / 12	Число полных лет по состоянию на 1 января следующего года / 40 - 44 / из них жен-щины / 13	Число полных лет по состоянию на 1 января следующего года / 45 - 49 / всего / 14	Число полных лет по состоянию на 1 января следующего года / 45 - 49 / из них жен-щины / 15	Число полных лет по состоянию на 1 января следующего года / 50 - 54 / всего / 16	Число полных лет по состоянию на 1 января следующего года / 50 - 54 / из них жен-щины / 17	Число полных лет по состоянию на 1 января следующего года / 55 - 59 / всего / 18	Число полных лет по состоянию на 1 января следующего года / 55 - 59 / из них жен-щины / 19	Число полных лет по состоянию на 1 января следующего года / 60 - 64 / всего / 20	Число полных лет по состоянию на 1 января следующего года / 60 - 64 / из них жен-щины / 21	Число полных лет по состоянию на 1 января следующего года / 65 и более / всего / 22	Число полных лет по состоянию на 1 января следующего года / 65 и более / из них жен-щины / 23
Курская область	персонал; Государственные, Муниципальные	в том числе:  руководящий персонал - всего / 02	184.0	1.0	1.0	8.0	3.0	7.0	4.0	19.0	8.0	28.0	15.0	37.0	27.0	21.0	13.0	20.0	15.0	29.0	13.0	14.0	8.0
Курская область	персонал; Государственные, Муниципальные	в том числе: деканы факультетов / 10	28.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	3.0	0.0	9.0	5.0	3.0	2.0	3.0	2.0	3.0	2.0	4.0	3.0
Курская область	персонал; Государственные, Муниципальные	графические и мультимедийные дизайнеры / 31	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	персонал; Государственные, Муниципальные	директор филиала / 06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	персонал; Государственные, Муниципальные	директора институтов / 12	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	1.0
Курская область	персонал; Государственные, Муниципальные	доценты / 14	840.0	0.0	0.0	6.0	2.0	39.0	25.0	124.0	82.0	167.0	106.0	154.0	124.0	107.0	92.0	77.0	53.0	84.0	53.0	82.0	42.0
Курская область	персонал; Государственные, Муниципальные	заведующие кафедрами / 11	143.0	0.0	0.0	0.0	0.0	1.0	1.0	7.0	2.0	20.0	12.0	17.0	7.0	22.0	19.0	22.0	16.0	16.0	6.0	38.0	15.0
Курская область	персонал; Государственные, Муниципальные	из них профессорско-преподавательский состав,  осуществляющий образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, специалитета, магистратуры  (сумма строк 10-17) / 09	1559.0	7.0	4.0	90.0	55.0	140.0	108.0	193.0	130.0	251.0	172.0	227.0	167.0	166.0	134.0	126.0	81.0	141.0	75.0	218.0	94.0
Курская область	персонал; Государственные, Муниципальные	из них:  ректор / 03	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0
Курская область	персонал; Государственные, Муниципальные	инженерно-технический персонал / 20	137.0	14.0	4.0	24.0	7.0	18.0	8.0	11.0	6.0	14.0	7.0	7.0	3.0	9.0	2.0	16.0	10.0	14.0	7.0	10.0	3.0
Курская область	персонал; Государственные, Муниципальные	инженеры по телекоммуникациям / 30	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	персонал; Государственные, Муниципальные	инженеры-электроники / 29	11.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	2.0	2.0	0.0	0.0	3.0	0.0
Курская область	персонал; Государственные, Муниципальные	иные педагогические работники / 18	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
Курская область	персонал; Государственные, Муниципальные	квалифицированные рабочие: монтажники и ремонтники электронного и  телекоммуникационного оборудования / 35	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Курская область	персонал; Государственные, Муниципальные	научные работники / 19	121.0	6.0	0.0	25.0	7.0	17.0	4.0	14.0	4.0	16.0	6.0	10.0	3.0	7.0	0.0	4.0	2.0	5.0	4.0	17.0	3.0
Курская область	персонал; Государственные, Муниципальные	обслуживающий персонал / 24	571.0	8.0	3.0	12.0	8.0	15.0	11.0	38.0	25.0	36.0	26.0	58.0	29.0	76.0	34.0	104.0	56.0	113.0	55.0	111.0	51.0
Курская область	персонал; Государственные, Муниципальные	педагогические работники - всего (сумма строк 08,18): / 07	1598.0	7.0	4.0	91.0	56.0	147.0	111.0	194.0	131.0	253.0	173.0	231.0	168.0	172.0	136.0	128.0	81.0	144.0	76.0	231.0	100.0
Курская область	персонал; Государственные, Муниципальные	президент / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	персонал; Государственные, Муниципальные	преподаватели / 16	71.0	7.0	4.0	23.0	12.0	18.0	13.0	6.0	5.0	8.0	8.0	2.0	2.0	4.0	3.0	0.0	0.0	0.0	0.0	3.0	3.0
Курская область	персонал; Государственные, Муниципальные	производственный персонал / 22	129.0	1.0	0.0	4.0	1.0	7.0	1.0	11.0	6.0	17.0	10.0	15.0	6.0	22.0	14.0	16.0	6.0	21.0	10.0	15.0	8.0
Курская область	персонал; Государственные, Муниципальные	проректоры / 05	17.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	4.0	2.0	2.0	0.0	3.0	0.0	2.0	2.0	3.0	1.0	0.0	0.0
Курская область	персонал; Государственные, Муниципальные	профессора / 13	176.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	10.0	7.0	26.0	14.0	16.0	8.0	20.0	8.0	26.0	10.0	76.0	22.0
Курская область	персонал; Государственные, Муниципальные	специалисты высшего уровня квалификации: разработчики и аналитики программного обеспечения  и приложений / 27	18.0	6.0	1.0	5.0	0.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Курская область	персонал; Государственные, Муниципальные	специалисты по базам данных и сетям / 28	9.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	6.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	персонал; Государственные, Муниципальные	специалисты среднего уровня квалификации: специалисты-техники по эксплуатации ИКТ и по поддержке  пользователей ИКТ / 32	23.0	1.0	0.0	2.0	0.0	7.0	4.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	0.0	3.0	2.0	3.0	3.0	2.0	1.0
Курская область	персонал; Государственные, Муниципальные	специалисты-техники по телекоммуникациям и радиовещанию / 33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	персонал; Государственные, Муниципальные	старшие преподаватели / 15	117.0	0.0	0.0	7.0	4.0	26.0	18.0	26.0	18.0	17.0	16.0	13.0	10.0	10.0	7.0	3.0	2.0	7.0	2.0	8.0	5.0
Курская область	персонал; Государственные, Муниципальные	техники-электроники / 34	4.0	1.0	0.0	1.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	персонал; Государственные, Муниципальные	учебно-вспомогательный персонал / 23	639.0	100.0	81.0	79.0	63.0	65.0	57.0	78.0	75.0	53.0	50.0	60.0	57.0	45.0	41.0	52.0	50.0	52.0	48.0	55.0	45.0
Курская область	персонал; Частные	Из общей численности работников (стр. 01) специалисты по информационным и коммуникационным технологиям – всего (сумма строк 26 - 35) / 25	7.0	2.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Курская область	персонал; Частные	Из стр.01 – исследователи / 36	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	персонал; Частные	Численность работников - всего (сумма строк 02, 07, 19-24) / 01	180.0	4.0	3.0	3.0	3.0	14.0	10.0	19.0	13.0	32.0	21.0	29.0	20.0	20.0	12.0	11.0	9.0	20.0	15.0	28.0	19.0
Курская область	персонал; Частные	административно-хозяйственный персонал / 21	16.0	0.0	0.0	1.0	1.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	0.0	2.0	1.0	0.0	0.0	4.0	4.0	3.0	3.0
Курская область	персонал; Частные	ассистенты / 17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	персонал; Частные	в том числе:  профессорско-преподавательский состав - всего: / 08	80.0	0.0	0.0	0.0	0.0	3.0	1.0	9.0	7.0	22.0	14.0	18.0	13.0	8.0	5.0	3.0	2.0	5.0	3.0	12.0	5.0
Курская область	персонал; Частные	в том числе:  руководители служб и подразделений в сфере  информационно-коммуникационных технологий / 26	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	персонал; Частные	в том числе:  руководящий персонал - всего / 02	22.0	1.0	1.0	0.0	0.0	3.0	3.0	3.0	2.0	4.0	2.0	0.0	0.0	5.0	2.0	2.0	2.0	2.0	1.0	2.0	1.0
Курская область	персонал; Частные	в том числе: деканы факультетов / 10	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0
Курская область	персонал; Частные	графические и мультимедийные дизайнеры / 31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	персонал; Частные	директор филиала / 06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
Курская область	персонал; Частные	директора институтов / 12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	персонал; Частные	доценты / 14	43.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	5.0	12.0	7.0	11.0	8.0	4.0	4.0	1.0	1.0	3.0	2.0	6.0	4.0
Курская область	персонал; Частные	заведующие кафедрами / 11	8.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	3.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0
Курская область	персонал; Частные	из них профессорско-преподавательский состав,  осуществляющий образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, специалитета, магистратуры  (сумма строк 10-17) / 09	80.0	0.0	0.0	0.0	0.0	3.0	1.0	9.0	7.0	22.0	14.0	18.0	13.0	8.0	5.0	3.0	2.0	5.0	3.0	12.0	5.0
Курская область	персонал; Частные	из них:  ректор / 03	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
Курская область	персонал; Частные	инженерно-технический персонал / 20	12.0	2.0	1.0	0.0	0.0	1.0	0.0	3.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0
Курская область	персонал; Частные	инженеры по телекоммуникациям / 30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	персонал; Частные	инженеры-электроники / 29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	персонал; Частные	иные педагогические работники / 18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	персонал; Частные	квалифицированные рабочие: монтажники и ремонтники электронного и  телекоммуникационного оборудования / 35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	персонал; Частные	научные работники / 19	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	персонал; Частные	обслуживающий персонал / 24	18.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0	3.0	1.0	1.0	1.0	1.0	5.0	4.0	5.0	5.0
Курская область	персонал; Частные	педагогические работники - всего (сумма строк 08,18): / 07	80.0	0.0	0.0	0.0	0.0	3.0	1.0	9.0	7.0	22.0	14.0	18.0	13.0	8.0	5.0	3.0	2.0	5.0	3.0	12.0	5.0
Курская область	персонал; Частные	президент / 04	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
Курская область	персонал; Частные	преподаватели / 16	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	персонал; Частные	производственный персонал / 22	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
Курская область	персонал; Частные	проректоры / 05	8.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	3.0	1.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	персонал; Частные	профессора / 13	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
Курская область	персонал; Частные	специалисты высшего уровня квалификации: разработчики и аналитики программного обеспечения  и приложений / 27	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	персонал; Частные	специалисты по базам данных и сетям / 28	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	персонал; Частные	специалисты среднего уровня квалификации: специалисты-техники по эксплуатации ИКТ и по поддержке  пользователей ИКТ / 32	3.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Курская область	персонал; Частные	специалисты-техники по телекоммуникациям и радиовещанию / 33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	персонал; Частные	старшие преподаватели / 15	10.0	0.0	0.0	0.0	0.0	3.0	1.0	2.0	2.0	2.0	1.0	2.0	2.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
Курская область	персонал; Частные	техники-электроники / 34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	персонал; Частные	учебно-вспомогательный персонал / 23	27.0	1.0	1.0	2.0	2.0	4.0	3.0	1.0	1.0	3.0	2.0	3.0	2.0	2.0	2.0	4.0	3.0	3.0	3.0	4.0	4.0
Ленинградская область	персонал; Государственные, Муниципальные	Из общей численности работников (стр. 01) специалисты по информационным и коммуникационным технологиям – всего (сумма строк 26 - 35) / 25	8.0	0.0	0.0	2.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
Ленинградская область	персонал; Государственные, Муниципальные	Из стр.01 – исследователи / 36	30.0	0.0	0.0	1.0	1.0	2.0	2.0	4.0	4.0	6.0	6.0	6.0	6.0	3.0	3.0	2.0	2.0	4.0	3.0	2.0	0.0
Ленинградская область	персонал; Государственные, Муниципальные	Численность работников - всего (сумма строк 02, 07, 19-24) / 01	679.0	20.0	16.0	46.0	34.0	56.0	43.0	71.0	55.0	75.0	61.0	92.0	71.0	79.0	56.0	76.0	49.0	72.0	48.0	92.0	54.0
Ленинградская область	персонал; Государственные, Муниципальные	административно-хозяйственный персонал / 21	53.0	3.0	3.0	1.0	1.0	5.0	5.0	9.0	9.0	7.0	7.0	8.0	7.0	9.0	7.0	4.0	3.0	4.0	3.0	3.0	3.0
Ленинградская область	персонал; Государственные, Муниципальные	ассистенты / 17	5.0	0.0	0.0	3.0	3.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ленинградская область	персонал; Государственные, Муниципальные	в том числе:  профессорско-преподавательский состав - всего: / 08	271.0	0.0	0.0	14.0	10.0	12.0	9.0	24.0	16.0	41.0	31.0	38.0	30.0	28.0	20.0	27.0	15.0	31.0	18.0	56.0	23.0
Ленинградская область	персонал; Государственные, Муниципальные	в том числе:  руководители служб и подразделений в сфере  информационно-коммуникационных технологий / 26	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Ленинградская область	персонал; Государственные, Муниципальные	в том числе:  руководящий персонал - всего / 02	45.0	0.0	0.0	1.0	1.0	1.0	1.0	6.0	5.0	4.0	4.0	11.0	9.0	10.0	6.0	5.0	4.0	5.0	4.0	2.0	2.0
Ленинградская область	персонал; Государственные, Муниципальные	в том числе: деканы факультетов / 10	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
Ленинградская область	персонал; Государственные, Муниципальные	графические и мультимедийные дизайнеры / 31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ленинградская область	персонал; Государственные, Муниципальные	директор филиала / 06	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	4.0	3.0	2.0	2.0	0.0	0.0	0.0	0.0
Ленинградская область	персонал; Государственные, Муниципальные	директора институтов / 12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ленинградская область	персонал; Государственные, Муниципальные	доценты / 14	134.0	0.0	0.0	3.0	1.0	5.0	3.0	8.0	5.0	21.0	16.0	22.0	18.0	17.0	12.0	19.0	11.0	15.0	10.0	24.0	12.0
Ленинградская область	персонал; Государственные, Муниципальные	заведующие кафедрами / 11	19.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	2.0	0.0	6.0	3.0	3.0	2.0	2.0	1.0	3.0	1.0	1.0	1.0
Ленинградская область	персонал; Государственные, Муниципальные	из них профессорско-преподавательский состав,  осуществляющий образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, специалитета, магистратуры  (сумма строк 10-17) / 09	271.0	0.0	0.0	14.0	10.0	12.0	9.0	24.0	16.0	41.0	31.0	38.0	30.0	28.0	20.0	27.0	15.0	31.0	18.0	56.0	23.0
Ленинградская область	персонал; Государственные, Муниципальные	из них:  ректор / 03	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ленинградская область	персонал; Государственные, Муниципальные	инженерно-технический персонал / 20	8.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0
Ленинградская область	персонал; Государственные, Муниципальные	инженеры по телекоммуникациям / 30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ленинградская область	персонал; Государственные, Муниципальные	инженеры-электроники / 29	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ленинградская область	персонал; Государственные, Муниципальные	иные педагогические работники / 18	10.0	1.0	1.0	3.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0
Ленинградская область	персонал; Государственные, Муниципальные	квалифицированные рабочие: монтажники и ремонтники электронного и  телекоммуникационного оборудования / 35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ленинградская область	персонал; Государственные, Муниципальные	научные работники / 19	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Ленинградская область	персонал; Государственные, Муниципальные	обслуживающий персонал / 24	173.0	4.0	2.0	10.0	8.0	21.0	15.0	12.0	9.0	8.0	7.0	20.0	14.0	18.0	12.0	31.0	19.0	25.0	18.0	24.0	21.0
Ленинградская область	персонал; Государственные, Муниципальные	педагогические работники - всего (сумма строк 08,18): / 07	281.0	1.0	1.0	17.0	10.0	15.0	9.0	24.0	16.0	41.0	31.0	38.0	30.0	30.0	22.0	27.0	15.0	31.0	18.0	57.0	24.0
Ленинградская область	персонал; Государственные, Муниципальные	президент / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ленинградская область	персонал; Государственные, Муниципальные	преподаватели / 16	10.0	0.0	0.0	6.0	5.0	0.0	0.0	2.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ленинградская область	персонал; Государственные, Муниципальные	производственный персонал / 22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ленинградская область	персонал; Государственные, Муниципальные	проректоры / 05	4.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ленинградская область	персонал; Государственные, Муниципальные	профессора / 13	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	2.0	3.0	0.0	4.0	1.0	22.0	4.0
Ленинградская область	персонал; Государственные, Муниципальные	специалисты высшего уровня квалификации: разработчики и аналитики программного обеспечения  и приложений / 27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ленинградская область	персонал; Государственные, Муниципальные	специалисты по базам данных и сетям / 28	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ленинградская область	персонал; Государственные, Муниципальные	специалисты среднего уровня квалификации: специалисты-техники по эксплуатации ИКТ и по поддержке  пользователей ИКТ / 32	3.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Ленинградская область	персонал; Государственные, Муниципальные	специалисты-техники по телекоммуникациям и радиовещанию / 33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ленинградская область	персонал; Государственные, Муниципальные	старшие преподаватели / 15	67.0	0.0	0.0	2.0	1.0	5.0	4.0	12.0	9.0	15.0	12.0	8.0	7.0	5.0	4.0	3.0	3.0	8.0	5.0	9.0	6.0
Ленинградская область	персонал; Государственные, Муниципальные	техники-электроники / 34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ленинградская область	персонал; Государственные, Муниципальные	учебно-вспомогательный персонал / 23	114.0	12.0	10.0	16.0	14.0	14.0	13.0	18.0	16.0	15.0	12.0	11.0	9.0	11.0	9.0	8.0	8.0	5.0	5.0	4.0	4.0
Липецкая область	персонал; Государственные, Муниципальные	Из общей численности работников (стр. 01) специалисты по информационным и коммуникационным технологиям – всего (сумма строк 26 - 35) / 25	42.0	13.0	0.0	6.0	1.0	4.0	0.0	5.0	0.0	5.0	1.0	3.0	1.0	0.0	0.0	0.0	0.0	5.0	1.0	1.0	1.0
Липецкая область	персонал; Государственные, Муниципальные	Из стр.01 – исследователи / 36	57.0	3.0	3.0	3.0	1.0	5.0	5.0	7.0	5.0	13.0	8.0	6.0	3.0	1.0	0.0	8.0	3.0	6.0	3.0	5.0	1.0
Липецкая область	персонал; Государственные, Муниципальные	Численность работников - всего (сумма строк 02, 07, 19-24) / 01	1660.0	95.0	57.0	81.0	49.0	119.0	72.0	170.0	115.0	242.0	160.0	223.0	172.0	203.0	162.0	206.0	153.0	134.0	75.0	187.0	75.0
Липецкая область	персонал; Государственные, Муниципальные	административно-хозяйственный персонал / 21	144.0	15.0	12.0	5.0	4.0	18.0	14.0	20.0	17.0	18.0	15.0	19.0	19.0	17.0	16.0	17.0	17.0	8.0	8.0	7.0	7.0
Липецкая область	персонал; Государственные, Муниципальные	ассистенты / 17	12.0	1.0	1.0	7.0	5.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
