region	tags	indicator	Численность студентов 1 курса / всего / 5	Численность студентов 1 курса / из них лица с ОВЗ, инвалиды, дети-инвалиды / 6	Численность студентов 2 курса / всего / 7	Численность студентов 2 курса / из них лица с ОВЗ, инвалиды, дети-инвалиды / 8	Численность студентов 3 курса / всего / 9	Численность студентов 3 курса / из них лица с ОВЗ, инвалиды, дети-инвалиды / 10	Численность студентов 4 курса / всего / 11	Численность студентов 4 курса / из них лица с ОВЗ, инвалиды, дети-инвалиды / 12	Численность студентов 5 курса / всего / 13	Численность студентов 5 курса / из них лица с ОВЗ, инвалиды, дети-инвалиды / 14	Численность студентов 6 курса / всего / 15	Численность студентов 6 курса / из них лица с ОВЗ, инвалиды, дети-инвалиды / 16	Численность студентов 7 курса / всего / 17	Численность студентов 7 курса / из них лица с ОВЗ, инвалиды, дети-инвалиды / 18	Итого студентов на всех курсах / всего (сумма гр. 5, 7, 9, 11, 13, 15, 17) / 19	Итого студентов на всех курсах / из них лица с ОВЗ, инвалиды, дети-инвалиды (сумма гр. 6, 8, 10, 12, 14, 16, 18) / 20	Из общей численности студентов (из гр. 19) / женщины / 21	Из общей численности студентов (из гр. 19) / граждане стран СНГ / 22
Алтайский край	Государственные, Муниципальные; заочная	Всего по программам бакалавриата, специалитета и магистратуры (сумма строк 01, 02, 03) / 04 / 0 / 0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
Алтайский край	Государственные, Муниципальные; заочная	Гостиничное дело / 01 / 1 / 43.03.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; заочная	Лингвистика / 01 / 1 / 45.03.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; заочная	Лингвистика / 03 / 1 / 45.04.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; заочная	Обучаются второй год на данном курсе, включая находящихся в академическом отпуске: из строки 01 / 05 / 0 / 0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; заочная	Обучаются второй год на данном курсе, включая находящихся в академическом отпуске: из строки 02 / 06 / 0 / 0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; заочная	Обучаются второй год на данном курсе, включая находящихся в академическом отпуске: из строки 03 / 07 / 0 / 0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; заочная	Обучаются по программам, которые содержат в рамках соответствующего курса обучения отдельные дисциплины (модули) в формате онлайн-курсов: из них с использованием онлайн-курсов сторонних организаций, осуществляющих образовательную деятельность / 09 / 0 / 0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; заочная	Обучаются по программам, которые содержат в рамках соответствующего курса обучения отдельные дисциплины (модули) в формате онлайн-курсов: из них с использованием онлайн-курсов сторонних организаций, осуществляющих образовательную деятельность / 11 / 0 / 0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; заочная	Обучаются по программам, которые содержат в рамках соответствующего курса обучения отдельные дисциплины (модули) в формате онлайн-курсов: из них с использованием онлайн-курсов сторонних организаций, осуществляющих образовательную деятельность / 13 / 0 / 0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; заочная	Обучаются по программам, которые содержат в рамках соответствующего курса обучения отдельные дисциплины (модули) в формате онлайн-курсов: из строки 01 / 08 / 0 / 0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; заочная	Обучаются по программам, которые содержат в рамках соответствующего курса обучения отдельные дисциплины (модули) в формате онлайн-курсов: из строки 02 / 10 / 0 / 0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; заочная	Обучаются по программам, которые содержат в рамках соответствующего курса обучения отдельные дисциплины (модули) в формате онлайн-курсов: из строки 03 / 12 / 0 / 0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; заочная	Педагогика и психология девиантного поведения / 02 / 1 / 44.05.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; заочная	Педагогическое образование (с двумя профилями подготовки) / 01 / 1 / 44.03.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
Алтайский край	Государственные, Муниципальные; заочная	Педагогическое образование / 01 / 1 / 44.03.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; заочная	Педагогическое образование / 03 / 1 / 44.04.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; заочная	Прикладная информатика / 01 / 1 / 09.03.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; заочная	Прикладная информатика / 03 / 1 / 09.04.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; заочная	Прикладная математика / 01 / 1 / 01.03.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; заочная	Программы бакалавриата - всего / 01 / 0 / 0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
Алтайский край	Государственные, Муниципальные; заочная	Программы магистратуры - всего / 03 / 0 / 0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; заочная	Программы специалитета - всего / 02 / 0 / 0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; заочная	Психолого-педагогическое образование / 01 / 1 / 44.03.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; заочная	Психолого-педагогическое образование / 03 / 1 / 44.04.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; заочная	Специальное (дефектологическое) образование / 01 / 1 / 44.03.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; заочная	Специальное (дефектологическое) образование / 03 / 1 / 44.04.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; заочная	Туризм / 01 / 1 / 43.03.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Актерское искусство / 02 / 1 / 52.05.01	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	3.0	3.0
Алтайский край	Государственные, Муниципальные; очная	Биотехнология / 01 / 1 / 19.03.01	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Всего по программам бакалавриата, специалитета и магистратуры (сумма строк 01, 02, 03) / 04 / 0 / 0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	91.0	0.0	33.0	24.0
Алтайский край	Государственные, Муниципальные; очная	Гостиничное дело / 01 / 1 / 43.03.03	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Декоративно-прикладное искусство и народные промыслы / 01 / 1 / 54.03.02	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0
Алтайский край	Государственные, Муниципальные; очная	Дизайн / 01 / 1 / 54.03.01	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Зарубежное регионоведение / 03 / 1 / 41.04.01	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Информатика и вычислительная техника / 01 / 1 / 09.03.01	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Информатика и вычислительная техника / 03 / 1 / 09.04.01	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Информационная безопасность / 01 / 1 / 10.03.01	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Информационная безопасность / 03 / 1 / 10.04.01	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0
Алтайский край	Государственные, Муниципальные; очная	История / 03 / 1 / 46.04.01	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Клиническая психология / 02 / 1 / 37.05.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0
Алтайский край	Государственные, Муниципальные; очная	Конструкторско-технологическое обеспечение машиностроительных производств / 01 / 1 / 15.03.05	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Лечебное дело / 02 / 1 / 31.05.01	4.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	1.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Лингвистика / 01 / 1 / 45.03.02	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Лингвистика / 03 / 1 / 45.04.02	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Математика и компьютерные науки / 01 / 1 / 02.03.01	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Медиакоммуникации / 01 / 1 / 42.03.05	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Международные отношения / 01 / 1 / 41.03.05	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Международные отношения / 03 / 1 / 41.04.05	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	1.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Менеджмент / 01 / 1 / 38.03.02	4.0	0.0	3.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	4.0	6.0
Алтайский край	Государственные, Муниципальные; очная	Обучаются второй год на данном курсе, включая находящихся в академическом отпуске: из строки 01 / 05 / 0 / 0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Обучаются второй год на данном курсе, включая находящихся в академическом отпуске: из строки 02 / 06 / 0 / 0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Обучаются второй год на данном курсе, включая находящихся в академическом отпуске: из строки 03 / 07 / 0 / 0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Обучаются по программам, которые содержат в рамках соответствующего курса обучения отдельные дисциплины (модули) в формате онлайн-курсов: из них с использованием онлайн-курсов сторонних организаций, осуществляющих образовательную деятельность / 09 / 0 / 0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Обучаются по программам, которые содержат в рамках соответствующего курса обучения отдельные дисциплины (модули) в формате онлайн-курсов: из них с использованием онлайн-курсов сторонних организаций, осуществляющих образовательную деятельность / 11 / 0 / 0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Обучаются по программам, которые содержат в рамках соответствующего курса обучения отдельные дисциплины (модули) в формате онлайн-курсов: из них с использованием онлайн-курсов сторонних организаций, осуществляющих образовательную деятельность / 13 / 0 / 0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Обучаются по программам, которые содержат в рамках соответствующего курса обучения отдельные дисциплины (модули) в формате онлайн-курсов: из строки 01 / 08 / 0 / 0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Обучаются по программам, которые содержат в рамках соответствующего курса обучения отдельные дисциплины (модули) в формате онлайн-курсов: из строки 02 / 10 / 0 / 0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Обучаются по программам, которые содержат в рамках соответствующего курса обучения отдельные дисциплины (модули) в формате онлайн-курсов: из строки 03 / 12 / 0 / 0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Педагогика и психология девиантного поведения / 02 / 1 / 44.05.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Педагогическое образование (с двумя профилями подготовки) / 01 / 1 / 44.03.05	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0
Алтайский край	Государственные, Муниципальные; очная	Педагогическое образование / 01 / 1 / 44.03.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Педагогическое образование / 03 / 1 / 44.04.01	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	1.0
Алтайский край	Государственные, Муниципальные; очная	Прикладная информатика / 01 / 1 / 09.03.03	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Прикладная информатика / 03 / 1 / 09.04.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Прикладная математика / 01 / 1 / 01.03.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Прикладная математика и информатика / 01 / 1 / 01.03.02	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Программная инженерия / 01 / 1 / 09.03.04	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0
Алтайский край	Государственные, Муниципальные; очная	Программы бакалавриата - всего / 01 / 0 / 0	33.0	0.0	10.0	0.0	4.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.0	0.0	21.0	17.0
Алтайский край	Государственные, Муниципальные; очная	Программы магистратуры - всего / 03 / 0 / 0	9.0	0.0	11.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	5.0	3.0
Алтайский край	Государственные, Муниципальные; очная	Программы специалитета - всего / 02 / 0 / 0	10.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	15.0	0.0	7.0	4.0
Алтайский край	Государственные, Муниципальные; очная	Продукты питания из растительного сырья / 01 / 1 / 19.03.02	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0
Алтайский край	Государственные, Муниципальные; очная	Психология / 01 / 1 / 37.03.01	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Психолого-педагогическое образование / 01 / 1 / 44.03.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Психолого-педагогическое образование / 03 / 1 / 44.04.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Реклама и связи с общественностью / 03 / 1 / 42.04.01	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Специальное (дефектологическое) образование / 01 / 1 / 44.03.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Специальное (дефектологическое) образование / 03 / 1 / 44.04.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Стоматология / 02 / 1 / 31.05.03	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Строительство / 01 / 1 / 08.03.01	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Строительство уникальных зданий и сооружений / 02 / 1 / 08.05.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Туризм / 01 / 1 / 43.03.02	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Фармация / 02 / 1 / 33.05.01	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Физическая культура / 01 / 1 / 49.03.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Филология / 03 / 1 / 45.04.01	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Химическая технология / 03 / 1 / 18.04.01	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Хореографическое искусство / 01 / 1 / 52.03.01	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0
Алтайский край	Государственные, Муниципальные; очная	Экология и природопользование / 01 / 1 / 05.03.06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Экология и природопользование / 03 / 1 / 05.04.06	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
Алтайский край	Государственные, Муниципальные; очная	Экономика / 01 / 1 / 38.03.01	10.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	4.0	6.0
Алтайский край	Государственные, Муниципальные; очная	Экономика / 03 / 1 / 38.04.01	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Электроэнергетика и электротехника / 01 / 1 / 13.03.02	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Электроэнергетика и электротехника / 03 / 1 / 13.04.02	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Юриспруденция / 01 / 1 / 40.03.01	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Алтайский край	очная; Частные	Всего по программам бакалавриата, специалитета и магистратуры (сумма строк 01, 02, 03) / 04 / 0 / 0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	очная; Частные	Обучаются второй год на данном курсе, включая находящихся в академическом отпуске: из строки 01 / 05 / 0 / 0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	очная; Частные	Обучаются второй год на данном курсе, включая находящихся в академическом отпуске: из строки 02 / 06 / 0 / 0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	очная; Частные	Обучаются второй год на данном курсе, включая находящихся в академическом отпуске: из строки 03 / 07 / 0 / 0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	очная; Частные	Обучаются по программам, которые содержат в рамках соответствующего курса обучения отдельные дисциплины (модули) в формате онлайн-курсов: из них с использованием онлайн-курсов сторонних организаций, осуществляющих образовательную деятельность / 09 / 0 / 0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	очная; Частные	Обучаются по программам, которые содержат в рамках соответствующего курса обучения отдельные дисциплины (модули) в формате онлайн-курсов: из них с использованием онлайн-курсов сторонних организаций, осуществляющих образовательную деятельность / 11 / 0 / 0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	очная; Частные	Обучаются по программам, которые содержат в рамках соответствующего курса обучения отдельные дисциплины (модули) в формате онлайн-курсов: из них с использованием онлайн-курсов сторонних организаций, осуществляющих образовательную деятельность / 13 / 0 / 0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	очная; Частные	Обучаются по программам, которые содержат в рамках соответствующего курса обучения отдельные дисциплины (модули) в формате онлайн-курсов: из строки 01 / 08 / 0 / 0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
