region	tags	indicator	Численность студентов 1 курса / всего / 5	Численность студентов 1 курса / из них лица с ОВЗ, инвалиды, дети-инвалиды / 6	Численность студентов 2 курса / всего / 7	Численность студентов 2 курса / из них лица с ОВЗ, инвалиды, дети-инвалиды / 8	Численность студентов 3 курса / всего / 9	Численность студентов 3 курса / из них лица с ОВЗ, инвалиды, дети-инвалиды / 10	Численность студентов 4 курса / всего / 11	Численность студентов 4 курса / из них лица с ОВЗ, инвалиды, дети-инвалиды / 12	Численность студентов 5 курса / всего / 13	Численность студентов 5 курса / из них лица с ОВЗ, инвалиды, дети-инвалиды / 14	Численность студентов 6 курса / всего / 15	Численность студентов 6 курса / из них лица с ОВЗ, инвалиды, дети-инвалиды / 16	Численность студентов 7 курса / всего / 17	Численность студентов 7 курса / из них лица с ОВЗ, инвалиды, дети-инвалиды / 18	Итого студентов на всех курсах / всего (сумма гр. 5, 7, 9, 11, 13, 15, 17) / 19	Итого студентов на всех курсах / из них лица с ОВЗ, инвалиды, дети-инвалиды (сумма гр. 6, 8, 10, 12, 14, 16, 18) / 20	Из общей численности студентов (из гр. 19) / женщины / 21	Из общей численности студентов (из гр. 19) / граждане стран СНГ / 22
Российская Федерация	Государственные, Муниципальные; очная	Техническая физика / 03 / 1 / 16.04.01	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0
Российская Федерация	Государственные, Муниципальные; очная	Техническая эксплуатация авиационных электросистем и пилотажно-навигационных комплексов / 01 / 1 / 25.03.02	3.0	0.0	1.0	0.0	5.0	0.0	8.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	2.0	3.0
Российская Федерация	Государственные, Муниципальные; очная	Техническая эксплуатация летательных аппаратов и двигателей / 01 / 1 / 25.03.01	20.0	0.0	14.0	0.0	15.0	0.0	20.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	96.0	0.0	7.0	26.0
Российская Федерация	Государственные, Муниципальные; очная	Техническая эксплуатация летательных аппаратов и двигателей / 03 / 1 / 25.04.01	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0
Российская Федерация	Государственные, Муниципальные; очная	Технологии и проектирование текстильных изделий / 01 / 1 / 29.03.02	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0
Российская Федерация	Государственные, Муниципальные; очная	Технологические машины и оборудование / 01 / 1 / 15.03.02	13.0	0.0	9.0	0.0	6.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	0.0	1.0	10.0
Российская Федерация	Государственные, Муниципальные; очная	Технологические машины и оборудование / 03 / 1 / 15.04.02	9.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	1.0	4.0
Российская Федерация	Государственные, Муниципальные; очная	Технология геологической разведки / 02 / 1 / 21.05.03	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	3.0	0.0
Российская Федерация	Государственные, Муниципальные; очная	Технология изделий легкой промышленности / 01 / 1 / 29.03.01	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	2.0	2.0
Российская Федерация	Государственные, Муниципальные; очная	Технология изделий легкой промышленности / 03 / 1 / 29.04.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, Муниципальные; очная	Технология лесозаготовительных и деревоперерабатывающих производств / 01 / 1 / 35.03.02	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0
Российская Федерация	Государственные, Муниципальные; очная	Технология полиграфического и упаковочного производства / 01 / 1 / 29.03.03	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	5.0
Российская Федерация	Государственные, Муниципальные; очная	Технология полиграфического и упаковочного производства / 03 / 1 / 29.04.03	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	1.0
Российская Федерация	Государственные, Муниципальные; очная	Технология продукции и организация общественного питания / 01 / 1 / 19.03.04	17.0	0.0	7.0	0.0	3.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	21.0	15.0
Российская Федерация	Государственные, Муниципальные; очная	Технология продукции и организация общественного питания / 03 / 1 / 19.04.04	6.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	5.0	1.0
Российская Федерация	Государственные, Муниципальные; очная	Технология производства и переработки сельскохозяйственной продукции / 01 / 1 / 35.03.07	2.0	0.0	6.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	3.0	3.0
Российская Федерация	Государственные, Муниципальные; очная	Технология транспортных процессов / 01 / 1 / 23.03.01	36.0	0.0	30.0	0.0	9.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	96.0	0.0	16.0	48.0
Российская Федерация	Государственные, Муниципальные; очная	Технология транспортных процессов / 03 / 1 / 23.04.01	4.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	3.0	2.0
Российская Федерация	Государственные, Муниципальные; очная	Технология художественного оформления спектакля / 01 / 1 / 52.03.04	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
Российская Федерация	Государственные, Муниципальные; очная	Технология художественной обработки материалов / 01 / 1 / 29.03.04	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0
Российская Федерация	Государственные, Муниципальные; очная	Техносферная безопасность / 01 / 1 / 20.03.01	10.0	0.0	1.0	0.0	1.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	6.0	12.0
Российская Федерация	Государственные, Муниципальные; очная	Техносферная безопасность / 03 / 1 / 20.04.01	12.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	5.0	2.0
Российская Федерация	Государственные, Муниципальные; очная	Товароведение / 01 / 1 / 38.03.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, Муниципальные; очная	Товароведение / 03 / 1 / 38.04.07	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0
Российская Федерация	Государственные, Муниципальные; очная	Торговое дело / 01 / 1 / 38.03.06	53.0	0.0	15.0	0.0	15.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	97.0	0.0	50.0	24.0
Российская Федерация	Государственные, Муниципальные; очная	Торговое дело / 03 / 1 / 38.04.06	9.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	3.0	2.0
Российская Федерация	Государственные, Муниципальные; очная	Транспортные средства специального назначения / 02 / 1 / 23.05.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, Муниципальные; очная	Туризм / 01 / 1 / 43.03.02	81.0	0.0	93.0	0.0	89.0	0.0	76.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	339.0	0.0	229.0	93.0
Российская Федерация	Государственные, Муниципальные; очная	Туризм / 03 / 1 / 43.04.02	37.0	0.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.0	0.0	50.0	30.0
Российская Федерация	Государственные, Муниципальные; очная	Управление в технических системах / 01 / 1 / 27.03.04	18.0	0.0	6.0	0.0	12.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.0	0.0	12.0	19.0
Российская Федерация	Государственные, Муниципальные; очная	Управление в технических системах / 03 / 1 / 27.04.04	25.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0	0.0	9.0	9.0
Российская Федерация	Государственные, Муниципальные; очная	Управление водным транспортом и гидрографическое обеспечение судоходства / 01 / 1 / 26.03.01	2.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	1.0	1.0
Российская Федерация	Государственные, Муниципальные; очная	Управление водным транспортом и гидрографическое обеспечение судоходства / 03 / 1 / 26.04.01	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Российская Федерация	Государственные, Муниципальные; очная	Управление качеством / 01 / 1 / 27.03.02	6.0	0.0	2.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	6.0	4.0
Российская Федерация	Государственные, Муниципальные; очная	Управление качеством / 03 / 1 / 27.04.02	6.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	8.0	7.0
Российская Федерация	Государственные, Муниципальные; очная	Управление персоналом / 01 / 1 / 38.03.03	51.0	0.0	22.0	0.0	22.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	115.0	0.0	86.0	54.0
Российская Федерация	Государственные, Муниципальные; очная	Управление персоналом / 03 / 1 / 38.04.03	33.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.0	0.0	36.0	14.0
Российская Федерация	Государственные, Муниципальные; очная	Фармация / 02 / 1 / 33.05.01	84.0	0.0	51.0	0.0	48.0	0.0	27.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	243.0	0.0	151.0	53.0
Российская Федерация	Государственные, Муниципальные; очная	Физика / 01 / 1 / 03.03.02	34.0	0.0	28.0	0.0	33.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	105.0	0.0	27.0	26.0
Российская Федерация	Государственные, Муниципальные; очная	Физика / 03 / 1 / 03.04.02	18.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	11.0	8.0
Российская Федерация	Государственные, Муниципальные; очная	Физическая культура / 01 / 1 / 49.03.01	45.0	0.0	10.0	0.0	9.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.0	0.0	24.0	37.0
Российская Федерация	Государственные, Муниципальные; очная	Физическая культура / 03 / 1 / 49.04.01	10.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	4.0	2.0
Российская Федерация	Государственные, Муниципальные; очная	Физическая культура для лиц с отклонениями в состоянии здоровья (адаптивная физическая культура) / 01 / 1 / 49.03.02	4.0	0.0	2.0	0.0	2.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	1.0	7.0	6.0
Российская Федерация	Государственные, Муниципальные; очная	Физическая культура для лиц с отклонениями в состоянии здоровья (адаптивная физическая культура) / 03 / 1 / 49.04.02	4.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
Российская Федерация	Государственные, Муниципальные; очная	Физические процессы горного или нефтегазового производства / 02 / 1 / 21.05.05	2.0	0.0	2.0	0.0	2.0	0.0	3.0	0.0	9.0	0.0	6.0	0.0	0.0	0.0	24.0	0.0	1.0	6.0
Российская Федерация	Государственные, Муниципальные; очная	Филология / 01 / 1 / 45.03.01	152.0	1.0	72.0	0.0	82.0	0.0	79.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	389.0	1.0	276.0	146.0
Российская Федерация	Государственные, Муниципальные; очная	Филология / 03 / 1 / 45.04.01	147.0	0.0	148.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	295.0	0.0	205.0	42.0
Российская Федерация	Государственные, Муниципальные; очная	Философия / 01 / 1 / 47.03.01	9.0	0.0	10.0	0.0	8.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	14.0	21.0
Российская Федерация	Государственные, Муниципальные; очная	Философия / 03 / 1 / 47.04.01	11.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	11.0	12.0
Российская Федерация	Государственные, Муниципальные; очная	Финансы и кредит / 03 / 1 / 38.04.08	78.0	0.0	64.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	142.0	0.0	65.0	54.0
Российская Федерация	Государственные, Муниципальные; очная	Фотоника и оптоинформатика / 01 / 1 / 12.03.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, Муниципальные; очная	Фундаментальная и прикладная лингвистика / 01 / 1 / 45.03.03	8.0	0.0	9.0	0.0	2.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	17.0	21.0
Российская Федерация	Государственные, Муниципальные; очная	Фундаментальная и прикладная лингвистика / 03 / 1 / 45.04.03	17.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	21.0	10.0
Российская Федерация	Государственные, Муниципальные; очная	Фундаментальная и прикладная химия / 02 / 1 / 04.05.01	7.0	0.0	1.0	0.0	3.0	0.0	2.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	17.0	0.0	9.0	7.0
Российская Федерация	Государственные, Муниципальные; очная	Фундаментальная информатика и информационные технологии / 01 / 1 / 02.03.02	124.0	0.0	32.0	0.0	18.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	191.0	0.0	32.0	84.0
Российская Федерация	Государственные, Муниципальные; очная	Фундаментальная информатика и информационные технологии / 03 / 1 / 02.04.02	35.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.0	0.0	11.0	10.0
Российская Федерация	Государственные, Муниципальные; очная	Фундаментальные математика и механика / 02 / 1 / 01.05.01	2.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	2.0	3.0
Российская Федерация	Государственные, Муниципальные; очная	Химическая технология / 01 / 1 / 18.03.01	27.0	0.0	29.0	0.0	19.0	0.0	40.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	117.0	0.0	56.0	45.0
Российская Федерация	Государственные, Муниципальные; очная	Химическая технология / 03 / 1 / 18.04.01	21.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.0	0.0	20.0	15.0
Российская Федерация	Государственные, Муниципальные; очная	Химическая технология материалов современной энергетики / 02 / 1 / 18.05.02	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
Российская Федерация	Государственные, Муниципальные; очная	Химическая технология энергонасыщенных материалов и изделий / 02 / 1 / 18.05.01	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
Российская Федерация	Государственные, Муниципальные; очная	Химия / 01 / 1 / 04.03.01	55.0	0.0	29.0	0.0	28.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	130.0	0.0	72.0	79.0
Российская Федерация	Государственные, Муниципальные; очная	Химия / 03 / 1 / 04.04.01	24.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.0	0.0	18.0	16.0
Российская Федерация	Государственные, Муниципальные; очная	Химия, физика и механика материалов / 01 / 1 / 04.03.02	6.0	0.0	4.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	7.0	8.0
Российская Федерация	Государственные, Муниципальные; очная	Химия, физика и механика материалов / 03 / 1 / 04.04.02	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	2.0
Российская Федерация	Государственные, Муниципальные; очная	Холодильная, криогенная техника и системы жизнеобеспечения / 01 / 1 / 16.03.03	2.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	5.0
Российская Федерация	Государственные, Муниципальные; очная	Холодильная, криогенная техника и системы жизнеобеспечения / 03 / 1 / 16.04.03	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
Российская Федерация	Государственные, Муниципальные; очная	Хореографическое искусство / 01 / 1 / 52.03.01	17.0	0.0	18.0	0.0	8.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	0.0	38.0	24.0
Российская Федерация	Государственные, Муниципальные; очная	Хореографическое искусство / 03 / 1 / 52.04.01	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0
Российская Федерация	Государственные, Муниципальные; очная	Художественное руководство симфоническим оркестром и академическим хором / 02 / 1 / 53.05.02	5.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	3.0	7.0
Российская Федерация	Государственные, Муниципальные; очная	Экология и природопользование / 01 / 1 / 05.03.06	28.0	0.0	32.0	0.0	14.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	87.0	0.0	51.0	31.0
Российская Федерация	Государственные, Муниципальные; очная	Экология и природопользование / 03 / 1 / 05.04.06	62.0	0.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	106.0	0.0	37.0	20.0
Российская Федерация	Государственные, Муниципальные; очная	Экономика / 01 / 1 / 38.03.01	985.0	0.0	564.0	0.0	553.0	1.0	456.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2558.0	2.0	1248.0	1287.0
Российская Федерация	Государственные, Муниципальные; очная	Экономика / 03 / 1 / 38.04.01	269.0	0.0	244.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	513.0	0.0	238.0	203.0
Российская Федерация	Государственные, Муниципальные; очная	Экономическая безопасность / 02 / 1 / 38.05.01	20.0	0.0	15.0	0.0	13.0	0.0	7.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	82.0	0.0	29.0	64.0
Российская Федерация	Государственные, Муниципальные; очная	Эксплуатация аэропортов и обеспечение полетов воздушных судов / 01 / 1 / 25.03.04	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	3.0
Российская Федерация	Государственные, Муниципальные; очная	Эксплуатация воздушных судов и организация воздушного движения / 02 / 1 / 25.05.05	9.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	2.0	5.0
Российская Федерация	Государственные, Муниципальные; очная	Эксплуатация железных дорог / 02 / 1 / 23.05.04	51.0	0.0	23.0	0.0	16.0	0.0	14.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	138.0	0.0	78.0	3.0
Российская Федерация	Государственные, Муниципальные; очная	Эксплуатация судового электрооборудования и средств автоматики / 02 / 1 / 26.05.07	9.0	0.0	2.0	0.0	4.0	0.0	4.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	9.0
Российская Федерация	Государственные, Муниципальные; очная	Эксплуатация судовых энергетических установок / 02 / 1 / 26.05.06	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Российская Федерация	Государственные, Муниципальные; очная	Эксплуатация транспортно-технологических машин и комплексов / 01 / 1 / 23.03.03	24.0	0.0	15.0	0.0	4.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0	0.0	2.0	20.0
Российская Федерация	Государственные, Муниципальные; очная	Эксплуатация транспортно-технологических машин и комплексов / 03 / 1 / 23.04.03	7.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	1.0	3.0
Российская Федерация	Государственные, Муниципальные; очная	Электроника и наноэлектроника / 01 / 1 / 11.03.04	19.0	0.0	20.0	0.0	19.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	85.0	0.0	12.0	27.0
Российская Федерация	Государственные, Муниципальные; очная	Электроника и наноэлектроника / 03 / 1 / 11.04.04	21.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	6.0	5.0
Российская Федерация	Государственные, Муниципальные; очная	Электронные и оптико-электронные приборы и системы специального назначения / 02 / 1 / 12.05.01	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Российская Федерация	Государственные, Муниципальные; очная	Электроэнергетика и электротехника / 01 / 1 / 13.03.02	108.0	0.0	51.0	0.0	86.0	0.0	94.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	339.0	0.0	45.0	71.0
Российская Федерация	Государственные, Муниципальные; очная	Электроэнергетика и электротехника / 03 / 1 / 13.04.02	91.0	0.0	75.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	167.0	0.0	20.0	49.0
Российская Федерация	Государственные, Муниципальные; очная	Энергетическое машиностроение / 01 / 1 / 13.03.03	18.0	0.0	8.0	0.0	13.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0	0.0	3.0	5.0
Российская Федерация	Государственные, Муниципальные; очная	Энергетическое машиностроение / 03 / 1 / 13.04.03	13.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	6.0	0.0
Российская Федерация	Государственные, Муниципальные; очная	Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии / 01 / 1 / 18.03.02	10.0	0.0	9.0	0.0	7.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	18.0	8.0
Российская Федерация	Государственные, Муниципальные; очная	Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии / 03 / 1 / 18.04.02	3.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	4.0	1.0
Российская Федерация	Государственные, Муниципальные; очная	Юриспруденция / 01 / 1 / 40.03.01	694.0	0.0	269.0	0.0	263.0	1.0	241.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1467.0	3.0	851.0	835.0
Российская Федерация	Государственные, Муниципальные; очная	Юриспруденция / 03 / 1 / 40.04.01	198.0	1.0	182.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	380.0	1.0	196.0	256.0
Российская Федерация	Государственные, Муниципальные; очная	Ядерная энергетика и теплофизика / 01 / 1 / 14.03.01	23.0	0.0	20.0	0.0	7.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	85.0	0.0	19.0	14.0
Российская Федерация	Государственные, Муниципальные; очная	Ядерная энергетика и теплофизика / 03 / 1 / 14.04.01	12.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	4.0	5.0
Российская Федерация	Государственные, Муниципальные; очная	Ядерные реакторы и материалы / 02 / 1 / 14.05.01	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	2.0	0.0
Российская Федерация	Государственные, Муниципальные; очная	Ядерные физика и технологии / 01 / 1 / 14.03.02	33.0	0.0	38.0	0.0	55.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	158.0	0.0	46.0	32.0
Российская Федерация	Государственные, Муниципальные; очная	Ядерные физика и технологии / 03 / 1 / 14.04.02	30.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.0	0.0	4.0	9.0
Российская Федерация	Государственные, Муниципальные; очно-заочная	Автоматизация технологических процессов и производств / 01 / 1 / 15.03.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, Муниципальные; очно-заочная	Архитектура / 01 / 1 / 07.03.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, Муниципальные; очно-заочная	Архитектура / 03 / 1 / 07.04.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, Муниципальные; очно-заочная	Биология / 01 / 1 / 06.03.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, Муниципальные; очно-заочная	Всего по программам бакалавриата, специалитета и магистратуры (сумма строк 01, 02, 03) / 04 / 0 / 0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	131.0	0.0	51.0	105.0
Российская Федерация	Государственные, Муниципальные; очно-заочная	Государственное и муниципальное управление / 01 / 1 / 38.03.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, Муниципальные; очно-заочная	Государственное и муниципальное управление / 03 / 1 / 38.04.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, Муниципальные; очно-заочная	Градостроительство / 03 / 1 / 07.04.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, Муниципальные; очно-заочная	Дизайн / 01 / 1 / 54.03.01	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0
