region	tags	indicator	Число ставок по штату, единиц / 3	Фактически занято, единиц / всего / 4	Фактически занято, единиц / работниками списочного состава / 5	Численность работников на начало предыдущего учебного года (без внешних совместителей и работавших по договорам гражданско-правового характера), человек / 6	Принято работников, человек / всего / 7	Принято работников, человек / из них выпускники: / со средним профессиональ-ным образованием по программам подготовки специалистов среднего звена / 8	Принято работников, человек / из них выпускники: / с высшим образованием / 9	Выбыло работников, человек / всего / 10	Выбыло работников, человек / из них по собственному желанию / 11	Численность работников на начало отчетного учебного года (без совместителей и работающих по договорам гражданско-правового характера), человек / 12
Ярославская область	персонал; Государственные, Муниципальные	научные работники / 19	67.95	55.5	19.2	39.0	8.0	0.0	3.0	25.0	0.0	22.0
Ярославская область	персонал; Государственные, Муниципальные	обслуживающий персонал / 24	641.45	542.55	479.1	519.0	183.0	13.0	20.0	198.0	183.0	504.0
Ярославская область	персонал; Государственные, Муниципальные	педагогические работники - всего (сумма строк 08,18): / 07	2006.51	1790.48	1564.65	1724.0	138.0	0.0	73.0	131.0	70.0	1737.0
Ярославская область	персонал; Государственные, Муниципальные	президент / 04	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Ярославская область	персонал; Государственные, Муниципальные	преподаватели / 16	29.05	27.3	24.6	30.0	5.0	0.0	4.0	9.0	4.0	26.0
Ярославская область	персонал; Государственные, Муниципальные	производственный персонал / 22	21.75	17.75	15.75	16.0	4.0	0.0	0.0	5.0	2.0	16.0
Ярославская область	персонал; Государственные, Муниципальные	проректоры / 05	26.0	22.0	22.0	23.0	5.0	0.0	1.0	2.0	0.0	26.0
Ярославская область	персонал; Государственные, Муниципальные	профессора / 13	181.01	165.53	138.94	163.0	13.0	0.0	7.0	15.0	4.0	163.0
Ярославская область	персонал; Государственные, Муниципальные	специалисты высшего уровня квалификации: разработчики и аналитики программного обеспечения  и приложений / 27	51.05	36.25	30.55	36.0	8.0	1.0	2.0	10.0	10.0	34.0
Ярославская область	персонал; Государственные, Муниципальные	специалисты по базам данных и сетям / 28	10.05	6.5	6.5	10.0	0.0	0.0	0.0	3.0	3.0	7.0
Ярославская область	персонал; Государственные, Муниципальные	специалисты среднего уровня квалификации: специалисты-техники по эксплуатации ИКТ и по  поддержке пользователей ИКТ / 32	11.0	10.0	9.5	7.0	3.0	0.0	0.0	0.0	0.0	10.0
Ярославская область	персонал; Государственные, Муниципальные	специалисты-техники по телекоммуникациям и  радиовещанию / 33	3.8	3.3	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0
Ярославская область	персонал; Государственные, Муниципальные	старшие преподаватели / 15	352.49	302.9	268.2	290.0	25.0	0.0	13.0	23.0	12.0	287.0
Ярославская область	персонал; Государственные, Муниципальные	техники-электроники / 34	2.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0
Ярославская область	персонал; Государственные, Муниципальные	учебно-вспомогательный персонал / 23	785.05	668.2	560.25	631.0	106.0	7.0	49.0	120.0	100.0	613.0
Ярославская область	персонал; Частные	Из общей численности работников (стр. 01) специалисты по информационным и коммуникационным технологиям – всего (сумма строк 26 - 35) / 25	6.0	6.0	6.0	5.0	1.0	0.0	0.0	0.0	0.0	6.0
Ярославская область	персонал; Частные	Численность работников - всего (сумма строк 02, 07, 19-24) / 01	200.0	200.0	187.0	194.0	72.0	0.0	2.0	59.0	59.0	207.0
Ярославская область	персонал; Частные	административно-хозяйственный персонал / 21	30.6	30.6	27.6	15.0	24.0	0.0	0.0	9.0	9.0	30.0
Ярославская область	персонал; Частные	ассистенты / 17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ярославская область	персонал; Частные	в том числе:  профессорско-преподавательский состав - всего: / 08	105.3	105.3	95.3	105.0	23.0	0.0	0.0	24.0	24.0	104.0
Ярославская область	персонал; Частные	в том числе:  руководители служб и подразделений в сфере  информационно-коммуникационных технологий / 26	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0
Ярославская область	персонал; Частные	в том числе:  руководящий персонал - всего / 02	13.0	13.0	13.0	19.0	10.0	0.0	0.0	16.0	16.0	13.0
Ярославская область	персонал; Частные	в том числе: деканы факультетов / 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ярославская область	персонал; Частные	графические и мультимедийные дизайнеры / 31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ярославская область	персонал; Частные	директор филиала / 06	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0
Ярославская область	персонал; Частные	директора институтов / 12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ярославская область	персонал; Частные	доценты / 14	78.8	78.8	72.8	72.0	21.0	0.0	0.0	14.0	14.0	79.0
Ярославская область	персонал; Частные	заведующие кафедрами / 11	6.5	6.5	6.0	7.0	0.0	0.0	0.0	0.0	0.0	7.0
Ярославская область	персонал; Частные	из них профессорско-преподавательский состав,  осуществляющий образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, специалитета, магистратуры  (сумма строк 10-17) / 09	105.3	105.3	95.3	105.0	23.0	0.0	0.0	24.0	24.0	104.0
Ярославская область	персонал; Частные	из них:  ректор / 03	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Ярославская область	персонал; Частные	инженерно-технический персонал / 20	5.0	5.0	5.0	4.0	1.0	0.0	0.0	0.0	0.0	5.0
Ярославская область	персонал; Частные	инженеры по телекоммуникациям / 30	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Ярославская область	персонал; Частные	инженеры-электроники / 29	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Ярославская область	персонал; Частные	иные педагогические работники / 18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ярославская область	персонал; Частные	квалифицированные рабочие: монтажники и ремонтники электронного и  телекоммуникационного оборудования / 35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ярославская область	персонал; Частные	научные работники / 19	2.1	2.1	2.1	11.0	0.0	0.0	0.0	2.0	2.0	9.0
Ярославская область	персонал; Частные	обслуживающий персонал / 24	1.5	1.5	1.5	9.0	2.0	0.0	2.0	8.0	8.0	3.0
Ярославская область	персонал; Частные	педагогические работники - всего (сумма строк 08,18): / 07	105.3	105.3	95.3	105.0	23.0	0.0	0.0	24.0	24.0	104.0
Ярославская область	персонал; Частные	президент / 04	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Ярославская область	персонал; Частные	преподаватели / 16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ярославская область	персонал; Частные	производственный персонал / 22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ярославская область	персонал; Частные	проректоры / 05	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0
Ярославская область	персонал; Частные	профессора / 13	7.25	7.25	5.25	6.0	0.0	0.0	0.0	0.0	0.0	6.0
Ярославская область	персонал; Частные	специалисты высшего уровня квалификации: разработчики и аналитики программного обеспечения  и приложений / 27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ярославская область	персонал; Частные	специалисты по базам данных и сетям / 28	2.0	2.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0
Ярославская область	персонал; Частные	специалисты среднего уровня квалификации: специалисты-техники по эксплуатации ИКТ и по  поддержке пользователей ИКТ / 32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ярославская область	персонал; Частные	специалисты-техники по телекоммуникациям и  радиовещанию / 33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ярославская область	персонал; Частные	старшие преподаватели / 15	12.75	12.75	11.25	20.0	2.0	0.0	0.0	10.0	10.0	12.0
Ярославская область	персонал; Частные	техники-электроники / 34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ярославская область	персонал; Частные	учебно-вспомогательный персонал / 23	42.5	42.5	42.5	31.0	12.0	0.0	0.0	0.0	0.0	43.0
г.Москва	персонал; Государственные, Муниципальные	Из общей численности работников (стр. 01) специалисты по информационным и коммуникационным технологиям – всего (сумма строк 26 - 35) / 25	4394.85	3774.55	3403.8	3402.0	1285.0	74.0	394.0	955.0	554.0	3773.0
г.Москва	персонал; Государственные, Муниципальные	Численность работников - всего (сумма строк 02, 07, 19-24) / 01	152031.81	123877.05	103714.58	119740.0	29033.0	1188.0	11453.0	28419.0	15293.0	120354.0
г.Москва	персонал; Государственные, Муниципальные	административно-хозяйственный персонал / 21	23602.44	19717.52	17661.3	18408.0	4988.0	262.0	2048.0	4167.0	2908.0	19174.0
г.Москва	персонал; Государственные, Муниципальные	ассистенты / 17	3583.77	3052.76	2101.36	2666.0	883.0	0.0	514.0	569.0	366.0	2940.0
г.Москва	персонал; Государственные, Муниципальные	в том числе:  профессорско-преподавательский состав - всего: / 08	46423.85	41298.77	33276.85	40983.0	5977.0	5.0	3432.0	6099.0	2025.0	40908.0
г.Москва	персонал; Государственные, Муниципальные	в том числе:  руководители служб и подразделений в сфере  информационно-коммуникационных технологий / 26	591.85	514.25	499.65	479.0	119.0	0.0	40.0	102.0	74.0	504.0
г.Москва	персонал; Государственные, Муниципальные	в том числе:  руководящий персонал - всего / 02	8096.34	6645.54	6268.6	5821.0	1348.0	7.0	564.0	873.0	579.0	6487.0
г.Москва	персонал; Государственные, Муниципальные	в том числе: деканы факультетов / 10	309.53	265.15	245.05	264.0	22.0	0.0	17.0	30.0	19.0	252.0
г.Москва	персонал; Государственные, Муниципальные	графические и мультимедийные дизайнеры / 31	173.9	157.1	149.25	98.0	44.0	1.0	8.0	23.0	15.0	159.0
г.Москва	персонал; Государственные, Муниципальные	директор филиала / 06	20.0	14.5	14.5	13.0	2.0	0.0	0.0	1.0	1.0	15.0
г.Москва	персонал; Государственные, Муниципальные	директора институтов / 12	175.85	134.45	127.8	134.0	18.0	0.0	8.0	21.0	16.0	131.0
г.Москва	персонал; Государственные, Муниципальные	доценты / 14	20032.71	18499.05	15362.8	18526.0	1962.0	0.0	952.0	2183.0	682.0	18364.0
г.Москва	персонал; Государственные, Муниципальные	заведующие кафедрами / 11	2481.39	2159.09	1901.65	1952.0	245.0	1.0	157.0	208.0	57.0	2020.0
г.Москва	персонал; Государственные, Муниципальные	из них профессорско-преподавательский состав,  осуществляющий образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, специалитета, магистратуры  (сумма строк 10-17) / 09	45605.1	40714.62	32849.5	40325.0	5903.0	5.0	3407.0	6025.0	1993.0	40241.0
г.Москва	персонал; Государственные, Муниципальные	из них:  ректор / 03	72.25	72.25	72.25	73.0	15.0	0.0	6.0	14.0	6.0	73.0
г.Москва	персонал; Государственные, Муниципальные	инженерно-технический персонал / 20	16751.73	11876.29	10042.15	11718.0	4443.0	84.0	1244.0	4189.0	1951.0	11759.0
г.Москва	персонал; Государственные, Муниципальные	инженеры по телекоммуникациям / 30	266.3	186.5	169.05	113.0	82.0	6.0	48.0	22.0	13.0	175.0
г.Москва	персонал; Государственные, Муниципальные	инженеры-электроники / 29	493.25	457.0	400.45	470.0	143.0	2.0	24.0	154.0	76.0	442.0
г.Москва	персонал; Государственные, Муниципальные	иные педагогические работники / 18	2856.62	2334.58	1989.29	2186.0	590.0	3.0	374.0	529.0	284.0	2195.0
г.Москва	персонал; Государственные, Муниципальные	квалифицированные рабочие: монтажники и ремонтники электронного и  телекоммуникационного оборудования / 35	113.95	98.3	81.7	94.0	41.0	6.0	2.0	27.0	22.0	92.0
г.Москва	персонал; Государственные, Муниципальные	научные работники / 19	11303.72	8621.31	5613.65	6628.0	2313.0	6.0	1769.0	2263.0	620.0	6670.0
г.Москва	персонал; Государственные, Муниципальные	обслуживающий персонал / 24	20734.89	15421.35	13343.2	15453.0	3236.0	500.0	548.0	4334.0	2735.0	14357.0
г.Москва	персонал; Государственные, Муниципальные	педагогические работники - всего (сумма строк 08,18): / 07	49280.47	43633.35	35266.14	43169.0	6567.0	8.0	3806.0	6628.0	2309.0	43103.0
г.Москва	персонал; Государственные, Муниципальные	президент / 04	17.0	15.4	15.0	13.0	2.0	0.0	1.0	0.0	0.0	15.0
г.Москва	персонал; Государственные, Муниципальные	преподаватели / 16	2685.13	2153.92	1614.91	2019.0	712.0	0.0	471.0	628.0	208.0	2074.0
г.Москва	персонал; Государственные, Муниципальные	производственный персонал / 22	5273.85	3843.35	3399.9	3991.0	1766.0	128.0	138.0	1911.0	1379.0	3821.0
г.Москва	персонал; Государственные, Муниципальные	проректоры / 05	447.75	415.35	406.05	363.0	153.0	0.0	68.0	111.0	38.0	412.0
г.Москва	персонал; Государственные, Муниципальные	профессора / 13	7980.02	7278.21	5651.77	7282.0	1023.0	4.0	671.0	1261.0	232.0	7048.0
г.Москва	персонал; Государственные, Муниципальные	специалисты высшего уровня квалификации: разработчики и аналитики программного обеспечения  и приложений / 27	1300.85	1070.7	893.4	1037.0	329.0	4.0	106.0	368.0	186.0	975.0
г.Москва	персонал; Государственные, Муниципальные	специалисты по базам данных и сетям / 28	576.05	496.8	460.1	423.0	132.0	7.0	80.0	78.0	55.0	491.0
г.Москва	персонал; Государственные, Муниципальные	специалисты среднего уровня квалификации: специалисты-техники по эксплуатации ИКТ и по  поддержке пользователей ИКТ / 32	646.15	583.6	552.75	475.0	280.0	36.0	63.0	100.0	60.0	681.0
г.Москва	персонал; Государственные, Муниципальные	специалисты-техники по телекоммуникациям и  радиовещанию / 33	79.55	74.1	69.9	69.0	48.0	4.0	6.0	24.0	16.0	95.0
г.Москва	персонал; Государственные, Муниципальные	старшие преподаватели / 15	8356.7	7171.99	5844.16	7482.0	1038.0	0.0	617.0	1125.0	413.0	7412.0
г.Москва	персонал; Государственные, Муниципальные	техники-электроники / 34	153.0	136.2	127.55	144.0	67.0	8.0	17.0	57.0	37.0	159.0
г.Москва	персонал; Государственные, Муниципальные	учебно-вспомогательный персонал / 23	16988.37	14118.34	12119.64	14552.0	4372.0	193.0	1336.0	4054.0	2812.0	14983.0
г.Москва	персонал; Частные	Из общей численности работников (стр. 01) специалисты по информационным и коммуникационным технологиям – всего (сумма строк 26 - 35) / 25	718.9	685.95	659.3	320.0	490.0	13.0	28.0	115.0	78.0	713.0
г.Москва	персонал; Частные	Численность работников - всего (сумма строк 02, 07, 19-24) / 01	13897.3	12720.47	11236.36	11318.0	3071.0	89.0	1123.0	2786.0	1750.0	11603.0
г.Москва	персонал; Частные	административно-хозяйственный персонал / 21	2548.9	2419.55	2359.55	2486.0	365.0	25.0	94.0	399.0	326.0	2434.0
г.Москва	персонал; Частные	ассистенты / 17	32.22	17.47	14.7	26.0	8.0	0.0	5.0	11.0	8.0	21.0
г.Москва	персонал; Частные	в том числе:  профессорско-преподавательский состав - всего: / 08	7522.3	6816.77	5614.15	5140.0	1483.0	11.0	657.0	1061.0	665.0	5571.0
г.Москва	персонал; Частные	в том числе:  руководители служб и подразделений в сфере  информационно-коммуникационных технологий / 26	113.4	108.15	107.9	64.0	56.0	0.0	8.0	12.0	12.0	99.0
г.Москва	персонал; Частные	в том числе:  руководящий персонал - всего / 02	751.6	670.0	607.45	638.0	113.0	2.0	78.0	111.0	81.0	633.0
г.Москва	персонал; Частные	в том числе: деканы факультетов / 10	101.9	93.2	90.0	96.0	16.0	0.0	12.0	16.0	15.0	95.0
г.Москва	персонал; Частные	графические и мультимедийные дизайнеры / 31	68.45	62.95	62.7	49.0	41.0	3.0	4.0	18.0	18.0	73.0
г.Москва	персонал; Частные	директор филиала / 06	30.6	30.6	30.6	35.0	2.0	0.0	1.0	7.0	1.0	31.0
г.Москва	персонал; Частные	директора институтов / 12	13.5	12.5	12.0	18.0	1.0	0.0	1.0	10.0	3.0	9.0
г.Москва	персонал; Частные	доценты / 14	4202.82	3999.52	3230.95	2766.0	841.0	4.0	330.0	544.0	282.0	3060.0
г.Москва	персонал; Частные	заведующие кафедрами / 11	418.2	358.5	323.9	329.0	45.0	0.0	28.0	47.0	45.0	331.0
г.Москва	персонал; Частные	из них профессорско-преподавательский состав,  осуществляющий образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, специалитета, магистратуры  (сумма строк 10-17) / 09	7189.71	6663.46	5507.15	5058.0	1441.0	11.0	618.0	1007.0	612.0	5517.0
г.Москва	персонал; Частные	из них:  ректор / 03	61.75	60.25	58.0	63.0	3.0	0.0	2.0	3.0	1.0	62.0
г.Москва	персонал; Частные	инженерно-технический персонал / 20	476.25	444.75	401.85	427.0	186.0	2.0	43.0	164.0	71.0	453.0
г.Москва	персонал; Частные	инженеры по телекоммуникациям / 30	28.5	26.5	25.5	13.0	14.0	2.0	5.0	3.0	3.0	26.0
г.Москва	персонал; Частные	инженеры-электроники / 29	16.8	15.8	15.8	13.0	3.0	0.0	0.0	0.0	0.0	16.0
г.Москва	персонал; Частные	иные педагогические работники / 18	97.1	88.4	84.4	39.0	58.0	0.0	10.0	7.0	5.0	89.0
г.Москва	персонал; Частные	квалифицированные рабочие: монтажники и ремонтники электронного и  телекоммуникационного оборудования / 35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
г.Москва	персонал; Частные	научные работники / 19	551.95	521.4	466.21	603.0	532.0	1.0	42.0	527.0	120.0	608.0
г.Москва	персонал; Частные	обслуживающий персонал / 24	430.7	382.35	364.1	423.0	60.0	24.0	19.0	89.0	86.0	394.0
г.Москва	персонал; Частные	педагогические работники - всего (сумма строк 08,18): / 07	7619.4	6905.17	5698.55	5179.0	1541.0	11.0	667.0	1068.0	670.0	5660.0
г.Москва	персонал; Частные	президент / 04	21.0	15.25	15.0	19.0	0.0	0.0	0.0	1.0	1.0	18.0
г.Москва	персонал; Частные	преподаватели / 16	288.8	246.55	204.7	218.0	95.0	4.0	46.0	68.0	46.0	249.0
г.Москва	персонал; Частные	производственный персонал / 22	69.75	65.25	65.25	59.0	27.0	2.0	2.0	12.0	11.0	74.0
г.Москва	персонал; Частные	проректоры / 05	207.15	186.95	171.4	180.0	30.0	0.0	16.0	22.0	15.0	185.0
г.Москва	персонал; Частные	профессора / 13	983.71	878.51	698.55	730.0	156.0	1.0	82.0	128.0	89.0	754.0
г.Москва	персонал; Частные	специалисты высшего уровня квалификации: разработчики и аналитики программного обеспечения  и приложений / 27	292.3	286.3	269.0	72.0	288.0	1.0	8.0	58.0	24.0	305.0
г.Москва	персонал; Частные	специалисты по базам данных и сетям / 28	109.45	98.95	94.3	80.0	35.0	1.0	2.0	18.0	15.0	109.0
г.Москва	персонал; Частные	специалисты среднего уровня квалификации: специалисты-техники по эксплуатации ИКТ и по  поддержке пользователей ИКТ / 32	82.1	79.4	76.5	26.0	50.0	5.0	1.0	6.0	6.0	77.0
г.Москва	персонал; Частные	специалисты-техники по телекоммуникациям и  радиовещанию / 33	7.9	7.9	7.6	3.0	3.0	1.0	0.0	0.0	0.0	8.0
г.Москва	персонал; Частные	старшие преподаватели / 15	1148.56	1057.21	932.35	875.0	279.0	2.0	114.0	183.0	124.0	998.0
г.Москва	персонал; Частные	техники-электроники / 34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
г.Москва	персонал; Частные	учебно-вспомогательный персонал / 23	1448.75	1312.0	1273.4	1503.0	247.0	22.0	178.0	416.0	385.0	1347.0
г.Санкт-Петербург	персонал; Государственные, Муниципальные	Из общей численности работников (стр. 01) специалисты по информационным и коммуникационным технологиям – всего (сумма строк 26 - 35) / 25	1778.4	1522.95	1403.1	1469.0	322.0	19.0	98.0	283.0	188.0	1573.0
г.Санкт-Петербург	персонал; Государственные, Муниципальные	Численность работников - всего (сумма строк 02, 07, 19-24) / 01	63742.09	53045.09	46766.57	53262.0	11635.0	515.0	3873.0	11270.0	6641.0	53627.0
г.Санкт-Петербург	персонал; Государственные, Муниципальные	административно-хозяйственный персонал / 21	7919.89	6607.96	6290.45	6645.0	1524.0	80.0	487.0	1467.0	1138.0	6706.0
г.Санкт-Петербург	персонал; Государственные, Муниципальные	ассистенты / 17	2157.15	1701.6	1290.55	1740.0	513.0	1.0	255.0	370.0	185.0	1785.0
г.Санкт-Петербург	персонал; Государственные, Муниципальные	в том числе:  профессорско-преподавательский состав - всего: / 08	22745.93	19803.05	16963.46	20168.0	2453.0	1.0	1051.0	2595.0	1215.0	20047.0
г.Санкт-Петербург	персонал; Государственные, Муниципальные	в том числе:  руководители служб и подразделений в сфере  информационно-коммуникационных технологий / 26	252.8	226.3	218.45	192.0	33.0	0.0	11.0	29.0	21.0	223.0
г.Санкт-Петербург	персонал; Государственные, Муниципальные	в том числе:  руководящий персонал - всего / 02	3185.08	2780.05	2667.3	2587.0	416.0	0.0	183.0	330.0	228.0	2746.0
г.Санкт-Петербург	персонал; Государственные, Муниципальные	в том числе: деканы факультетов / 10	172.4	150.5	142.25	153.0	9.0	0.0	5.0	23.0	13.0	145.0
г.Санкт-Петербург	персонал; Государственные, Муниципальные	графические и мультимедийные дизайнеры / 31	93.55	78.4	75.4	85.0	23.0	0.0	5.0	20.0	9.0	92.0
г.Санкт-Петербург	персонал; Государственные, Муниципальные	директор филиала / 06	8.0	8.0	8.0	10.0	1.0	0.0	1.0	3.0	1.0	8.0
г.Санкт-Петербург	персонал; Государственные, Муниципальные	директора институтов / 12	73.75	61.75	61.0	60.0	6.0	0.0	2.0	4.0	2.0	61.0
г.Санкт-Петербург	персонал; Государственные, Муниципальные	доценты / 14	10881.01	9746.51	8461.74	9719.0	977.0	0.0	367.0	1091.0	530.0	9652.0
г.Санкт-Петербург	персонал; Государственные, Муниципальные	заведующие кафедрами / 11	1125.73	992.61	916.28	943.0	67.0	0.0	7.0	84.0	27.0	950.0
г.Санкт-Петербург	персонал; Государственные, Муниципальные	из них профессорско-преподавательский состав,  осуществляющий образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, специалитета, магистратуры  (сумма строк 10-17) / 09	22606.58	19591.87	16796.28	20017.0	2367.0	1.0	969.0	2578.0	1203.0	19819.0
г.Санкт-Петербург	персонал; Государственные, Муниципальные	из них:  ректор / 03	37.0	37.0	37.0	36.0	4.0	0.0	1.0	4.0	1.0	37.0
г.Санкт-Петербург	персонал; Государственные, Муниципальные	инженерно-технический персонал / 20	6626.61	5084.64	4281.42	5335.0	2767.0	125.0	995.0	2268.0	902.0	5671.0
г.Санкт-Петербург	персонал; Государственные, Муниципальные	инженеры по телекоммуникациям / 30	87.75	73.8	69.25	44.0	26.0	0.0	5.0	6.0	4.0	70.0
г.Санкт-Петербург	персонал; Государственные, Муниципальные	инженеры-электроники / 29	123.8	108.1	103.35	102.0	6.0	1.0	0.0	20.0	8.0	116.0
г.Санкт-Петербург	персонал; Государственные, Муниципальные	иные педагогические работники / 18	869.32	767.05	667.63	688.0	106.0	3.0	52.0	104.0	89.0	706.0
г.Санкт-Петербург	персонал; Государственные, Муниципальные	квалифицированные рабочие: монтажники и ремонтники электронного и  телекоммуникационного оборудования / 35	49.5	44.8	42.25	48.0	9.0	0.0	0.0	7.0	4.0	44.0
г.Санкт-Петербург	персонал; Государственные, Муниципальные	научные работники / 19	2824.35	1998.18	1231.8	1559.0	502.0	36.0	175.0	582.0	250.0	1492.0
г.Санкт-Петербург	персонал; Государственные, Муниципальные	обслуживающий персонал / 24	10748.75	8645.35	8027.8	8460.0	1960.0	165.0	195.0	2000.0	1425.0	8525.0
г.Санкт-Петербург	персонал; Государственные, Муниципальные	педагогические работники - всего (сумма строк 08,18): / 07	23615.25	20570.1	17631.09	20856.0	2559.0	4.0	1103.0	2699.0	1304.0	20753.0
г.Санкт-Петербург	персонал; Государственные, Муниципальные	президент / 04	9.0	8.0	8.0	9.0	0.0	0.0	0.0	1.0	0.0	8.0
г.Санкт-Петербург	персонал; Государственные, Муниципальные	преподаватели / 16	666.23	484.33	345.65	420.0	136.0	0.0	74.0	112.0	48.0	420.0
г.Санкт-Петербург	персонал; Государственные, Муниципальные	производственный персонал / 22	382.9	325.2	301.05	368.0	63.0	6.0	3.0	86.0	51.0	328.0
г.Санкт-Петербург	персонал; Государственные, Муниципальные	проректоры / 05	212.55	197.55	192.75	177.0	34.0	0.0	10.0	27.0	5.0	193.0
г.Санкт-Петербург	персонал; Государственные, Муниципальные	профессора / 13	3679.95	3198.03	2661.94	3386.0	239.0	0.0	94.0	435.0	163.0	3221.0
г.Санкт-Петербург	персонал; Государственные, Муниципальные	специалисты высшего уровня квалификации: разработчики и аналитики программного обеспечения  и приложений / 27	537.7	459.7	384.05	444.0	119.0	0.0	33.0	118.0	70.0	460.0
г.Санкт-Петербург	персонал; Государственные, Муниципальные	специалисты по базам данных и сетям / 28	299.1	249.25	235.5	189.0	25.0	0.0	16.0	10.0	10.0	252.0
г.Санкт-Петербург	персонал; Государственные, Муниципальные	специалисты среднего уровня квалификации: специалисты-техники по эксплуатации ИКТ и по  поддержке пользователей ИКТ / 32	239.5	206.85	201.35	292.0	60.0	9.0	23.0	58.0	53.0	236.0
г.Санкт-Петербург	персонал; Государственные, Муниципальные	специалисты-техники по телекоммуникациям и  радиовещанию / 33	44.95	35.25	33.75	44.0	9.0	3.0	1.0	8.0	3.0	38.0
г.Санкт-Петербург	персонал; Государственные, Муниципальные	старшие преподаватели / 15	3850.36	3256.54	2916.87	3596.0	420.0	0.0	165.0	459.0	235.0	3585.0
г.Санкт-Петербург	персонал; Государственные, Муниципальные	техники-электроники / 34	49.75	40.5	39.75	29.0	12.0	6.0	4.0	7.0	6.0	42.0
г.Санкт-Петербург	персонал; Государственные, Муниципальные	учебно-вспомогательный персонал / 23	8439.26	7033.61	6335.66	7452.0	1844.0	99.0	732.0	1838.0	1343.0	7406.0
г.Санкт-Петербург	персонал; Частные	Из общей численности работников (стр. 01) специалисты по информационным и коммуникационным технологиям – всего (сумма строк 26 - 35) / 25	38.0	28.9	17.9	43.0	9.0	0.0	5.0	16.0	16.0	41.0
г.Санкт-Петербург	персонал; Частные	Численность работников - всего (сумма строк 02, 07, 19-24) / 01	2919.25	2550.73	2168.08	2452.0	775.0	140.0	456.0	797.0	690.0	2430.0
г.Санкт-Петербург	персонал; Частные	административно-хозяйственный персонал / 21	687.3	636.05	595.55	622.0	190.0	121.0	45.0	162.0	155.0	650.0
г.Санкт-Петербург	персонал; Частные	ассистенты / 17	23.75	14.4	9.9	17.0	4.0	0.0	3.0	5.0	0.0	12.0
г.Санкт-Петербург	персонал; Частные	в том числе:  профессорско-преподавательский состав - всего: / 08	1140.4	998.73	773.63	921.0	375.0	0.0	322.0	377.0	318.0	921.0
г.Санкт-Петербург	персонал; Частные	в том числе:  руководители служб и подразделений в сфере  информационно-коммуникационных технологий / 26	13.0	9.4	7.4	15.0	1.0	0.0	0.0	5.0	5.0	13.0
г.Санкт-Петербург	персонал; Частные	в том числе:  руководящий персонал - всего / 02	217.85	196.35	182.9	194.0	36.0	0.0	25.0	35.0	31.0	197.0
г.Санкт-Петербург	персонал; Частные	в том числе: деканы факультетов / 10	23.44	19.09	17.09	19.0	5.0	0.0	5.0	3.0	3.0	21.0
г.Санкт-Петербург	персонал; Частные	графические и мультимедийные дизайнеры / 31	1.0	1.0	0.0	2.0	0.0	0.0	0.0	1.0	1.0	1.0
г.Санкт-Петербург	персонал; Частные	директор филиала / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
г.Санкт-Петербург	персонал; Частные	директора институтов / 12	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
