region	tags	indicator	Число ставок по штату, единиц / 3	Фактически занято, единиц / всего / 4	Фактически занято, единиц / работниками списочного состава / 5	Численность работников на начало предыдущего учебного года (без внешних совместителей и работавших по договорам гражданско-правового характера), человек / 6	Принято работников, человек / всего / 7	Принято работников, человек / из них выпускники: / со средним профессиональ-ным образованием по программам подготовки специалистов среднего звена / 8	Принято работников, человек / из них выпускники: / с высшим образованием / 9	Выбыло работников, человек / всего / 10	Выбыло работников, человек / из них по собственному желанию / 11	Численность работников на начало отчетного учебного года (без совместителей и работающих по договорам гражданско-правового характера), человек / 12
Алтайский край	персонал; Государственные, Муниципальные	Из общей численности работников (стр. 01) специалисты по информационным и коммуникационным технологиям – всего (сумма строк 26 - 35) / 25	208.45	193.8	186.55	178.0	29.0	2.0	6.0	22.0	17.0	194.0
Алтайский край	персонал; Государственные, Муниципальные	Численность работников - всего (сумма строк 02, 07, 19-24) / 01	7062.89	5828.53	5549.49	5646.0	1260.0	9.0	225.0	1352.0	676.0	5554.0
Алтайский край	персонал; Государственные, Муниципальные	административно-хозяйственный персонал / 21	589.4	481.17	473.92	615.0	124.0	3.0	35.0	121.0	104.0	479.0
Алтайский край	персонал; Государственные, Муниципальные	ассистенты / 17	142.62	126.06	115.03	87.0	34.0	0.0	8.0	13.0	4.0	109.0
Алтайский край	персонал; Государственные, Муниципальные	в том числе:  профессорско-преподавательский состав - всего: / 08	2996.14	2535.73	2361.84	2312.0	358.0	0.0	62.0	408.0	148.0	2277.0
Алтайский край	персонал; Государственные, Муниципальные	в том числе:  руководители служб и подразделений в сфере  информационно-коммуникационных технологий / 26	42.5	42.0	42.0	37.0	2.0	0.0	1.0	1.0	1.0	42.0
Алтайский край	персонал; Государственные, Муниципальные	в том числе:  руководящий персонал - всего / 02	536.15	473.35	471.35	291.0	39.0	0.0	15.0	40.0	29.0	466.0
Алтайский край	персонал; Государственные, Муниципальные	в том числе: деканы факультетов / 10	24.0	22.0	22.0	25.0	0.0	0.0	0.0	2.0	1.0	22.0
Алтайский край	персонал; Государственные, Муниципальные	графические и мультимедийные дизайнеры / 31	3.0	3.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0
Алтайский край	персонал; Государственные, Муниципальные	директор филиала / 06	6.0	5.0	5.0	6.0	0.0	0.0	0.0	1.0	1.0	6.0
Алтайский край	персонал; Государственные, Муниципальные	директора институтов / 12	14.5	13.5	13.5	14.0	1.0	0.0	1.0	1.0	0.0	15.0
Алтайский край	персонал; Государственные, Муниципальные	доценты / 14	1609.23	1404.8	1315.07	1346.0	180.0	0.0	30.0	215.0	77.0	1297.0
Алтайский край	персонал; Государственные, Муниципальные	заведующие кафедрами / 11	227.55	206.71	205.21	202.0	27.0	0.0	2.0	38.0	10.0	199.0
Алтайский край	персонал; Государственные, Муниципальные	из них профессорско-преподавательский состав,  осуществляющий образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, специалитета, магистратуры  (сумма строк 10-17) / 09	2841.14	2385.48	2242.09	2301.0	358.0	0.0	62.0	404.0	148.0	2261.0
Алтайский край	персонал; Государственные, Муниципальные	из них:  ректор / 03	7.0	7.0	7.0	7.0	0.0	0.0	0.0	0.0	0.0	7.0
Алтайский край	персонал; Государственные, Муниципальные	инженерно-технический персонал / 20	476.1	395.53	377.18	433.0	126.0	3.0	12.0	134.0	73.0	424.0
Алтайский край	персонал; Государственные, Муниципальные	инженеры по телекоммуникациям / 30	9.0	8.0	8.0	6.0	1.0	0.0	0.0	0.0	0.0	8.0
Алтайский край	персонал; Государственные, Муниципальные	инженеры-электроники / 29	23.75	22.75	22.75	29.0	0.0	0.0	0.0	6.0	5.0	24.0
Алтайский край	персонал; Государственные, Муниципальные	иные педагогические работники / 18	74.9	57.2	36.25	31.0	9.0	0.0	1.0	2.0	1.0	40.0
Алтайский край	персонал; Государственные, Муниципальные	квалифицированные рабочие: монтажники и ремонтники электронного и  телекоммуникационного оборудования / 35	2.0	1.8	1.8	2.0	0.0	0.0	0.0	0.0	0.0	2.0
Алтайский край	персонал; Государственные, Муниципальные	научные работники / 19	159.4	99.32	75.77	64.0	3.0	0.0	1.0	11.0	8.0	51.0
Алтайский край	персонал; Государственные, Муниципальные	обслуживающий персонал / 24	1009.9	797.3	783.3	910.0	328.0	0.0	3.0	428.0	166.0	792.0
Алтайский край	персонал; Государственные, Муниципальные	педагогические работники - всего (сумма строк 08,18): / 07	3071.04	2592.93	2398.09	2343.0	367.0	0.0	63.0	410.0	149.0	2317.0
Алтайский край	персонал; Государственные, Муниципальные	президент / 04	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Алтайский край	персонал; Государственные, Муниципальные	преподаватели / 16	184.64	71.35	67.3	63.0	35.0	0.0	11.0	25.0	15.0	74.0
Алтайский край	персонал; Государственные, Муниципальные	производственный персонал / 22	22.0	20.77	20.77	39.0	17.0	0.0	0.0	30.0	4.0	20.0
Алтайский край	персонал; Государственные, Муниципальные	проректоры / 05	34.0	34.0	34.0	29.0	7.0	0.0	2.0	3.0	2.0	34.0
Алтайский край	персонал; Государственные, Муниципальные	профессора / 13	244.73	193.88	178.25	209.0	32.0	0.0	1.0	41.0	12.0	205.0
Алтайский край	персонал; Государственные, Муниципальные	специалисты высшего уровня квалификации: разработчики и аналитики программного обеспечения  и приложений / 27	66.45	57.0	52.0	53.0	10.0	1.0	4.0	8.0	7.0	53.0
Алтайский край	персонал; Государственные, Муниципальные	специалисты по базам данных и сетям / 28	17.0	16.0	15.75	11.0	2.0	0.0	0.0	0.0	0.0	17.0
Алтайский край	персонал; Государственные, Муниципальные	специалисты среднего уровня квалификации: специалисты-техники по эксплуатации ИКТ и по  поддержке пользователей ИКТ / 32	36.5	36.0	35.0	35.0	7.0	1.0	1.0	6.0	3.0	36.0
Алтайский край	персонал; Государственные, Муниципальные	специалисты-техники по телекоммуникациям и  радиовещанию / 33	3.0	2.0	2.0	2.0	1.0	0.0	0.0	0.0	0.0	2.0
Алтайский край	персонал; Государственные, Муниципальные	старшие преподаватели / 15	393.87	347.18	325.73	355.0	49.0	0.0	9.0	69.0	29.0	340.0
Алтайский край	персонал; Государственные, Муниципальные	техники-электроники / 34	5.25	5.25	4.25	0.0	6.0	0.0	0.0	1.0	1.0	7.0
Алтайский край	персонал; Государственные, Муниципальные	учебно-вспомогательный персонал / 23	1198.9	968.16	949.11	951.0	256.0	3.0	96.0	178.0	143.0	1005.0
Алтайский край	персонал; Частные	Из общей численности работников (стр. 01) специалисты по информационным и коммуникационным технологиям – всего (сумма строк 26 - 35) / 25	3.0	3.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	3.0
Алтайский край	персонал; Частные	Численность работников - всего (сумма строк 02, 07, 19-24) / 01	126.75	88.75	80.56	91.0	23.0	4.0	18.0	31.0	15.0	83.0
Алтайский край	персонал; Частные	административно-хозяйственный персонал / 21	9.5	8.5	8.0	8.0	0.0	0.0	0.0	1.0	1.0	7.0
Алтайский край	персонал; Частные	ассистенты / 17	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	персонал; Частные	в том числе:  профессорско-преподавательский состав - всего: / 08	62.9	37.65	30.86	40.0	14.0	0.0	13.0	17.0	4.0	37.0
Алтайский край	персонал; Частные	в том числе:  руководители служб и подразделений в сфере  информационно-коммуникационных технологий / 26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	персонал; Частные	в том числе:  руководящий персонал - всего / 02	14.0	11.0	11.0	14.0	1.0	0.0	1.0	3.0	1.0	12.0
Алтайский край	персонал; Частные	в том числе: деканы факультетов / 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	персонал; Частные	графические и мультимедийные дизайнеры / 31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	персонал; Частные	директор филиала / 06	2.0	2.0	2.0	2.0	1.0	0.0	1.0	1.0	0.0	2.0
Алтайский край	персонал; Частные	директора институтов / 12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	персонал; Частные	доценты / 14	16.95	13.09	9.36	17.0	7.0	0.0	6.0	10.0	2.0	14.0
Алтайский край	персонал; Частные	заведующие кафедрами / 11	5.25	4.25	3.5	4.0	3.0	0.0	3.0	3.0	0.0	4.0
Алтайский край	персонал; Частные	из них профессорско-преподавательский состав,  осуществляющий образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, специалитета, магистратуры  (сумма строк 10-17) / 09	61.5	36.84	30.86	40.0	14.0	0.0	13.0	17.0	4.0	37.0
Алтайский край	персонал; Частные	из них:  ректор / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	персонал; Частные	инженерно-технический персонал / 20	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0
Алтайский край	персонал; Частные	инженеры по телекоммуникациям / 30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	персонал; Частные	инженеры-электроники / 29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	персонал; Частные	иные педагогические работники / 18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	персонал; Частные	квалифицированные рабочие: монтажники и ремонтники электронного и  телекоммуникационного оборудования / 35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	персонал; Частные	научные работники / 19	2.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0
Алтайский край	персонал; Частные	обслуживающий персонал / 24	20.85	15.6	15.2	14.0	3.0	3.0	0.0	6.0	6.0	12.0
Алтайский край	персонал; Частные	педагогические работники - всего (сумма строк 08,18): / 07	62.9	37.65	30.86	40.0	14.0	0.0	13.0	17.0	4.0	37.0
Алтайский край	персонал; Частные	президент / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	персонал; Частные	преподаватели / 16	3.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
Алтайский край	персонал; Частные	производственный персонал / 22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	персонал; Частные	проректоры / 05	3.0	3.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0
Алтайский край	персонал; Частные	профессора / 13	5.05	2.25	1.5	1.0	1.0	0.0	1.0	0.0	0.0	2.0
Алтайский край	персонал; Частные	специалисты высшего уровня квалификации: разработчики и аналитики программного обеспечения  и приложений / 27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	персонал; Частные	специалисты по базам данных и сетям / 28	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Алтайский край	персонал; Частные	специалисты среднего уровня квалификации: специалисты-техники по эксплуатации ИКТ и по  поддержке пользователей ИКТ / 32	2.0	2.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0
Алтайский край	персонал; Частные	специалисты-техники по телекоммуникациям и  радиовещанию / 33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	персонал; Частные	старшие преподаватели / 15	31.25	14.25	13.5	15.0	3.0	0.0	3.0	4.0	2.0	14.0
Алтайский край	персонал; Частные	техники-электроники / 34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Алтайский край	персонал; Частные	учебно-вспомогательный персонал / 23	15.5	13.0	12.5	12.0	4.0	1.0	3.0	3.0	3.0	12.0
Амурская область	персонал; Государственные, Муниципальные	Из общей численности работников (стр. 01) специалисты по информационным и коммуникационным технологиям – всего (сумма строк 26 - 35) / 25	32.0	31.0	30.0	45.0	9.0	3.0	3.0	7.0	7.0	47.0
Амурская область	персонал; Государственные, Муниципальные	Численность работников - всего (сумма строк 02, 07, 19-24) / 01	2176.75	1988.6	1781.99	1879.0	226.0	3.0	32.0	363.0	232.0	1742.0
Амурская область	персонал; Государственные, Муниципальные	административно-хозяйственный персонал / 21	211.1	191.6	180.1	163.0	20.0	0.0	4.0	23.0	23.0	158.0
Амурская область	персонал; Государственные, Муниципальные	ассистенты / 17	111.43	91.68	61.12	75.0	9.0	0.0	0.0	9.0	9.0	75.0
Амурская область	персонал; Государственные, Муниципальные	в том числе:  профессорско-преподавательский состав - всего: / 08	825.99	776.34	711.11	736.0	52.0	0.0	0.0	65.0	54.0	726.0
Амурская область	персонал; Государственные, Муниципальные	в том числе:  руководители служб и подразделений в сфере  информационно-коммуникационных технологий / 26	4.0	4.0	4.0	8.0	1.0	0.0	0.0	0.0	0.0	6.0
Амурская область	персонал; Государственные, Муниципальные	в том числе:  руководящий персонал - всего / 02	149.84	140.09	135.09	120.0	10.0	0.0	0.0	16.0	10.0	117.0
Амурская область	персонал; Государственные, Муниципальные	в том числе: деканы факультетов / 10	22.85	21.85	21.85	21.0	1.0	0.0	0.0	1.0	0.0	23.0
Амурская область	персонал; Государственные, Муниципальные	графические и мультимедийные дизайнеры / 31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	персонал; Государственные, Муниципальные	директор филиала / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	персонал; Государственные, Муниципальные	директора институтов / 12	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0
Амурская область	персонал; Государственные, Муниципальные	доценты / 14	374.84	367.34	355.81	372.0	12.0	0.0	0.0	28.0	24.0	351.0
Амурская область	персонал; Государственные, Муниципальные	заведующие кафедрами / 11	70.0	66.0	66.0	68.0	2.0	0.0	0.0	7.0	2.0	65.0
Амурская область	персонал; Государственные, Муниципальные	из них профессорско-преподавательский состав,  осуществляющий образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, специалитета, магистратуры  (сумма строк 10-17) / 09	800.29	759.74	700.61	727.0	50.0	0.0	0.0	65.0	54.0	715.0
Амурская область	персонал; Государственные, Муниципальные	из них:  ректор / 03	4.0	4.0	4.0	4.0	1.0	0.0	0.0	1.0	0.0	4.0
Амурская область	персонал; Государственные, Муниципальные	инженерно-технический персонал / 20	88.0	72.0	70.0	58.0	11.0	3.0	3.0	4.0	4.0	65.0
Амурская область	персонал; Государственные, Муниципальные	инженеры по телекоммуникациям / 30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Амурская область	персонал; Государственные, Муниципальные	инженеры-электроники / 29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	персонал; Государственные, Муниципальные	иные педагогические работники / 18	52.2	51.7	50.76	44.0	12.0	0.0	4.0	4.0	1.0	49.0
Амурская область	персонал; Государственные, Муниципальные	квалифицированные рабочие: монтажники и ремонтники электронного и  телекоммуникационного оборудования / 35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	персонал; Государственные, Муниципальные	научные работники / 19	75.22	59.12	32.58	13.0	22.0	0.0	10.0	2.0	2.0	33.0
Амурская область	персонал; Государственные, Муниципальные	обслуживающий персонал / 24	233.3	186.45	174.45	289.0	29.0	0.0	0.0	150.0	49.0	168.0
Амурская область	персонал; Государственные, Муниципальные	педагогические работники - всего (сумма строк 08,18): / 07	878.19	828.04	761.87	780.0	64.0	0.0	4.0	69.0	55.0	775.0
Амурская область	персонал; Государственные, Муниципальные	президент / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	персонал; Государственные, Муниципальные	преподаватели / 16	16.72	15.12	11.27	6.0	5.0	0.0	0.0	1.0	1.0	9.0
Амурская область	персонал; Государственные, Муниципальные	производственный персонал / 22	222.75	216.5	152.75	167.0	30.0	0.0	1.0	41.0	31.0	156.0
Амурская область	персонал; Государственные, Муниципальные	проректоры / 05	17.0	15.75	14.0	11.0	7.0	0.0	0.0	4.0	0.0	14.0
Амурская область	персонал; Государственные, Муниципальные	профессора / 13	64.79	62.79	56.38	65.0	1.0	0.0	0.0	9.0	9.0	57.0
Амурская область	персонал; Государственные, Муниципальные	специалисты высшего уровня квалификации: разработчики и аналитики программного обеспечения  и приложений / 27	11.0	11.0	11.0	13.0	1.0	0.0	1.0	3.0	3.0	11.0
Амурская область	персонал; Государственные, Муниципальные	специалисты по базам данных и сетям / 28	8.0	7.0	7.0	8.0	1.0	0.0	0.0	1.0	1.0	10.0
Амурская область	персонал; Государственные, Муниципальные	специалисты среднего уровня квалификации: специалисты-техники по эксплуатации ИКТ и по  поддержке пользователей ИКТ / 32	7.0	7.0	7.0	15.0	5.0	2.0	2.0	2.0	2.0	17.0
Амурская область	персонал; Государственные, Муниципальные	специалисты-техники по телекоммуникациям и  радиовещанию / 33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Амурская область	персонал; Государственные, Муниципальные	старшие преподаватели / 15	137.66	132.96	126.18	118.0	20.0	0.0	0.0	10.0	9.0	133.0
Амурская область	персонал; Государственные, Муниципальные	техники-электроники / 34	2.0	2.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
Амурская область	персонал; Государственные, Муниципальные	учебно-вспомогательный персонал / 23	318.35	294.8	275.15	289.0	40.0	0.0	10.0	58.0	58.0	270.0
Архангельская область	персонал; Государственные, Муниципальные	Из общей численности работников (стр. 01) специалисты по информационным и коммуникационным технологиям – всего (сумма строк 26 - 35) / 25	76.5	73.5	70.5	67.0	18.0	1.0	0.0	14.0	14.0	71.0
Архангельская область	персонал; Государственные, Муниципальные	Численность работников - всего (сумма строк 02, 07, 19-24) / 01	3107.97	2694.04	2499.95	2527.0	461.0	54.0	79.0	471.0	328.0	2517.0
Архангельская область	персонал; Государственные, Муниципальные	административно-хозяйственный персонал / 21	450.2	421.35	412.35	585.0	38.0	1.0	0.0	212.0	157.0	411.0
Архангельская область	персонал; Государственные, Муниципальные	ассистенты / 17	111.28	90.75	53.85	48.0	15.0	0.0	7.0	6.0	0.0	57.0
Архангельская область	персонал; Государственные, Муниципальные	в том числе:  профессорско-преподавательский состав - всего: / 08	1170.86	1011.2	891.3	904.0	61.0	0.0	20.0	63.0	34.0	902.0
Архангельская область	персонал; Государственные, Муниципальные	в том числе:  руководители служб и подразделений в сфере  информационно-коммуникационных технологий / 26	10.5	10.0	10.0	10.0	0.0	0.0	0.0	0.0	0.0	10.0
Архангельская область	персонал; Государственные, Муниципальные	в том числе:  руководящий персонал - всего / 02	354.5	333.5	331.5	106.0	236.0	1.0	47.0	13.0	12.0	329.0
Архангельская область	персонал; Государственные, Муниципальные	в том числе: деканы факультетов / 10	10.3	10.3	10.0	10.0	0.0	0.0	0.0	0.0	0.0	10.0
Архангельская область	персонал; Государственные, Муниципальные	графические и мультимедийные дизайнеры / 31	1.0	1.0	1.0	4.0	0.0	0.0	0.0	3.0	3.0	1.0
Архангельская область	персонал; Государственные, Муниципальные	директор филиала / 06	4.0	4.0	4.0	2.0	2.0	0.0	0.0	0.0	0.0	4.0
Архангельская область	персонал; Государственные, Муниципальные	директора институтов / 12	11.0	9.0	9.0	9.0	2.0	0.0	0.0	2.0	1.0	9.0
Архангельская область	персонал; Государственные, Муниципальные	доценты / 14	598.07	541.85	493.15	508.0	18.0	0.0	4.0	34.0	20.0	492.0
Архангельская область	персонал; Государственные, Муниципальные	заведующие кафедрами / 11	95.1	84.0	78.65	82.0	1.0	0.0	1.0	6.0	3.0	77.0
Архангельская область	персонал; Государственные, Муниципальные	из них профессорско-преподавательский состав,  осуществляющий образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, специалитета, магистратуры  (сумма строк 10-17) / 09	1170.86	1011.2	891.3	904.0	61.0	0.0	20.0	63.0	34.0	902.0
Архангельская область	персонал; Государственные, Муниципальные	из них:  ректор / 03	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0
Архангельская область	персонал; Государственные, Муниципальные	инженерно-технический персонал / 20	141.5	108.5	105.5	117.0	4.0	0.0	0.0	14.0	14.0	107.0
Архангельская область	персонал; Государственные, Муниципальные	инженеры по телекоммуникациям / 30	4.0	3.5	3.0	5.0	0.0	0.0	0.0	2.0	2.0	3.0
Архангельская область	персонал; Государственные, Муниципальные	инженеры-электроники / 29	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0
Архангельская область	персонал; Государственные, Муниципальные	иные педагогические работники / 18	37.5	32.15	32.15	27.0	1.0	0.0	1.0	0.0	0.0	28.0
Архангельская область	персонал; Государственные, Муниципальные	квалифицированные рабочие: монтажники и ремонтники электронного и  телекоммуникационного оборудования / 35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Государственные, Муниципальные	научные работники / 19	101.93	66.49	51.4	36.0	12.0	0.0	0.0	11.0	0.0	37.0
Архангельская область	персонал; Государственные, Муниципальные	обслуживающий персонал / 24	441.05	361.05	340.5	314.0	81.0	45.0	7.0	52.0	48.0	343.0
Архангельская область	персонал; Государственные, Муниципальные	педагогические работники - всего (сумма строк 08,18): / 07	1208.36	1043.35	923.45	931.0	62.0	0.0	21.0	63.0	34.0	930.0
Архангельская область	персонал; Государственные, Муниципальные	президент / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Государственные, Муниципальные	преподаватели / 16	31.37	24.05	15.0	8.0	9.0	0.0	4.0	0.0	0.0	17.0
Архангельская область	персонал; Государственные, Муниципальные	производственный персонал / 22	12.0	10.0	9.5	11.0	0.0	0.0	0.0	2.0	2.0	9.0
Архангельская область	персонал; Государственные, Муниципальные	проректоры / 05	13.0	13.0	13.0	14.0	1.0	0.0	1.0	1.0	1.0	14.0
Архангельская область	персонал; Государственные, Муниципальные	профессора / 13	125.33	101.7	90.8	102.0	7.0	0.0	3.0	7.0	5.0	102.0
Архангельская область	персонал; Государственные, Муниципальные	специалисты высшего уровня квалификации: разработчики и аналитики программного обеспечения  и приложений / 27	11.0	11.0	10.0	7.0	4.0	0.0	0.0	1.0	1.0	10.0
Архангельская область	персонал; Государственные, Муниципальные	специалисты по базам данных и сетям / 28	24.0	22.5	21.0	16.0	8.0	0.0	0.0	3.0	3.0	21.0
Архангельская область	персонал; Государственные, Муниципальные	специалисты среднего уровня квалификации: специалисты-техники по эксплуатации ИКТ и по  поддержке пользователей ИКТ / 32	24.0	23.5	23.5	23.0	6.0	1.0	0.0	5.0	5.0	24.0
Архангельская область	персонал; Государственные, Муниципальные	специалисты-техники по телекоммуникациям и  радиовещанию / 33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Государственные, Муниципальные	старшие преподаватели / 15	188.41	149.55	140.85	137.0	9.0	0.0	1.0	8.0	5.0	138.0
Архангельская область	персонал; Государственные, Муниципальные	техники-электроники / 34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Государственные, Муниципальные	учебно-вспомогательный персонал / 23	398.43	349.8	325.75	427.0	28.0	7.0	4.0	104.0	61.0	351.0
Архангельская область	персонал; Частные	Из общей численности работников (стр. 01) специалисты по информационным и коммуникационным технологиям – всего (сумма строк 26 - 35) / 25	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Архангельская область	персонал; Частные	Численность работников - всего (сумма строк 02, 07, 19-24) / 01	56.0	40.4	34.4	56.0	6.0	1.0	5.0	14.0	14.0	48.0
Архангельская область	персонал; Частные	административно-хозяйственный персонал / 21	11.0	8.75	5.75	12.0	2.0	0.0	2.0	4.0	4.0	9.0
Архангельская область	персонал; Частные	ассистенты / 17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Частные	в том числе:  профессорско-преподавательский состав - всего: / 08	19.0	14.4	14.4	21.0	0.0	0.0	0.0	3.0	3.0	18.0
Архангельская область	персонал; Частные	в том числе:  руководители служб и подразделений в сфере  информационно-коммуникационных технологий / 26	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Архангельская область	персонал; Частные	в том числе:  руководящий персонал - всего / 02	5.0	5.0	5.0	5.0	2.0	0.0	2.0	2.0	2.0	5.0
Архангельская область	персонал; Частные	в том числе: деканы факультетов / 10	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Частные	графические и мультимедийные дизайнеры / 31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Частные	директор филиала / 06	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Архангельская область	персонал; Частные	директора институтов / 12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Частные	доценты / 14	4.0	2.5	2.5	6.0	0.0	0.0	0.0	1.0	1.0	4.0
Архангельская область	персонал; Частные	заведующие кафедрами / 11	6.0	5.8	5.8	6.0	0.0	0.0	0.0	0.0	0.0	6.0
Архангельская область	персонал; Частные	из них профессорско-преподавательский состав,  осуществляющий образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, специалитета, магистратуры  (сумма строк 10-17) / 09	19.0	14.4	14.4	21.0	0.0	0.0	0.0	3.0	3.0	18.0
Архангельская область	персонал; Частные	из них:  ректор / 03	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0
Архангельская область	персонал; Частные	инженерно-технический персонал / 20	2.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0
Архангельская область	персонал; Частные	инженеры по телекоммуникациям / 30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Частные	инженеры-электроники / 29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Частные	иные педагогические работники / 18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Частные	квалифицированные рабочие: монтажники и ремонтники электронного и  телекоммуникационного оборудования / 35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Частные	научные работники / 19	3.0	1.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0
Архангельская область	персонал; Частные	обслуживающий персонал / 24	4.0	3.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0
Архангельская область	персонал; Частные	педагогические работники - всего (сумма строк 08,18): / 07	19.0	14.4	14.4	21.0	0.0	0.0	0.0	3.0	3.0	18.0
Архангельская область	персонал; Частные	президент / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Частные	преподаватели / 16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Частные	производственный персонал / 22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Частные	проректоры / 05	2.0	2.0	2.0	2.0	2.0	0.0	2.0	2.0	2.0	2.0
Архангельская область	персонал; Частные	профессора / 13	3.0	2.0	2.0	3.0	0.0	0.0	0.0	1.0	1.0	3.0
Архангельская область	персонал; Частные	специалисты высшего уровня квалификации: разработчики и аналитики программного обеспечения  и приложений / 27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Частные	специалисты по базам данных и сетям / 28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
