region	tags	indicator	Принято на обучение / всего / 4	Принято на обучение / из них лица с ОВЗ, инвалиды, дети-инвалиды / 5	Из общего приема (из гр. 4) / женщины / 6	Из общего приема (из гр. 4) / граждане стран СНГ / 7
Алтайский край	Государственные, Муниципальные; заочная	Всего по программам бакалавриата, специалитета и магистратуры (сумма строк 01, 02, 03) / 04 / 0	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; заочная	Лингвистика / 01 / 45.03.02	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; заочная	Лингвистика / 03 / 45.04.02	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; заочная	Педагогика и психология девиантного поведения / 02 / 44.05.01	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; заочная	Педагогическое образование (с двумя профилями подготовки) / 01 / 44.03.05	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; заочная	Педагогическое образование / 01 / 44.03.01	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; заочная	Педагогическое образование / 03 / 44.04.01	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; заочная	Прикладная информатика / 01 / 09.03.03	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; заочная	Прикладная информатика / 03 / 09.04.03	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; заочная	Прикладная математика / 01 / 01.03.04	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; заочная	Программы бакалавриата - всего / 01 / 0	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; заочная	Программы магистратуры - всего / 03 / 0	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; заочная	Программы специалитета - всего / 02 / 0	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; заочная	Психология / 01 / 37.03.01	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; заочная	Психолого-педагогическое образование / 01 / 44.03.02	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; заочная	Психолого-педагогическое образование / 03 / 44.04.02	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; заочная	Специальное (дефектологическое) образование / 01 / 44.03.03	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; заочная	Специальное (дефектологическое) образование / 03 / 44.04.03	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; заочная	Туризм / 01 / 43.03.02	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; заочная	Физическая культура / 01 / 49.03.01	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; заочная	Физическая культура / 03 / 49.04.01	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Актерское искусство / 02 / 52.05.01	3.0	0.0	3.0	3.0
Алтайский край	Государственные, Муниципальные; очная	Биотехнология / 01 / 19.03.01	1.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Всего по программам бакалавриата, специалитета и магистратуры (сумма строк 01, 02, 03) / 04 / 0	52.0	0.0	19.0	13.0
Алтайский край	Государственные, Муниципальные; очная	Гостиничное дело / 01 / 43.03.03	2.0	0.0	1.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Дизайн / 01 / 54.03.01	1.0	0.0	1.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Зарубежное регионоведение / 03 / 41.04.01	1.0	0.0	1.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Информатика и вычислительная техника / 01 / 09.03.01	2.0	0.0	1.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Информатика и вычислительная техника / 03 / 09.04.01	1.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Информационная безопасность / 03 / 10.04.01	2.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очная	История / 03 / 46.04.01	1.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Конструкторско-технологическое обеспечение машиностроительных производств / 01 / 15.03.05	1.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Лечебное дело / 02 / 31.05.01	4.0	0.0	1.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Лингвистика / 01 / 45.03.02	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Лингвистика / 03 / 45.04.02	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Математика и компьютерные науки / 01 / 02.03.01	2.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Международные отношения / 03 / 41.04.05	2.0	0.0	1.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Менеджмент / 01 / 38.03.02	4.0	0.0	1.0	3.0
Алтайский край	Государственные, Муниципальные; очная	Педагогика и психология девиантного поведения / 02 / 44.05.01	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Педагогическое образование (с двумя профилями подготовки) / 01 / 44.03.05	1.0	0.0	1.0	1.0
Алтайский край	Государственные, Муниципальные; очная	Педагогическое образование / 01 / 44.03.01	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Педагогическое образование / 03 / 44.04.01	1.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Прикладная информатика / 01 / 09.03.03	1.0	0.0	1.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Прикладная информатика / 03 / 09.04.03	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Прикладная математика / 01 / 01.03.04	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Программная инженерия / 01 / 09.03.04	1.0	0.0	0.0	1.0
Алтайский край	Государственные, Муниципальные; очная	Программы бакалавриата - всего / 01 / 0	32.0	0.0	11.0	10.0
Алтайский край	Государственные, Муниципальные; очная	Программы магистратуры - всего / 03 / 0	10.0	0.0	2.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Программы специалитета - всего / 02 / 0	10.0	0.0	6.0	3.0
Алтайский край	Государственные, Муниципальные; очная	Психология / 01 / 37.03.01	1.0	0.0	1.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Психолого-педагогическое образование / 01 / 44.03.02	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Психолого-педагогическое образование / 03 / 44.04.02	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Специальное (дефектологическое) образование / 01 / 44.03.03	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Специальное (дефектологическое) образование / 03 / 44.04.03	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Стоматология / 02 / 31.05.03	1.0	0.0	1.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Строительство / 01 / 08.03.01	2.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Туризм / 01 / 43.03.02	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Фармация / 02 / 33.05.01	2.0	0.0	1.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Физическая культура / 01 / 49.03.01	0.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Химическая технология / 03 / 18.04.01	1.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Экология и природопользование / 01 / 05.03.06	1.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Экономика / 01 / 38.03.01	10.0	0.0	4.0	5.0
Алтайский край	Государственные, Муниципальные; очная	Электроэнергетика и электротехника / 01 / 13.03.02	2.0	0.0	0.0	0.0
Алтайский край	Государственные, Муниципальные; очная	Электроэнергетика и электротехника / 03 / 13.04.02	1.0	0.0	0.0	0.0
Алтайский край	очная; Частные	Всего по программам бакалавриата, специалитета и магистратуры (сумма строк 01, 02, 03) / 04 / 0	0.0	0.0	0.0	0.0
Алтайский край	очная; Частные	Программы бакалавриата - всего / 01 / 0	0.0	0.0	0.0	0.0
Алтайский край	очная; Частные	Программы магистратуры - всего / 03 / 0	0.0	0.0	0.0	0.0
Алтайский край	очная; Частные	Программы специалитета - всего / 02 / 0	0.0	0.0	0.0	0.0
Алтайский край	очная; Частные	Теология / 01 / 48.03.01	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; заочная	Всего по программам бакалавриата, специалитета и магистратуры (сумма строк 01, 02, 03) / 04 / 0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; заочная	Программы бакалавриата - всего / 01 / 0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; заочная	Программы магистратуры - всего / 03 / 0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; заочная	Программы специалитета - всего / 02 / 0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; очная	Агрономия / 01 / 35.03.04	1.0	0.0	1.0	0.0
Амурская область	Государственные, Муниципальные; очная	Всего по программам бакалавриата, специалитета и магистратуры (сумма строк 01, 02, 03) / 04 / 0	14.0	0.0	5.0	0.0
Амурская область	Государственные, Муниципальные; очная	Информационные системы и технологии / 01 / 09.03.02	3.0	0.0	1.0	0.0
Амурская область	Государственные, Муниципальные; очная	Лечебное дело / 02 / 31.05.01	4.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; очная	Математическое обеспечение и администрирование информационных систем / 01 / 02.03.03	1.0	0.0	1.0	0.0
Амурская область	Государственные, Муниципальные; очная	Педагогическое образование / 03 / 44.04.01	1.0	0.0	1.0	0.0
Амурская область	Государственные, Муниципальные; очная	Программная инженерия / 01 / 09.03.04	2.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; очная	Программы бакалавриата - всего / 01 / 0	9.0	0.0	4.0	0.0
Амурская область	Государственные, Муниципальные; очная	Программы магистратуры - всего / 03 / 0	1.0	0.0	1.0	0.0
Амурская область	Государственные, Муниципальные; очная	Программы специалитета - всего / 02 / 0	4.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; очная	Экономика / 01 / 38.03.01	2.0	0.0	1.0	0.0
Архангельская область	Государственные, Муниципальные; очная	Всего по программам бакалавриата, специалитета и магистратуры (сумма строк 01, 02, 03) / 04 / 0	10.0	0.0	6.0	3.0
Архангельская область	Государственные, Муниципальные; очная	Ландшафтная архитектура / 03 / 35.04.09	1.0	0.0	1.0	0.0
Архангельская область	Государственные, Муниципальные; очная	Международные отношения / 01 / 41.03.05	1.0	0.0	0.0	0.0
Архангельская область	Государственные, Муниципальные; очная	Менеджмент / 03 / 38.04.02	1.0	0.0	0.0	0.0
Архангельская область	Государственные, Муниципальные; очная	Педагогическое образование (с двумя профилями подготовки) / 01 / 44.03.05	1.0	0.0	0.0	0.0
Архангельская область	Государственные, Муниципальные; очная	Педагогическое образование / 03 / 44.04.01	2.0	0.0	2.0	2.0
Архангельская область	Государственные, Муниципальные; очная	Программы бакалавриата - всего / 01 / 0	3.0	0.0	1.0	0.0
Архангельская область	Государственные, Муниципальные; очная	Программы магистратуры - всего / 03 / 0	7.0	0.0	5.0	3.0
Архангельская область	Государственные, Муниципальные; очная	Программы специалитета - всего / 02 / 0	0.0	0.0	0.0	0.0
Архангельская область	Государственные, Муниципальные; очная	Психолого-педагогическое образование / 03 / 44.04.02	1.0	0.0	1.0	1.0
Архангельская область	Государственные, Муниципальные; очная	Экология и природопользование / 03 / 05.04.06	2.0	0.0	1.0	0.0
Архангельская область	Государственные, Муниципальные; очная	Экономика / 01 / 38.03.01	1.0	0.0	1.0	0.0
Астраханская область	Государственные, Муниципальные; заочная	Всего по программам бакалавриата, специалитета и магистратуры (сумма строк 01, 02, 03) / 04 / 0	0.0	0.0	0.0	0.0
Астраханская область	Государственные, Муниципальные; заочная	Государственное и муниципальное управление / 01 / 38.03.04	0.0	0.0	0.0	0.0
Астраханская область	Государственные, Муниципальные; заочная	Менеджмент / 01 / 38.03.02	0.0	0.0	0.0	0.0
Астраханская область	Государственные, Муниципальные; заочная	Программы бакалавриата - всего / 01 / 0	0.0	0.0	0.0	0.0
Астраханская область	Государственные, Муниципальные; заочная	Программы магистратуры - всего / 03 / 0	0.0	0.0	0.0	0.0
Астраханская область	Государственные, Муниципальные; заочная	Программы специалитета - всего / 02 / 0	0.0	0.0	0.0	0.0
Астраханская область	Государственные, Муниципальные; заочная	Экономика / 01 / 38.03.01	0.0	0.0	0.0	0.0
Астраханская область	Государственные, Муниципальные; очная	Агроинженерия / 03 / 35.04.06	1.0	0.0	0.0	0.0
Астраханская область	Государственные, Муниципальные; очная	Агрономия / 01 / 35.03.04	1.0	0.0	0.0	1.0
Астраханская область	Государственные, Муниципальные; очная	Архитектура / 01 / 07.03.01	3.0	0.0	0.0	1.0
Астраханская область	Государственные, Муниципальные; очная	Вокальное искусство / 01 / 53.03.03	1.0	0.0	1.0	1.0
Астраханская область	Государственные, Муниципальные; очная	Всего по программам бакалавриата, специалитета и магистратуры (сумма строк 01, 02, 03) / 04 / 0	53.0	0.0	18.0	11.0
Астраханская область	Государственные, Муниципальные; очная	Геология / 01 / 05.03.01	2.0	0.0	0.0	0.0
Астраханская область	Государственные, Муниципальные; очная	Информатика и вычислительная техника / 01 / 09.03.01	1.0	0.0	1.0	0.0
Астраханская область	Государственные, Муниципальные; очная	Информационные системы и технологии / 01 / 09.03.02	1.0	0.0	1.0	1.0
Астраханская область	Государственные, Муниципальные; очная	Искусство концертного исполнительства / 02 / 53.05.01	3.0	0.0	1.0	2.0
Астраханская область	Государственные, Муниципальные; очная	Картография и геоинформатика / 01 / 05.03.03	1.0	0.0	1.0	0.0
Астраханская область	Государственные, Муниципальные; очная	Кораблестроение, океанотехника и системотехника объектов морской инфраструктуры / 01 / 26.03.02	4.0	0.0	0.0	0.0
Астраханская область	Государственные, Муниципальные; очная	Кораблестроение, океанотехника и системотехника объектов морской инфраструктуры / 03 / 26.04.02	3.0	0.0	1.0	0.0
Астраханская область	Государственные, Муниципальные; очная	Лечебное дело / 02 / 31.05.01	7.0	0.0	4.0	2.0
Астраханская область	Государственные, Муниципальные; очная	Лингвистика / 03 / 45.04.02	1.0	0.0	1.0	0.0
Астраханская область	Государственные, Муниципальные; очная	Менеджмент / 03 / 38.04.02	1.0	0.0	0.0	0.0
Астраханская область	Государственные, Муниципальные; очная	Педагогическое образование / 01 / 44.03.01	1.0	0.0	0.0	0.0
Астраханская область	Государственные, Муниципальные; очная	Прикладная геология / 02 / 21.05.02	1.0	0.0	0.0	1.0
Астраханская область	Государственные, Муниципальные; очная	Прикладная информатика / 01 / 09.03.03	1.0	0.0	0.0	0.0
Астраханская область	Государственные, Муниципальные; очная	Природообустройство и водопользование / 01 / 20.03.02	1.0	0.0	0.0	0.0
Астраханская область	Государственные, Муниципальные; очная	Природообустройство и водопользование / 03 / 20.04.02	1.0	0.0	0.0	0.0
Астраханская область	Государственные, Муниципальные; очная	Программная инженерия / 01 / 09.03.04	2.0	0.0	0.0	0.0
Астраханская область	Государственные, Муниципальные; очная	Программы бакалавриата - всего / 01 / 0	29.0	0.0	8.0	5.0
Астраханская область	Государственные, Муниципальные; очная	Программы магистратуры - всего / 03 / 0	11.0	0.0	4.0	0.0
Астраханская область	Государственные, Муниципальные; очная	Программы специалитета - всего / 02 / 0	13.0	0.0	6.0	6.0
Астраханская область	Государственные, Муниципальные; очная	Промышленное рыболовство / 01 / 35.03.09	5.0	0.0	2.0	0.0
Астраханская область	Государственные, Муниципальные; очная	Промышленное рыболовство / 03 / 35.04.08	1.0	0.0	0.0	0.0
Астраханская область	Государственные, Муниципальные; очная	Психолого-педагогическое образование / 03 / 44.04.02	2.0	0.0	2.0	0.0
Астраханская область	Государственные, Муниципальные; очная	Стоматология / 02 / 31.05.03	2.0	0.0	1.0	1.0
Астраханская область	Государственные, Муниципальные; очная	Строительство / 01 / 08.03.01	2.0	0.0	1.0	1.0
Астраханская область	Государственные, Муниципальные; очная	Теплоэнергетика и теплотехника / 01 / 13.03.01	1.0	0.0	0.0	0.0
Астраханская область	Государственные, Муниципальные; очная	Химическая технология / 03 / 18.04.01	1.0	0.0	0.0	0.0
Астраханская область	Государственные, Муниципальные; очная	Экология и природопользование / 01 / 05.03.06	1.0	0.0	1.0	0.0
Астраханская область	Государственные, Муниципальные; очная	Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии / 01 / 18.03.02	1.0	0.0	0.0	0.0
Белгородская область	Государственные, Муниципальные; заочная	Агроинженерия / 01 / 35.03.06	0.0	0.0	0.0	0.0
Белгородская область	Государственные, Муниципальные; заочная	Агроинженерия / 03 / 35.04.06	0.0	0.0	0.0	0.0
Белгородская область	Государственные, Муниципальные; заочная	Агрономия / 01 / 35.03.04	0.0	0.0	0.0	0.0
Белгородская область	Государственные, Муниципальные; заочная	Агрономия / 03 / 35.04.04	0.0	0.0	0.0	0.0
Белгородская область	Государственные, Муниципальные; заочная	Агрохимия и агропочвоведение / 03 / 35.04.03	0.0	0.0	0.0	0.0
Белгородская область	Государственные, Муниципальные; заочная	Ветеринария / 02 / 36.05.01	0.0	0.0	0.0	0.0
Белгородская область	Государственные, Муниципальные; заочная	Всего по программам бакалавриата, специалитета и магистратуры (сумма строк 01, 02, 03) / 04 / 0	0.0	0.0	0.0	0.0
Белгородская область	Государственные, Муниципальные; заочная	Землеустройство и кадастры / 01 / 21.03.02	0.0	0.0	0.0	0.0
Белгородская область	Государственные, Муниципальные; заочная	Землеустройство и кадастры / 03 / 21.04.02	0.0	0.0	0.0	0.0
Белгородская область	Государственные, Муниципальные; заочная	Зоотехния / 01 / 36.03.02	0.0	0.0	0.0	0.0
Белгородская область	Государственные, Муниципальные; заочная	Зоотехния / 03 / 36.04.02	0.0	0.0	0.0	0.0
Белгородская область	Государственные, Муниципальные; заочная	Ландшафтная архитектура / 03 / 35.04.09	0.0	0.0	0.0	0.0
Белгородская область	Государственные, Муниципальные; заочная	Менеджмент / 03 / 38.04.02	0.0	0.0	0.0	0.0
Белгородская область	Государственные, Муниципальные; заочная	Прикладная информатика / 01 / 09.03.03	0.0	0.0	0.0	0.0
Белгородская область	Государственные, Муниципальные; заочная	Прикладная информатика / 03 / 09.04.03	0.0	0.0	0.0	0.0
Белгородская область	Государственные, Муниципальные; заочная	Программы бакалавриата - всего / 01 / 0	0.0	0.0	0.0	0.0
Белгородская область	Государственные, Муниципальные; заочная	Программы магистратуры - всего / 03 / 0	0.0	0.0	0.0	0.0
Белгородская область	Государственные, Муниципальные; заочная	Программы специалитета - всего / 02 / 0	0.0	0.0	0.0	0.0
Белгородская область	Государственные, Муниципальные; заочная	Продукты питания животного происхождения / 03 / 19.04.03	0.0	0.0	0.0	0.0
Белгородская область	Государственные, Муниципальные; заочная	Профессиональное обучение (по отраслям) / 01 / 44.03.04	0.0	0.0	0.0	0.0
Белгородская область	Государственные, Муниципальные; заочная	Профессиональное обучение (по отраслям) / 03 / 44.04.04	0.0	0.0	0.0	0.0
Белгородская область	Государственные, Муниципальные; заочная	Технология производства и переработки сельскохозяйственной продукции / 01 / 35.03.07	0.0	0.0	0.0	0.0
Белгородская область	Государственные, Муниципальные; заочная	Управление персоналом / 03 / 38.04.03	0.0	0.0	0.0	0.0
Белгородская область	Государственные, Муниципальные; заочная	Экология и природопользование / 03 / 05.04.06	0.0	0.0	0.0	0.0
Белгородская область	Государственные, Муниципальные; заочная	Экономика / 03 / 38.04.01	0.0	0.0	0.0	0.0
Белгородская область	Государственные, Муниципальные; очная	Автоматизация технологических процессов и производств / 01 / 15.03.04	1.0	0.0	0.0	1.0
Белгородская область	Государственные, Муниципальные; очная	Агроинженерия / 01 / 35.03.06	14.0	0.0	1.0	9.0
Белгородская область	Государственные, Муниципальные; очная	Агроинженерия / 03 / 35.04.06	0.0	0.0	0.0	0.0
Белгородская область	Государственные, Муниципальные; очная	Агрономия / 01 / 35.03.04	10.0	0.0	1.0	6.0
Белгородская область	Государственные, Муниципальные; очная	Агрономия / 03 / 35.04.04	0.0	0.0	0.0	0.0
Белгородская область	Государственные, Муниципальные; очная	Агрохимия и агропочвоведение / 03 / 35.04.03	0.0	0.0	0.0	0.0
Белгородская область	Государственные, Муниципальные; очная	Архитектура / 01 / 07.03.01	11.0	0.0	7.0	2.0
Белгородская область	Государственные, Муниципальные; очная	Архитектура / 03 / 07.04.01	2.0	0.0	0.0	0.0
Белгородская область	Государственные, Муниципальные; очная	Бизнес-информатика / 01 / 38.03.05	5.0	0.0	1.0	5.0
Белгородская область	Государственные, Муниципальные; очная	Биология / 01 / 06.03.01	3.0	0.0	3.0	2.0
Белгородская область	Государственные, Муниципальные; очная	Биология / 03 / 06.04.01	1.0	0.0	0.0	0.0
Белгородская область	Государственные, Муниципальные; очная	Биотехнические системы и технологии / 01 / 12.03.04	1.0	0.0	1.0	0.0
Белгородская область	Государственные, Муниципальные; очная	Биотехнология / 01 / 19.03.01	3.0	0.0	2.0	1.0
Белгородская область	Государственные, Муниципальные; очная	Биотехнология / 03 / 19.04.01	1.0	0.0	0.0	0.0
Белгородская область	Государственные, Муниципальные; очная	Ветеринария / 02 / 36.05.01	32.0	0.0	21.0	12.0
Белгородская область	Государственные, Муниципальные; очная	Всего по программам бакалавриата, специалитета и магистратуры (сумма строк 01, 02, 03) / 04 / 0	591.0	0.0	283.0	305.0
Белгородская область	Государственные, Муниципальные; очная	География / 01 / 05.03.02	1.0	0.0	0.0	0.0
Белгородская область	Государственные, Муниципальные; очная	География / 03 / 05.04.02	1.0	0.0	0.0	0.0
Белгородская область	Государственные, Муниципальные; очная	Государственное и муниципальное управление / 01 / 38.03.04	4.0	0.0	4.0	2.0
Белгородская область	Государственные, Муниципальные; очная	Градостроительство / 01 / 07.03.04	1.0	0.0	0.0	0.0
Белгородская область	Государственные, Муниципальные; очная	Дизайн архитектурной среды / 01 / 07.03.03	4.0	0.0	2.0	2.0
Белгородская область	Государственные, Муниципальные; очная	Документоведение и архивоведение / 01 / 46.03.02	1.0	0.0	1.0	1.0
Белгородская область	Государственные, Муниципальные; очная	Журналистика / 01 / 42.03.02	7.0	0.0	5.0	6.0
Белгородская область	Государственные, Муниципальные; очная	Журналистика / 03 / 42.04.02	1.0	0.0	1.0	1.0
Белгородская область	Государственные, Муниципальные; очная	Землеустройство и кадастры / 01 / 21.03.02	25.0	0.0	12.0	13.0
Белгородская область	Государственные, Муниципальные; очная	Землеустройство и кадастры / 03 / 21.04.02	0.0	0.0	0.0	0.0
Белгородская область	Государственные, Муниципальные; очная	Зоотехния / 01 / 36.03.02	5.0	0.0	4.0	0.0
Белгородская область	Государственные, Муниципальные; очная	Зоотехния / 03 / 36.04.02	0.0	0.0	0.0	0.0
Белгородская область	Государственные, Муниципальные; очная	Инфокоммуникационные технологии и системы связи / 01 / 11.03.02	2.0	0.0	0.0	2.0
Белгородская область	Государственные, Муниципальные; очная	Инфокоммуникационные технологии и системы связи / 03 / 11.04.02	2.0	0.0	2.0	0.0
Белгородская область	Государственные, Муниципальные; очная	Информационная безопасность автоматизированных систем / 02 / 10.05.03	2.0	0.0	0.0	1.0
Белгородская область	Государственные, Муниципальные; очная	Информационные системы и технологии / 01 / 09.03.02	26.0	0.0	3.0	20.0
Белгородская область	Государственные, Муниципальные; очная	Информационные системы и технологии / 03 / 09.04.02	2.0	0.0	0.0	1.0
Белгородская область	Государственные, Муниципальные; очная	История / 01 / 46.03.01	2.0	0.0	0.0	1.0
Белгородская область	Государственные, Муниципальные; очная	История / 03 / 46.04.01	1.0	0.0	0.0	0.0
Белгородская область	Государственные, Муниципальные; очная	Клиническая психология / 02 / 37.05.01	2.0	0.0	2.0	1.0
Белгородская область	Государственные, Муниципальные; очная	Культурология / 01 / 51.03.01	1.0	0.0	1.0	0.0
Белгородская область	Государственные, Муниципальные; очная	Ландшафтная архитектура / 01 / 35.03.10	6.0	0.0	3.0	4.0
Белгородская область	Государственные, Муниципальные; очная	Ландшафтная архитектура / 03 / 35.04.09	0.0	0.0	0.0	0.0
Белгородская область	Государственные, Муниципальные; очная	Лечебное дело / 02 / 31.05.01	82.0	0.0	39.0	24.0
Белгородская область	Государственные, Муниципальные; очная	Лингвистика / 01 / 45.03.02	6.0	0.0	6.0	3.0
Белгородская область	Государственные, Муниципальные; очная	Математика / 03 / 01.04.01	1.0	0.0	0.0	0.0
Белгородская область	Государственные, Муниципальные; очная	Математика и компьютерные науки / 03 / 02.04.01	1.0	0.0	0.0	0.0
Белгородская область	Государственные, Муниципальные; очная	Математическое обеспечение и администрирование информационных систем / 01 / 02.03.03	2.0	0.0	1.0	1.0
Белгородская область	Государственные, Муниципальные; очная	Машиностроение / 01 / 15.03.01	3.0	0.0	1.0	0.0
Белгородская область	Государственные, Муниципальные; очная	Медиакоммуникации / 01 / 42.03.05	9.0	0.0	6.0	6.0
Белгородская область	Государственные, Муниципальные; очная	Медиакоммуникации / 03 / 42.04.05	1.0	0.0	1.0	0.0
Белгородская область	Государственные, Муниципальные; очная	Международные отношения / 01 / 41.03.05	14.0	0.0	7.0	7.0
Белгородская область	Государственные, Муниципальные; очная	Международные отношения / 03 / 41.04.05	4.0	0.0	2.0	0.0
Белгородская область	Государственные, Муниципальные; очная	Менеджмент / 01 / 38.03.02	14.0	0.0	6.0	10.0
Белгородская область	Государственные, Муниципальные; очная	Менеджмент / 03 / 38.04.02	1.0	0.0	0.0	0.0
Белгородская область	Государственные, Муниципальные; очная	Мехатроника и робототехника / 01 / 15.03.06	4.0	0.0	1.0	2.0
Белгородская область	Государственные, Муниципальные; очная	Наземные транспортно-технологические средства / 02 / 23.05.01	1.0	0.0	0.0	1.0
Белгородская область	Государственные, Муниципальные; очная	Педагогическое образование (с двумя профилями подготовки) / 01 / 44.03.05	15.0	0.0	13.0	9.0
Белгородская область	Государственные, Муниципальные; очная	Педагогическое образование / 01 / 44.03.01	7.0	0.0	4.0	7.0
Белгородская область	Государственные, Муниципальные; очная	Педиатрия / 02 / 31.05.02	1.0	0.0	1.0	1.0
Белгородская область	Государственные, Муниципальные; очная	Перевод и переводоведение / 02 / 45.05.01	12.0	0.0	9.0	11.0
Белгородская область	Государственные, Муниципальные; очная	Правовое обеспечение национальной безопасности / 02 / 40.05.01	3.0	0.0	1.0	2.0
Белгородская область	Государственные, Муниципальные; очная	Прикладная геология / 02 / 21.05.02	2.0	0.0	0.0	2.0
Белгородская область	Государственные, Муниципальные; очная	Прикладная информатика / 01 / 09.03.03	11.0	0.0	3.0	8.0
Белгородская область	Государственные, Муниципальные; очная	Прикладная информатика / 03 / 09.04.03	0.0	0.0	0.0	0.0
Белгородская область	Государственные, Муниципальные; очная	Прикладная математика и информатика / 01 / 01.03.02	3.0	0.0	2.0	2.0
Белгородская область	Государственные, Муниципальные; очная	Программная инженерия / 01 / 09.03.04	10.0	0.0	0.0	2.0
Белгородская область	Государственные, Муниципальные; очная	Программы бакалавриата - всего / 01 / 0	354.0	0.0	173.0	212.0
Белгородская область	Государственные, Муниципальные; очная	Программы магистратуры - всего / 03 / 0	35.0	0.0	7.0	3.0
Белгородская область	Государственные, Муниципальные; очная	Программы специалитета - всего / 02 / 0	202.0	0.0	103.0	90.0
Белгородская область	Государственные, Муниципальные; очная	Продукты питания животного происхождения / 01 / 19.03.03	7.0	0.0	4.0	2.0
Белгородская область	Государственные, Муниципальные; очная	Продукты питания животного происхождения / 03 / 19.04.03	0.0	0.0	0.0	0.0
Белгородская область	Государственные, Муниципальные; очная	Профессиональное обучение (по отраслям) / 01 / 44.03.04	2.0	0.0	2.0	2.0
Белгородская область	Государственные, Муниципальные; очная	Профессиональное обучение (по отраслям) / 03 / 44.04.04	0.0	0.0	0.0	0.0
