region	tags	indicator	Принято на обучение / всего / 4	Принято на обучение / из них лица с ОВЗ, инвалиды, дети-инвалиды / 5	Из общего приема (из гр. 4) / женщины / 6	Из общего приема (из гр. 4) / граждане стран СНГ / 7
Российская Федерация	Государственные, Муниципальные	Биотехнические системы и технологии / 03 / 12.04.04	12.0	0.0	4.0	1.0
Российская Федерация	Государственные, Муниципальные	Биотехнология / 01 / 19.03.01	59.0	0.0	34.0	25.0
Российская Федерация	Государственные, Муниципальные	Биотехнология / 03 / 19.04.01	57.0	0.0	32.0	8.0
Российская Федерация	Государственные, Муниципальные	Ветеринария / 02 / 36.05.01	74.0	0.0	46.0	30.0
Российская Федерация	Государственные, Муниципальные	Ветеринарно-санитарная экспертиза / 01 / 36.03.01	11.0	0.0	5.0	4.0
Российская Федерация	Государственные, Муниципальные	Ветеринарно-санитарная экспертиза / 03 / 36.04.01	6.0	0.0	2.0	2.0
Российская Федерация	Государственные, Муниципальные	Водные биоресурсы и аквакультура / 01 / 35.03.08	5.0	0.0	2.0	0.0
Российская Федерация	Государственные, Муниципальные	Водные биоресурсы и аквакультура / 03 / 35.04.07	1.0	0.0	1.0	0.0
Российская Федерация	Государственные, Муниципальные	Вокальное искусство / 01 / 53.03.03	10.0	0.0	7.0	6.0
Российская Федерация	Государственные, Муниципальные	Вокальное искусство / 03 / 53.04.02	11.0	0.0	7.0	4.0
Российская Федерация	Государственные, Муниципальные	Востоковедение и африканистика / 01 / 58.03.01	36.0	0.0	28.0	27.0
Российская Федерация	Государственные, Муниципальные	Востоковедение и африканистика / 03 / 58.04.01	14.0	0.0	6.0	5.0
Российская Федерация	Государственные, Муниципальные	Всего по программам бакалавриата, специалитета и магистратуры (сумма строк 01, 02, 03) / 04 / 0	15901.0	6.0	7320.0	7459.0
Российская Федерация	Государственные, Муниципальные	Высокотехнологические плазменные и энергетические установки / 01 / 16.03.02	2.0	0.0	0.0	2.0
Российская Федерация	Государственные, Муниципальные	Высокотехнологические плазменные и энергетические установки / 03 / 16.04.02	1.0	0.0	0.0	0.0
Российская Федерация	Государственные, Муниципальные	Высокотехнологичные производства пищевых продуктов функционального и специализированного назначения / 03 / 19.04.05	2.0	0.0	1.0	0.0
Российская Федерация	Государственные, Муниципальные	География / 01 / 05.03.02	11.0	0.0	5.0	7.0
Российская Федерация	Государственные, Муниципальные	География / 03 / 05.04.02	6.0	0.0	3.0	1.0
Российская Федерация	Государственные, Муниципальные	Геодезия и дистанционное зондирование / 01 / 21.03.03	2.0	0.0	0.0	0.0
Российская Федерация	Государственные, Муниципальные	Геодезия и дистанционное зондирование / 03 / 21.04.03	3.0	0.0	1.0	0.0
Российская Федерация	Государственные, Муниципальные	Геология / 01 / 05.03.01	26.0	0.0	8.0	6.0
Российская Федерация	Государственные, Муниципальные	Геология / 03 / 05.04.01	33.0	0.0	3.0	4.0
Российская Федерация	Государственные, Муниципальные	Гидромелиорация / 03 / 35.04.10	1.0	0.0	0.0	1.0
Российская Федерация	Государственные, Муниципальные	Гидрометеорология / 01 / 05.03.04	5.0	0.0	2.0	1.0
Российская Федерация	Государственные, Муниципальные	Гидрометеорология / 03 / 05.04.04	2.0	0.0	0.0	0.0
Российская Федерация	Государственные, Муниципальные	Горное дело / 02 / 21.05.04	8.0	0.0	0.0	1.0
Российская Федерация	Государственные, Муниципальные	Гостиничное дело / 01 / 43.03.03	66.0	0.0	46.0	38.0
Российская Федерация	Государственные, Муниципальные	Гостиничное дело / 03 / 43.04.03	4.0	0.0	3.0	1.0
Российская Федерация	Государственные, Муниципальные	Государственное и муниципальное управление / 01 / 38.03.04	107.0	0.0	49.0	76.0
Российская Федерация	Государственные, Муниципальные	Государственное и муниципальное управление / 03 / 38.04.04	68.0	0.0	19.0	30.0
Российская Федерация	Государственные, Муниципальные	Государственный аудит / 03 / 38.04.09	1.0	0.0	0.0	0.0
Российская Федерация	Государственные, Муниципальные	Градостроительство / 01 / 07.03.04	14.0	0.0	2.0	10.0
Российская Федерация	Государственные, Муниципальные	Градостроительство / 03 / 07.04.04	14.0	1.0	5.0	2.0
Российская Федерация	Государственные, Муниципальные	Графика / 02 / 54.05.03	29.0	0.0	25.0	21.0
Российская Федерация	Государственные, Муниципальные	Двигатели летательных аппаратов / 01 / 24.03.05	6.0	0.0	2.0	0.0
Российская Федерация	Государственные, Муниципальные	Двигатели летательных аппаратов / 03 / 24.04.05	4.0	0.0	0.0	0.0
Российская Федерация	Государственные, Муниципальные	Декоративно-прикладное искусство и народные промыслы / 01 / 54.03.02	7.0	0.0	6.0	3.0
Российская Федерация	Государственные, Муниципальные	Декоративно-прикладное искусство и народные промыслы / 03 / 54.04.02	2.0	0.0	0.0	0.0
Российская Федерация	Государственные, Муниципальные	Дизайн / 01 / 54.03.01	312.0	0.0	252.0	233.0
Российская Федерация	Государственные, Муниципальные	Дизайн / 03 / 54.04.01	35.0	0.0	22.0	15.0
Российская Федерация	Государственные, Муниципальные	Дизайн архитектурной среды / 01 / 07.03.03	27.0	0.0	19.0	14.0
Российская Федерация	Государственные, Муниципальные	Дизайн архитектурной среды / 03 / 07.04.03	2.0	0.0	1.0	1.0
Российская Федерация	Государственные, Муниципальные	Дирижирование / 01 / 53.03.05	2.0	0.0	2.0	2.0
Российская Федерация	Государственные, Муниципальные	Дирижирование / 03 / 53.04.04	3.0	0.0	2.0	2.0
Российская Федерация	Государственные, Муниципальные	Документоведение и архивоведение / 01 / 46.03.02	2.0	0.0	1.0	2.0
Российская Федерация	Государственные, Муниципальные	Документоведение и архивоведение / 03 / 46.04.02	1.0	0.0	1.0	0.0
Российская Федерация	Государственные, Муниципальные	Драматургия / 01 / 52.03.06	2.0	0.0	1.0	2.0
Российская Федерация	Государственные, Муниципальные	Драматургия / 03 / 52.04.02	1.0	0.0	1.0	0.0
Российская Федерация	Государственные, Муниципальные	Живопись / 02 / 54.05.02	15.0	0.0	11.0	5.0
Российская Федерация	Государственные, Муниципальные	Журналистика / 01 / 42.03.02	152.0	0.0	114.0	104.0
Российская Федерация	Государственные, Муниципальные	Журналистика / 03 / 42.04.02	40.0	0.0	21.0	15.0
Российская Федерация	Государственные, Муниципальные	Зарубежное регионоведение / 01 / 41.03.01	17.0	0.0	14.0	12.0
Российская Федерация	Государственные, Муниципальные	Зарубежное регионоведение / 03 / 41.04.01	52.0	0.0	35.0	12.0
Российская Федерация	Государственные, Муниципальные	Звукорежиссура культурно-массовых представлений и концертных программ / 02 / 51.05.01	1.0	0.0	1.0	0.0
Российская Федерация	Государственные, Муниципальные	Землеустройство и кадастры / 01 / 21.03.02	36.0	0.0	16.0	21.0
Российская Федерация	Государственные, Муниципальные	Землеустройство и кадастры / 03 / 21.04.02	5.0	0.0	2.0	4.0
Российская Федерация	Государственные, Муниципальные	Зоотехния / 01 / 36.03.02	11.0	0.0	4.0	3.0
Российская Федерация	Государственные, Муниципальные	Зоотехния / 03 / 36.04.02	3.0	0.0	0.0	0.0
Российская Федерация	Государственные, Муниципальные	Издательское дело / 01 / 42.03.03	3.0	0.0	3.0	1.0
Российская Федерация	Государственные, Муниципальные	Издательское дело / 03 / 42.04.03	1.0	0.0	1.0	1.0
Российская Федерация	Государственные, Муниципальные	Изящные искусства / 03 / 50.04.02	1.0	0.0	0.0	0.0
Российская Федерация	Государственные, Муниципальные	Инноватика / 01 / 27.03.05	12.0	0.0	4.0	8.0
Российская Федерация	Государственные, Муниципальные	Инноватика / 03 / 27.04.05	4.0	0.0	2.0	0.0
Российская Федерация	Государственные, Муниципальные	Интеллектуальные системы в гуманитарной среде / 03 / 45.04.04	1.0	0.0	0.0	0.0
Российская Федерация	Государственные, Муниципальные	Интеллектуальные системы в гуманитарной сфере / 01 / 45.03.04	4.0	0.0	2.0	1.0
Российская Федерация	Государственные, Муниципальные	Инфокоммуникационные технологии и системы связи / 01 / 11.03.02	30.0	0.0	4.0	18.0
Российская Федерация	Государственные, Муниципальные	Инфокоммуникационные технологии и системы связи / 03 / 11.04.02	37.0	0.0	9.0	4.0
Российская Федерация	Государственные, Муниципальные	Информатика и вычислительная техника / 01 / 09.03.01	188.0	0.0	23.0	110.0
Российская Федерация	Государственные, Муниципальные	Информатика и вычислительная техника / 03 / 09.04.01	70.0	0.0	12.0	17.0
Российская Федерация	Государственные, Муниципальные	Информационная безопасность / 01 / 10.03.01	146.0	0.0	24.0	104.0
Российская Федерация	Государственные, Муниципальные	Информационная безопасность / 03 / 10.04.01	32.0	0.0	7.0	14.0
Российская Федерация	Государственные, Муниципальные	Информационная безопасность автоматизированных систем / 02 / 10.05.03	10.0	0.0	1.0	6.0
Российская Федерация	Государственные, Муниципальные	Информационная безопасность телекоммуникационных систем / 02 / 10.05.02	2.0	0.0	1.0	1.0
Российская Федерация	Государственные, Муниципальные	Информационно-аналитические системы безопасности / 02 / 10.05.04	9.0	0.0	1.0	4.0
Российская Федерация	Государственные, Муниципальные	Информационные системы и технологии / 01 / 09.03.02	329.0	0.0	55.0	223.0
Российская Федерация	Государственные, Муниципальные	Информационные системы и технологии / 03 / 09.04.02	37.0	0.0	5.0	8.0
Российская Федерация	Государственные, Муниципальные	Искусства и гуманитарные науки / 01 / 50.03.01	12.0	0.0	11.0	10.0
Российская Федерация	Государственные, Муниципальные	Искусства и гуманитарные науки / 03 / 50.04.01	7.0	0.0	4.0	5.0
Российская Федерация	Государственные, Муниципальные	Искусство / 03 / 53.04.05	3.0	0.0	1.0	0.0
Российская Федерация	Государственные, Муниципальные	Искусство концертного исполнительства / 02 / 53.05.01	45.0	0.0	20.0	30.0
Российская Федерация	Государственные, Муниципальные	Искусство костюма и текстиля / 01 / 54.03.03	9.0	0.0	9.0	6.0
Российская Федерация	Государственные, Муниципальные	Искусство костюма и текстиля / 03 / 54.04.03	2.0	0.0	2.0	1.0
Российская Федерация	Государственные, Муниципальные	Искусство народного пения / 01 / 53.03.04	2.0	1.0	2.0	2.0
Российская Федерация	Государственные, Муниципальные	Искусство народного пения / 03 / 53.04.03	1.0	0.0	1.0	0.0
Российская Федерация	Государственные, Муниципальные	История / 01 / 46.03.01	39.0	0.0	14.0	18.0
Российская Федерация	Государственные, Муниципальные	История / 03 / 46.04.01	28.0	0.0	8.0	5.0
Российская Федерация	Государственные, Муниципальные	История искусств / 01 / 50.03.03	6.0	0.0	6.0	5.0
Российская Федерация	Государственные, Муниципальные	История искусств / 03 / 50.04.03	11.0	0.0	7.0	2.0
Российская Федерация	Государственные, Муниципальные	Картография и геоинформатика / 01 / 05.03.03	4.0	0.0	2.0	1.0
Российская Федерация	Государственные, Муниципальные	Картография и геоинформатика / 03 / 05.04.03	2.0	0.0	0.0	0.0
Российская Федерация	Государственные, Муниципальные	Киноведение / 02 / 55.05.05	1.0	0.0	1.0	1.0
Российская Федерация	Государственные, Муниципальные	Кинооператорство / 02 / 55.05.03	3.0	0.0	0.0	1.0
Российская Федерация	Государственные, Муниципальные	Клиническая психология / 02 / 37.05.01	49.0	0.0	44.0	23.0
Российская Федерация	Государственные, Муниципальные	Композиция / 02 / 53.05.06	3.0	0.0	0.0	1.0
Российская Федерация	Государственные, Муниципальные	Компьютерная безопасность / 02 / 10.05.01	13.0	0.0	2.0	8.0
Российская Федерация	Государственные, Муниципальные	Конструирование и технология электронных средств / 01 / 11.03.03	6.0	0.0	0.0	1.0
Российская Федерация	Государственные, Муниципальные	Конструирование и технология электронных средств / 03 / 11.04.03	10.0	0.0	0.0	2.0
Российская Федерация	Государственные, Муниципальные	Конструирование изделий легкой промышленности / 01 / 29.03.05	4.0	0.0	3.0	3.0
Российская Федерация	Государственные, Муниципальные	Конструирование изделий легкой промышленности / 03 / 29.04.05	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, Муниципальные	Конструкторско-технологическое обеспечение машиностроительных производств / 01 / 15.03.05	9.0	0.0	1.0	2.0
Российская Федерация	Государственные, Муниципальные	Конструкторско-технологическое обеспечение машиностроительных производств / 03 / 15.04.05	11.0	0.0	0.0	1.0
Российская Федерация	Государственные, Муниципальные	Конфликтология / 01 / 37.03.02	11.0	0.0	8.0	8.0
Российская Федерация	Государственные, Муниципальные	Конфликтология / 03 / 37.04.02	1.0	0.0	0.0	0.0
Российская Федерация	Государственные, Муниципальные	Кораблестроение, океанотехника и системотехника объектов морской инфраструктуры / 01 / 26.03.02	12.0	0.0	0.0	3.0
Российская Федерация	Государственные, Муниципальные	Кораблестроение, океанотехника и системотехника объектов морской инфраструктуры / 03 / 26.04.02	9.0	0.0	1.0	0.0
Российская Федерация	Государственные, Муниципальные	Культурология / 01 / 51.03.01	11.0	0.0	8.0	8.0
Российская Федерация	Государственные, Муниципальные	Культурология / 03 / 51.04.01	5.0	0.0	4.0	3.0
Российская Федерация	Государственные, Муниципальные	Лазерная техника и лазерные технологии / 01 / 12.03.05	2.0	0.0	0.0	1.0
Российская Федерация	Государственные, Муниципальные	Лазерная техника и лазерные технологии / 03 / 12.04.05	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, Муниципальные	Ландшафтная архитектура / 01 / 35.03.10	18.0	0.0	13.0	12.0
Российская Федерация	Государственные, Муниципальные	Ландшафтная архитектура / 03 / 35.04.09	3.0	0.0	1.0	0.0
Российская Федерация	Государственные, Муниципальные	Лесное дело / 01 / 35.03.01	1.0	0.0	1.0	1.0
Российская Федерация	Государственные, Муниципальные	Лесное дело / 03 / 35.04.01	6.0	0.0	0.0	3.0
Российская Федерация	Государственные, Муниципальные	Лечебное дело / 02 / 31.05.01	1192.0	0.0	584.0	464.0
Российская Федерация	Государственные, Муниципальные	Лингвистика / 01 / 45.03.02	407.0	0.0	312.0	218.0
Российская Федерация	Государственные, Муниципальные	Лингвистика / 03 / 45.04.02	232.0	0.0	164.0	48.0
Российская Федерация	Государственные, Муниципальные	Литературное творчество / 02 / 52.05.04	2.0	0.0	2.0	1.0
Российская Федерация	Государственные, Муниципальные	Математика / 01 / 01.03.01	22.0	0.0	11.0	14.0
Российская Федерация	Государственные, Муниципальные	Математика / 03 / 01.04.01	11.0	0.0	4.0	0.0
Российская Федерация	Государственные, Муниципальные	Математика и компьютерные науки / 01 / 02.03.01	50.0	0.0	7.0	9.0
Российская Федерация	Государственные, Муниципальные	Математика и компьютерные науки / 03 / 02.04.01	8.0	0.0	0.0	0.0
Российская Федерация	Государственные, Муниципальные	Математическое обеспечение и администрирование информационных систем / 01 / 02.03.03	53.0	0.0	7.0	23.0
Российская Федерация	Государственные, Муниципальные	Математическое обеспечение и администрирование информационных систем / 03 / 02.04.03	2.0	0.0	1.0	1.0
Российская Федерация	Государственные, Муниципальные	Материаловедение и технологии материалов / 01 / 22.03.01	10.0	0.0	3.0	0.0
Российская Федерация	Государственные, Муниципальные	Материаловедение и технологии материалов / 03 / 22.04.01	18.0	0.0	0.0	2.0
Российская Федерация	Государственные, Муниципальные	Машиностроение / 01 / 15.03.01	76.0	0.0	8.0	25.0
Российская Федерация	Государственные, Муниципальные	Машиностроение / 03 / 15.04.01	16.0	0.0	4.0	2.0
Российская Федерация	Государственные, Муниципальные	Медиакоммуникации / 01 / 42.03.05	36.0	0.0	26.0	23.0
Российская Федерация	Государственные, Муниципальные	Медиакоммуникации / 03 / 42.04.05	18.0	0.0	13.0	4.0
Российская Федерация	Государственные, Муниципальные	Медико-профилактическое дело / 02 / 32.05.01	9.0	0.0	6.0	1.0
Российская Федерация	Государственные, Муниципальные	Медицинская биофизика / 02 / 30.05.02	1.0	0.0	0.0	0.0
Российская Федерация	Государственные, Муниципальные	Медицинская биохимия / 02 / 30.05.01	6.0	0.0	5.0	3.0
Российская Федерация	Государственные, Муниципальные	Медицинская кибернетика / 02 / 30.05.03	1.0	0.0	1.0	1.0
Российская Федерация	Государственные, Муниципальные	Международные отношения / 01 / 41.03.05	434.0	0.0	243.0	182.0
Российская Федерация	Государственные, Муниципальные	Международные отношения / 03 / 41.04.05	293.0	0.0	126.0	93.0
Российская Федерация	Государственные, Муниципальные	Менеджмент / 01 / 38.03.02	713.0	0.0	382.0	447.0
Российская Федерация	Государственные, Муниципальные	Менеджмент / 03 / 38.04.02	404.0	1.0	170.0	144.0
Российская Федерация	Государственные, Муниципальные	Металлургия / 01 / 22.03.02	7.0	0.0	5.0	0.0
Российская Федерация	Государственные, Муниципальные	Металлургия / 03 / 22.04.02	9.0	0.0	2.0	0.0
Российская Федерация	Государственные, Муниципальные	Механика и математическое моделирование / 01 / 01.03.03	9.0	0.0	2.0	5.0
Российская Федерация	Государственные, Муниципальные	Механика и математическое моделирование / 03 / 01.04.03	6.0	0.0	1.0	0.0
Российская Федерация	Государственные, Муниципальные	Мехатроника и робототехника / 01 / 15.03.06	63.0	0.0	7.0	15.0
Российская Федерация	Государственные, Муниципальные	Мехатроника и робототехника / 03 / 15.04.06	29.0	0.0	4.0	2.0
Российская Федерация	Государственные, Муниципальные	Монументально-декоративное искусство / 02 / 54.05.01	2.0	0.0	2.0	1.0
Российская Федерация	Государственные, Муниципальные	Музеология и охрана объектов культурного и природного наследия / 01 / 51.03.04	1.0	0.0	1.0	1.0
Российская Федерация	Государственные, Муниципальные	Музыкальная звукорежиссура / 02 / 53.05.03	3.0	0.0	1.0	0.0
Российская Федерация	Государственные, Муниципальные	Музыкально-инструментальное искусство / 01 / 53.03.02	35.0	0.0	19.0	15.0
Российская Федерация	Государственные, Муниципальные	Музыкально-инструментальное искусство / 03 / 53.04.01	15.0	0.0	6.0	4.0
Российская Федерация	Государственные, Муниципальные	Музыкально-театральное искусство / 02 / 53.05.04	5.0	0.0	4.0	4.0
Российская Федерация	Государственные, Муниципальные	Музыкальное искусство эстрады / 01 / 53.03.01	10.0	0.0	10.0	8.0
Российская Федерация	Государственные, Муниципальные	Музыковедение / 02 / 53.05.05	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, Муниципальные	Музыкознание и музыкально-прикладное искусство / 01 / 53.03.06	5.0	0.0	3.0	2.0
Российская Федерация	Государственные, Муниципальные	Музыкознание и музыкально-прикладное искусство / 03 / 53.04.06	2.0	0.0	2.0	2.0
Российская Федерация	Государственные, Муниципальные	Навигационно-баллистическое обеспечение применения космической техники / 02 / 24.05.04	1.0	0.0	0.0	1.0
Российская Федерация	Государственные, Муниципальные	Наземные транспортно-технологические комплексы / 01 / 23.03.02	3.0	0.0	0.0	3.0
Российская Федерация	Государственные, Муниципальные	Наземные транспортно-технологические комплексы / 03 / 23.04.02	26.0	0.0	5.0	2.0
Российская Федерация	Государственные, Муниципальные	Наземные транспортно-технологические средства / 02 / 23.05.01	12.0	0.0	0.0	6.0
Российская Федерация	Государственные, Муниципальные	Наноинженерия / 01 / 28.03.02	8.0	0.0	3.0	3.0
Российская Федерация	Государственные, Муниципальные	Наноинженерия / 03 / 28.04.02	2.0	0.0	2.0	1.0
Российская Федерация	Государственные, Муниципальные	Наноматериалы / 01 / 28.03.03	2.0	0.0	0.0	0.0
Российская Федерация	Государственные, Муниципальные	Наноматериалы / 03 / 28.04.03	1.0	0.0	1.0	1.0
Российская Федерация	Государственные, Муниципальные	Нанотехнологии и микросистемная техника / 01 / 28.03.01	6.0	0.0	1.0	0.0
Российская Федерация	Государственные, Муниципальные	Нанотехнологии и микросистемная техника / 03 / 28.04.01	4.0	0.0	1.0	0.0
Российская Федерация	Государственные, Муниципальные	Народная художественная культура / 01 / 51.03.02	6.0	0.0	4.0	3.0
Российская Федерация	Государственные, Муниципальные	Наукоемкие технологии и экономика инноваций / 03 / 27.04.07	2.0	0.0	0.0	1.0
Российская Федерация	Государственные, Муниципальные	Нефтегазовое дело / 01 / 21.03.01	96.0	0.0	15.0	47.0
Российская Федерация	Государственные, Муниципальные	Нефтегазовое дело / 03 / 21.04.01	102.0	0.0	11.0	22.0
Российская Федерация	Государственные, Муниципальные	Нефтегазовые техника и технологии / 02 / 21.05.06	1.0	0.0	0.0	1.0
Российская Федерация	Государственные, Муниципальные	Общественное здравоохранение / 03 / 32.04.01	58.0	0.0	23.0	5.0
Российская Федерация	Государственные, Муниципальные	Оптотехника / 01 / 12.03.02	1.0	0.0	1.0	1.0
Российская Федерация	Государственные, Муниципальные	Оптотехника / 03 / 12.04.02	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, Муниципальные	Организация и управление наукоемкими производствами / 03 / 27.04.06	2.0	0.0	0.0	0.0
Российская Федерация	Государственные, Муниципальные	Организация работы с молодежью / 01 / 39.03.03	1.0	0.0	0.0	1.0
Российская Федерация	Государственные, Муниципальные	Организация работы с молодежью / 03 / 39.04.03	2.0	0.0	1.0	1.0
Российская Федерация	Государственные, Муниципальные	Педагогика и психология девиантного поведения / 02 / 44.05.01	1.0	0.0	1.0	1.0
Российская Федерация	Государственные, Муниципальные	Педагогическое образование (с двумя профилями подготовки) / 01 / 44.03.05	127.0	0.0	105.0	56.0
Российская Федерация	Государственные, Муниципальные	Педагогическое образование / 01 / 44.03.01	64.0	0.0	52.0	34.0
Российская Федерация	Государственные, Муниципальные	Педагогическое образование / 03 / 44.04.01	47.0	0.0	36.0	18.0
Российская Федерация	Государственные, Муниципальные	Педиатрия / 02 / 31.05.02	25.0	0.0	21.0	15.0
Российская Федерация	Государственные, Муниципальные	Перевод и переводоведение / 02 / 45.05.01	48.0	0.0	43.0	20.0
Российская Федерация	Государственные, Муниципальные	Подвижной состав железных дорог / 02 / 23.05.03	25.0	0.0	2.0	5.0
Российская Федерация	Государственные, Муниципальные	Пожарная безопасность / 02 / 20.05.01	11.0	0.0	2.0	11.0
Российская Федерация	Государственные, Муниципальные	Политология / 01 / 41.03.04	57.0	0.0	28.0	32.0
Российская Федерация	Государственные, Муниципальные	Политология / 03 / 41.04.04	77.0	0.0	29.0	16.0
Российская Федерация	Государственные, Муниципальные	Почвоведение / 01 / 06.03.02	3.0	0.0	1.0	3.0
Российская Федерация	Государственные, Муниципальные	Правовое обеспечение национальной безопасности / 02 / 40.05.01	7.0	0.0	2.0	5.0
Российская Федерация	Государственные, Муниципальные	Правоохранительная деятельность / 02 / 40.05.02	5.0	0.0	3.0	3.0
Российская Федерация	Государственные, Муниципальные	Приборостроение / 01 / 12.03.01	6.0	0.0	1.0	3.0
Российская Федерация	Государственные, Муниципальные	Приборостроение / 03 / 12.04.01	3.0	0.0	1.0	0.0
Российская Федерация	Государственные, Муниципальные	Прикладная геодезия / 02 / 21.05.01	4.0	1.0	0.0	3.0
Российская Федерация	Государственные, Муниципальные	Прикладная геология / 02 / 21.05.02	3.0	0.0	0.0	3.0
Российская Федерация	Государственные, Муниципальные	Прикладная гидрометеорология / 03 / 05.04.05	5.0	0.0	3.0	1.0
Российская Федерация	Государственные, Муниципальные	Прикладная информатика / 01 / 09.03.03	134.0	0.0	34.0	90.0
Российская Федерация	Государственные, Муниципальные	Прикладная информатика / 03 / 09.04.03	22.0	0.0	5.0	7.0
Российская Федерация	Государственные, Муниципальные	Прикладная математика / 01 / 01.03.04	20.0	0.0	8.0	14.0
Российская Федерация	Государственные, Муниципальные	Прикладная математика / 03 / 01.04.04	2.0	0.0	0.0	2.0
Российская Федерация	Государственные, Муниципальные	Прикладная математика и информатика / 01 / 01.03.02	290.0	0.0	62.0	221.0
Российская Федерация	Государственные, Муниципальные	Прикладная математика и информатика / 03 / 01.04.02	64.0	0.0	16.0	18.0
Российская Федерация	Государственные, Муниципальные	Прикладная механика / 01 / 15.03.03	8.0	0.0	0.0	4.0
Российская Федерация	Государственные, Муниципальные	Прикладная механика / 03 / 15.04.03	4.0	0.0	0.0	1.0
Российская Федерация	Государственные, Муниципальные	Прикладные математика и физика / 01 / 03.03.01	124.0	0.0	26.0	95.0
Российская Федерация	Государственные, Муниципальные	Прикладные математика и физика / 03 / 03.04.01	54.0	0.0	15.0	33.0
Российская Федерация	Государственные, Муниципальные	Применение и эксплуатация автоматизированных систем специального назначения / 02 / 09.05.01	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, Муниципальные	Природообустройство и водопользование / 01 / 20.03.02	6.0	0.0	2.0	1.0
Российская Федерация	Государственные, Муниципальные	Природообустройство и водопользование / 03 / 20.04.02	7.0	0.0	3.0	0.0
Российская Федерация	Государственные, Муниципальные	Программная инженерия / 01 / 09.03.04	447.0	0.0	56.0	250.0
Российская Федерация	Государственные, Муниципальные	Программная инженерия / 03 / 09.04.04	54.0	0.0	10.0	24.0
Российская Федерация	Государственные, Муниципальные	Программы бакалавриата - всего / 01 / 0	9379.0	3.0	4484.0	5202.0
Российская Федерация	Государственные, Муниципальные	Программы магистратуры - всего / 03 / 0	4062.0	2.0	1623.0	1169.0
Российская Федерация	Государственные, Муниципальные	Программы специалитета - всего / 02 / 0	2460.0	1.0	1213.0	1088.0
Российская Федерация	Государственные, Муниципальные	Продукты питания животного происхождения / 01 / 19.03.03	9.0	0.0	4.0	4.0
Российская Федерация	Государственные, Муниципальные	Продукты питания животного происхождения / 03 / 19.04.03	2.0	0.0	1.0	0.0
Российская Федерация	Государственные, Муниципальные	Продукты питания из растительного сырья / 01 / 19.03.02	3.0	0.0	3.0	1.0
Российская Федерация	Государственные, Муниципальные	Продукты питания из растительного сырья / 03 / 19.04.02	3.0	0.0	1.0	0.0
Российская Федерация	Государственные, Муниципальные	Продюсерство / 02 / 55.05.04	3.0	0.0	1.0	2.0
Российская Федерация	Государственные, Муниципальные	Проектирование авиационных и ракетных двигателей / 02 / 24.05.02	2.0	0.0	0.0	0.0
Российская Федерация	Государственные, Муниципальные	Промышленная фармация / 03 / 33.04.01	5.0	0.0	2.0	0.0
Российская Федерация	Государственные, Муниципальные	Промышленное рыболовство / 01 / 35.03.09	8.0	0.0	3.0	0.0
Российская Федерация	Государственные, Муниципальные	Промышленное рыболовство / 03 / 35.04.08	1.0	0.0	0.0	0.0
Российская Федерация	Государственные, Муниципальные	Профессиональное обучение (по отраслям) / 01 / 44.03.04	6.0	0.0	4.0	2.0
Российская Федерация	Государственные, Муниципальные	Профессиональное обучение (по отраслям) / 03 / 44.04.04	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, Муниципальные	Психология / 01 / 37.03.01	255.0	1.0	214.0	157.0
Российская Федерация	Государственные, Муниципальные	Психология / 03 / 37.04.01	89.0	0.0	61.0	29.0
Российская Федерация	Государственные, Муниципальные	Психология служебной деятельности / 02 / 37.05.02	6.0	0.0	5.0	4.0
Российская Федерация	Государственные, Муниципальные	Психолого-педагогическое образование / 01 / 44.03.02	39.0	0.0	37.0	24.0
Российская Федерация	Государственные, Муниципальные	Психолого-педагогическое образование / 03 / 44.04.02	19.0	0.0	12.0	9.0
Российская Федерация	Государственные, Муниципальные	Публичная политика и социальные науки / 01 / 41.03.06	2.0	0.0	2.0	1.0
Российская Федерация	Государственные, Муниципальные	Радиотехника / 01 / 11.03.01	6.0	0.0	1.0	4.0
Российская Федерация	Государственные, Муниципальные	Радиотехника / 03 / 11.04.01	4.0	0.0	1.0	1.0
Российская Федерация	Государственные, Муниципальные	Радиофизика / 01 / 03.03.03	1.0	0.0	1.0	1.0
Российская Федерация	Государственные, Муниципальные	Радиофизика / 03 / 03.04.03	1.0	0.0	0.0	0.0
Российская Федерация	Государственные, Муниципальные	Радиоэлектронные системы и комплексы / 02 / 11.05.01	3.0	0.0	0.0	0.0
Российская Федерация	Государственные, Муниципальные	Ракетные комплексы и космонавтика / 01 / 24.03.01	29.0	0.0	4.0	6.0
Российская Федерация	Государственные, Муниципальные	Ракетные комплексы и космонавтика / 03 / 24.04.01	7.0	0.0	1.0	1.0
Российская Федерация	Государственные, Муниципальные	Регионоведение России / 03 / 41.04.02	2.0	0.0	1.0	0.0
Российская Федерация	Государственные, Муниципальные	Режиссура кино и телевидения / 02 / 55.05.01	21.0	0.0	9.0	14.0
Российская Федерация	Государственные, Муниципальные	Режиссура театра / 02 / 52.05.02	1.0	0.0	0.0	1.0
